Date,R,lb_95,ub_95,lb_50,ub_50
2020-03-11,2.2802161059570922,2.1147303278792324,2.4469360127064705,2.2236306158783736,2.3372307656322535
2020-03-12,2.26361740682015,2.12056700464775,2.405711346268909,2.2143501299381843,2.311722845352654
2020-03-13,2.2248395055470365,2.0935408483773488,2.355644896186142,2.1798250176664964,2.269554303783068
2020-03-14,2.1207640004352393,1.996114302711086,2.2428645452426244,2.078447494920978,2.1634726889238722
2020-03-15,2.0412316668271435,1.9207318786427796,2.1646462222935003,2.000143672733056,2.083598704102358
2020-03-16,2.0250978866430724,1.9014307832139754,2.1479895195033087,1.9820969369952137,2.0673171798510355
2020-03-17,1.960734771735447,1.8378327883085488,2.085302921578066,1.9181483349944313,2.0031358707479434
2020-03-18,1.834181149256482,1.7138848405807052,1.9571758772623038,1.7929462497143502,1.8758184778258875
2020-03-19,1.6972786391744343,1.577585922696032,1.817987753613031,1.6554333905255927,1.7389544500982717
2020-03-20,1.5641542664870118,1.4392345931226869,1.6844708136944297,1.5218527530547057,1.6058241949275835
2020-03-21,1.4820767611898498,1.3588097050853962,1.603831838365609,1.4403825823570477,1.5243163549448606
2020-03-22,1.4199683750439789,1.2978498835699337,1.5369605416336065,1.3778929083222904,1.460910354081434
2020-03-23,1.3622652599291083,1.2400023041507258,1.485019139443276,1.3196446265506825,1.4044601596531616
2020-03-24,1.3155610949107532,1.195835135477051,1.437632645581243,1.2747030776408559,1.3570166030492299
2020-03-25,1.2869373941666502,1.1668261711593506,1.4081422092850346,1.2452212137611778,1.3280002451720385
2020-03-26,1.2546557953342485,1.1343341508442726,1.3749880589808026,1.212906862154083,1.2958830718759904
2020-03-27,1.2252864765629412,1.1061551959542932,1.346201932824097,1.184327112983788,1.2670173056367346
2020-03-28,1.1980954077142618,1.077072158972008,1.3176245148955268,1.1571275610671703,1.2389910881727675
2020-03-29,1.1588232573328807,1.040552355693252,1.2767308720056203,1.117713218330913,1.1989891742348613
2020-03-30,1.1069649561987855,0.9866075937304554,1.2255005300841528,1.065403159043407,1.1473891522962671
2020-03-31,1.0767537134693586,0.9571088472470715,1.1971823501974612,1.0363792447503049,1.1175703567336837
2020-04-01,1.0508950915616695,0.9281086464476004,1.170391868438975,1.0094224754879093,1.0909785351942667
2020-04-02,1.0381159239569513,0.9181450582138896,1.1586502224055204,0.9977706111510711,1.080023199457307
2020-04-03,1.0241216765710877,0.9026892013652636,1.1437249360147288,0.9824937065085797,1.0647367147262015
2020-04-04,0.9955542991942294,0.8739158285438681,1.1149757782522232,0.9533325440621508,1.036276994884851
2020-04-05,0.9624891240971032,0.8419631515781649,1.0827756323032183,0.921005383091438,1.0033471738242672
2020-04-06,0.9265827068452986,0.8065564020424901,1.0447373142986591,0.8850426833036593,0.9668457621658044
2020-04-07,0.889513855597183,0.7707052432692282,1.0099848101521403,0.8481450882776653,0.9309870290858526
2020-04-08,0.84994867977101,0.7306809785670861,0.9687622165115813,0.8086873391004554,0.8907728955191758
2020-04-09,0.8192366091406664,0.6976414723306219,0.9394096073913014,0.7779871138569814,0.8608304242609942
2020-04-10,0.79668100574369,0.6761036451353115,0.9177448492692624,0.7551126887984447,0.8383479476988517
2020-04-11,0.8110430736561995,0.6913517146518615,0.9288013967204932,0.7691975241499933,0.852380356491085
2020-04-12,0.7981874123099493,0.6785109948442845,0.9177656709543675,0.7574886574178592,0.8393865481554419
2020-04-13,0.7526486995266556,0.6303301291120258,0.8722675721337152,0.7106741942338537,0.7943897790822251
2020-04-14,0.7510034787139095,0.6290652582035641,0.8722113944122711,0.7091463199083611,0.7916715578307765
2020-04-15,0.801109321148773,0.680840358599577,0.9221640841906776,0.7601051181828684,0.8424359215418801
2020-04-16,0.8475849595799598,0.7275905787267165,0.9702425935608016,0.8068749999675116,0.8881535720662627
2020-04-17,0.8761088908943975,0.7574864238070242,0.9972927003049922,0.8342602460633909,0.9177045125737163
2020-04-18,0.8747887129566574,0.7557416601954088,0.9959122375467282,0.8338126647367751,0.9167194996683408
2020-04-19,0.8584784259032655,0.7382048757464219,0.9787749927049425,0.8176039994429154,0.8999104608886042
2020-04-20,0.8220152879330538,0.7028076944150785,0.9406708021798251,0.7803559019119479,0.863462502413227
2020-04-21,0.7830091870347728,0.6612446959861376,0.9032951216021556,0.7428320652403587,0.824425359280782
2020-04-22,0.7668390341460318,0.648181515043744,0.8874733204325387,0.7261303204608681,0.8088095812478009
2020-04-23,0.7647274112564718,0.6435606581188804,0.8844344101380504,0.7233142463680485,0.8057045127079718
2020-04-24,0.7832899800104128,0.663782870226101,0.9030738251073918,0.7425069368774725,0.8241613028532615
2020-04-25,0.7891541627591101,0.6688727845995922,0.909231324298815,0.7481205920563851,0.8305526391100657
2020-04-26,0.7814243031944563,0.6618780809357099,0.9002141006929361,0.7398949048278851,0.8221855623290588
2020-04-27,0.7641423841372883,0.6447766994769439,0.8840411487123403,0.722960290120575,0.8059365579176088
2020-04-28,0.7362777111986789,0.6161245558536779,0.8575412410974338,0.695609718576937,0.7777167453435538
2020-04-29,0.7167699347777846,0.5954814462683863,0.8357849320199411,0.6751268748553617,0.7588793687154788
2020-04-30,0.7255612711229326,0.6061940973173064,0.8449727193073847,0.6850821188444216,0.7669526106073912
2020-05-01,0.7266114369184169,0.605728603624224,0.8464676688147486,0.6864076754678501,0.7681314001607946
2020-05-02,0.7593865858556096,0.6395452014609231,0.8805500919504363,0.7184021368839675,0.8000501124467568
2020-05-03,0.8048270112624056,0.6835335128195734,0.9253678729198644,0.7634709928307087,0.845046868070212
2020-05-04,0.8424232250314155,0.7234131629524134,0.9625559917801311,0.801105065310453,0.883558659096211
2020-05-05,0.8786654707737169,0.7588616734834814,0.9990383403948382,0.8373696410042195,0.9197409465853702
2020-05-06,0.896747726796594,0.7765085129782859,1.0159628562877703,0.8561621716028067,0.9374318132757543
2020-05-07,0.9088861508738733,0.7904405410128608,1.0303172099432303,0.8684729780312357,0.9502459936698937
2020-05-08,0.9022986956515384,0.7846166573434157,1.0223463713825582,0.8615942624823651,0.9434409025932126
2020-05-09,0.8949302557782828,0.7759805486077946,1.0152273315601255,0.8538239065990442,0.9359273246689708
2020-05-10,0.8836635946268597,0.7631836380898918,1.0024847610275838,0.841730250543754,0.9246880181902439
2020-05-11,0.8797998629986965,0.7596766579200702,1.0018133116898822,0.839179846759254,0.921713348583163
2020-05-12,0.8538205713866662,0.735682529938082,0.9757870899848897,0.8124280164489031,0.8951253093563177
2020-05-13,0.8372175309350036,0.7176448944364731,0.9570604460596044,0.7962264309405597,0.8786956171824923
2020-05-14,0.8456536226192088,0.724457838462707,0.9637448490254495,0.8038173841001064,0.8860817907221424
2020-05-15,0.855468737976528,0.7331416707144296,0.9764665539630557,0.8142966448195579,0.8967036292451365
