Date,R,lb_95,ub_95
2020-03-02,1.5869966130067557,0.46115101305030276,2.7128422129632086
2020-03-03,1.7162328229234007,0.9129806363521762,2.5194850094946255
2020-03-04,2.135729782648534,1.4709367257006012,2.800522839596467
2020-03-05,3.6177760284986644,3.031001161881935,4.2045508951153945
2020-03-06,3.558595041366756,3.021143380405704,4.096046702327809
2020-03-07,3.1948638775615015,2.6905514119046536,3.6991763432183493
2020-03-08,3.1447704908558665,2.663540229449926,3.626000752261807
2020-03-09,2.8330116860014036,2.3682314757866956,3.297791896216112
2020-03-10,2.790116233462013,2.337241441574965,3.2429910253490606
2020-03-11,2.8784638082519614,2.434299061989316,3.322628554514606
2020-03-12,2.5900640912448285,2.1523222194353866,3.0278059630542704
2020-03-13,3.523584623245841,3.0906074840717475,3.9565617624199345
2020-03-14,3.3595308231707213,2.930104949426284,3.7889566969151587
2020-03-15,3.2583128150770913,2.8315438168381717,3.685081813316011
2020-03-16,3.1679037195118207,2.743128719674209,3.5926787193494327
2020-03-17,3.1244975622319915,2.701223087354248,3.547772037109735
2020-03-18,3.1758191462008316,2.753676495904777,3.5979617964968864
2020-03-19,3.083584535859841,2.662297390879827,3.5048716808398552
2020-03-20,3.089342226718542,2.668702956462271,3.5099814969748127
2020-03-21,2.836042075540335,2.415894301936838,3.256189849143832
2020-03-22,2.633329257580818,2.21355495938139,3.0531035557802455
2020-03-23,2.5517495160770283,2.1322594522645275,2.971239579889529
2020-03-24,2.4308713918469596,2.011597965491024,2.8501448182028954
2020-03-25,2.328602570122674,1.9094944951744288,2.747710645070919
2020-03-26,2.3303788208259104,1.9113971261522176,2.749360515499603
2020-03-27,2.2934962058949866,1.874611234464266,2.7123811773257076
2020-03-28,2.220936305680884,1.8021254564595004,2.6397471549022673
2020-03-29,2.057691123953657,1.6389371495087521,2.476445098398562
2020-03-30,1.9289982081588566,1.5102879289836482,2.347708487334065
2020-03-31,1.8198870826542888,1.4012104146277482,2.2385637506808287
2020-04-01,1.7581672952930973,1.3395165128744004,2.1768180777117947
2020-04-02,1.72081931405867,1.302188491255411,2.1394501368619285
2020-04-03,1.6604035320774102,1.2417881176954286,2.0790189464593922
2020-04-04,1.5640681708663555,1.1454646653302298,1.9826716764024812
2020-04-05,1.4580342449727,1.0394399541575152,1.876628535787885
2020-04-06,1.348698594506237,0.9301114418942917,1.7672857471181822
2020-04-07,1.2889897690011003,0.870408152232073,1.7075713857701273
2020-04-08,1.278413823242157,0.8598365043791054,1.6969911421052082
2020-04-09,1.2432703212426643,0.8246963428192199,1.6618442996661085
2020-04-10,1.1872305696175751,0.7686591901798222,1.6058019490553277
