Country/Region,Date,R,se_R,days_infectious,ci_95_u,ci_95_l,ci_65_u,ci_65_l
Germany,2020-03-03,7.391447368421054,0.0,7,7.391447368421054,7.391447368421054,7.391447368421054,7.391447368421054
Germany,2020-03-04,5.392286912150782,2.344616540148364e-05,7,5.392332865790545,5.392240958511019,5.392308824685883,5.392264999615681
Germany,2020-03-05,3.720061240467831,2.048046983145379e-09,7,3.720061244481929,3.7200612364537324,3.7200612423819135,3.720061238553748
Germany,2020-03-06,4.031874647559054,2.344616540148364e-05,7,4.0319206011988165,4.031828693919291,4.031896560094155,4.031852735023953
Germany,2020-03-07,3.6569766266656796,2.344616540148364e-05,7,3.657022580305442,3.6569306730259172,3.6569985392007807,3.6569547141305785
Germany,2020-03-08,3.5990709192621155,2.344616540148364e-05,7,3.599116872901878,3.599024965622353,3.5990928317972166,3.5990490067270144
Germany,2020-03-09,3.9702613667989395,2.344616540148364e-05,7,3.970307320438702,3.970215413159177,3.9702832793340406,3.9702394542638384
Germany,2020-03-10,3.5488207859010488,2.344616540148364e-05,7,3.548866739540811,3.5487748322612864,3.54884269843615,3.5487988733659477
Germany,2020-03-11,3.272919158122858,2.344616540148364e-05,7,3.27296511176262,3.2728732044830955,3.272941070657959,3.2728972455877567
Germany,2020-03-12,2.7485096617531903,2.344616540148364e-05,7,2.7485556153929527,2.748463708113428,2.7485315742882914,2.7484877492180892
Germany,2020-03-13,2.6602716133953717,2.344616540148364e-05,7,2.660317567035134,2.6602256597556093,2.6602935259304727,2.6602497008602706
Germany,2020-03-14,2.188277368503232,2.344616540148364e-05,7,2.1883233221429945,2.18823141486347,2.1882992810383333,2.188255455968131
Germany,2020-03-15,1.9741054637582782,2.344616540148364e-05,7,1.9741514173980408,1.9740595101185157,1.974127376293379,1.9740835512231774
Germany,2020-03-16,2.2286097279732564,2.344616540148364e-05,7,2.2286556816130187,2.228563774333494,2.2286316405083575,2.2285878154381553
Germany,2020-03-17,1.6497360283683804,2.344616540148364e-05,7,1.649781982008143,1.6496900747286178,1.6497579409034813,1.6497141158332795
Germany,2020-03-18,1.5248980479721652,2.344616540148364e-05,7,1.5249440016119278,1.5248520943324027,1.524919960507266,1.5248761354370644
Germany,2020-03-19,1.2675018354967382,2.344616540148364e-05,7,1.2675477891365008,1.2674558818569757,1.267523748031839,1.2674799229616374
Germany,2020-03-20,1.3769094825702917,2.344616540148364e-05,7,1.3769554362100542,1.376863528930529,1.3769313951053925,1.3768875700351908
Germany,2020-03-21,1.0890850902250526,2.344616540148364e-05,7,1.0891310438648152,1.08903913658529,1.0891070027601535,1.0890631776899518
Germany,2020-03-22,0.9243299729387285,2.344616540148364e-05,7,0.924375926578491,0.9242840192989661,0.9243518854738295,0.9243080604036276
Germany,2020-03-23,1.2621428795928573,2.344616540148364e-05,7,1.2621888332326199,1.2620969259530948,1.2621647921279582,1.2621209670577564
Germany,2020-03-24,0.9615653861244292,2.344616540148364e-05,7,0.9616113397641917,0.9615194324846668,0.9615872986595302,0.9615434735893282
Germany,2020-03-25,1.04800049490838,2.344616540148364e-05,7,1.0480464485481427,1.0479545412686175,1.048022407443481,1.0479785823732792
Germany,2020-03-26,0.9419127638356405,2.344616540148364e-05,7,0.9419587174754029,0.941866810195878,0.9419346763707415,0.9418908513005395
