Date,R_filtered,R_smoothed
2020-03-04,4.025640993686789,2.25581915941749
2020-03-05,3.3647619744123394,2.2246281038776914
2020-03-06,2.8625297850116387,2.184789025312819
2020-03-07,2.4177465192632877,2.149962270163741
2020-03-08,2.064164566560155,2.1321549218654705
2020-03-09,2.2027217861581145,2.1375925411260086
2020-03-10,2.406428728561532,2.131621646868868
2020-03-11,2.4474846181522665,2.1037005613519364
2020-03-12,2.4536087536357156,2.0659340330872404
2020-03-13,2.4860241182667324,2.0207290106963813
2020-03-14,2.3756672931048897,1.9639386114714892
2020-03-15,2.1994290760213615,1.911896151913823
2020-03-16,2.2010458983955816,1.8745629747768597
2020-03-17,2.2433977402739336,1.8312901121959322
2020-03-18,2.233689167625873,1.7757978559191783
2020-03-19,2.188335278668731,1.71338795856177
2020-03-20,2.1066154123134204,1.6480478449447737
2020-03-21,1.9823345760292042,1.5845088710172108
2020-03-22,1.8249096773118723,1.529083327428102
2020-03-23,1.758685521864591,1.4876947925989046
2020-03-24,1.738120265451193,1.449658474094583
2020-03-25,1.7224999210322167,1.4090696077497407
2020-03-26,1.6879642913185142,1.3648836878083355
2020-03-27,1.642321431758545,1.3192709595633
2020-03-28,1.5574133788800864,1.2736115275659365
2020-03-29,1.4417169709232511,1.2334650617488527
2020-03-30,1.3785556614902457,1.2039864933119155
2020-03-31,1.3797949712068438,1.179263345517553
2020-04-01,1.3714231524665423,1.1508523185077635
2020-04-02,1.3580719299602282,1.1195929017531379
2020-04-03,1.3302857353789563,1.0857878418881144
2020-04-04,1.2587680694410843,1.051123547705862
2020-04-05,1.160686936638349,1.0216802943682557
2020-04-06,1.1148830173897628,1.001967626017845
2020-04-07,1.1236825879686105,0.9859537238682488
2020-04-08,1.1258778096545492,0.9664195434413319
2020-04-09,1.113268042528838,0.9438024202611326
2020-04-10,1.0615385638003538,0.9197650280533113
2020-04-11,1.0117617562799193,0.8996549974654753
2020-04-12,0.9438464321537818,0.883752753059331
2020-04-13,0.8834126275318503,0.875228381435396
2020-04-14,0.875745652136108,0.8740674205322866
2020-04-15,0.9102898743935389,0.8738293558887442
2020-04-16,0.937944822487108,0.8686572312401506
2020-04-17,0.9444015192977121,0.8588283517089383
2020-04-18,0.9117885984222075,0.8466892094143716
2020-04-19,0.8592583182778302,0.8374543833092414
2020-04-20,0.8387315499850696,0.8343613273801542
2020-04-21,0.852609371247228,0.8337413764917859
2020-04-22,0.8776898750793842,0.8310647972035308
2020-04-23,0.882174271298364,0.8244506413217776
2020-04-24,0.8780236956677296,0.816262056244045
2020-04-25,0.8420218197059328,0.8075006395650941
2020-04-26,0.7813901680078011,0.8026035124783639
2020-04-27,0.7705281813446334,0.8056128094931139
2020-04-28,0.794057934398865,0.8105898699700643
2020-04-29,0.81176756103072,0.8129350697446444
2020-04-30,0.8335813080202423,0.8131006916115737
2020-05-01,0.8079314880228715,0.8101953321940694
2020-05-02,0.7662794300872383,0.8105164788261487
2020-05-03,0.7156932186075038,0.816791901576696
2020-05-04,0.7199775525300791,0.8311336579379695
2020-05-05,0.7812585925849567,0.8469021500192538
2020-05-06,0.8386440810181446,0.8562142783255824
2020-05-07,0.8801751142574897,0.8587067686489189
2020-05-08,0.8849354937433567,0.8556612909715138
2020-05-09,0.8561392178001922,0.8515084823345087
2020-05-10,0.7941332994558645,0.8508515709102267
2020-05-11,0.804712468982135,0.858897567223343
2020-05-12,0.8417261176372257,0.866584210160362
2020-05-13,0.8779815335698546,0.8701105538881181
2020-05-14,0.8901796244143203,0.8689939847142705
2020-05-15,0.8901122840026965,0.8659886114095714
2020-05-16,0.8503443863147729,0.8625664517462733
2020-05-17,0.8001343159502985,0.8643002615200717
2020-05-18,0.8117487460417836,0.8734027773098455
2020-05-19,0.8631868960395195,0.8821489554910819
2020-05-20,0.9211579359583407,0.8848388939628339
2020-05-21,0.8822746265854098,0.8796867115972817
2020-05-22,0.8811366930665167,0.8793195926086523
2020-05-23,0.8430359353612921,0.8790618205854639
2020-05-24,0.7876716112822388,0.8841724160295383
2020-05-25,0.8057848037358123,0.897861922061722
2020-05-26,0.880111865206692,0.9109238884365042
2020-05-27,0.9334117704748478,0.9152948507199052
2020-05-28,0.9395956120376934,0.9127248029061141
2020-05-29,0.9236929547618791,0.9089129372469658
2020-05-30,0.8987880292632681,0.9068162589917323
2020-05-31,0.8341470256961134,0.9079551354973052
2020-06-01,0.7727604593535102,0.9184254789000712
2020-06-02,0.7912722907245215,0.939089370449811
2020-06-03,0.8829688565907778,0.9600585510681288
2020-06-04,0.947426050137172,0.9709944167360929
2020-06-05,0.9639030625231559,0.97433780125573
2020-06-06,0.9306971076315677,0.9758180626815066
2020-06-07,0.8654711395333967,0.9822188754825141
2020-06-08,0.8719385555400617,0.9987805905863869
2020-06-09,0.9281913011079754,1.016774272695548
2020-06-10,1.000225594601242,1.0293405629671406
2020-06-11,0.9671239878245214,1.0334707827732397
2020-06-12,0.9701270342282524,1.0428826716382593
2020-06-13,0.9539544610897751,1.0532037123778448
2020-06-14,0.8987860645322907,1.0672831102414753
2020-06-15,0.8973351131272013,1.0911859298053255
2020-06-16,1.006961405194175,1.11868540953721
2020-06-17,1.1938116458395083,1.1345344631839518
2020-06-18,1.2468211338956177,1.1261254623299273
2020-06-19,1.3196043460206688,1.109003697094045
2020-06-20,1.2629949368517763,1.0791281031918758
2020-06-21,1.1494615805620294,1.0530449411384921
2020-06-22,1.1097937153461108,1.0393673747135517
2020-06-23,1.1055662262805706,1.029376765646211
2020-06-24,1.0901665621131318,1.0185686062357882
2020-06-25,1.0913701525378672,1.0084117930212089
2020-06-26,1.0914725855147167,0.9966434044984681
2020-06-27,1.030667556820753,0.9831910333089386
2020-06-28,0.9542110577645372,0.9764560619612486
2020-06-29,0.9607369825185674,0.9796117156362025
2020-06-30,0.9777025378590329,0.9822892660830236
2020-07-01,0.9966840962335429,0.982939934684749
2020-07-02,1.0057340195488134,0.9809902019035331
2020-07-03,1.0001788947551633,0.9774800690937465
2020-07-04,0.9574318437821515,0.9742600367672891
2020-07-05,0.8821449474645646,0.9766472671119899
2020-07-06,0.89229102149057,0.9900532700801152
2020-07-07,0.9257649561648527,1.003921723253029
2020-07-08,0.9709782776345485,1.0150089627564853
2020-07-09,0.9900609447824626,1.0212551109741748
2020-07-10,1.0032012700168615,1.0256802836695593
2020-07-11,0.9653059871716008,1.028869133687981
2020-07-12,0.8895502407990844,1.037886137017012
2020-07-13,0.9108719259169775,1.0589289164154039
2020-07-14,0.9838402575040933,1.0799321305320393
2020-07-15,1.0517943336457287,1.0935636259263481
2020-07-16,1.0931277423931616,1.0994889752551225
2020-07-17,1.1038769919407057,1.1003913732803408
2020-07-18,1.0849475828510549,1.0998969069616202
2020-07-19,0.9995298195989815,1.1020176028783493
2020-07-20,1.0234640737759653,1.1165564155970826
2020-07-21,1.057062718559,1.1297624005445395
2020-07-22,1.1271510726341847,1.1400755035045096
2020-07-23,1.1604458361624599,1.1419089501252415
2020-07-24,1.1972457953930433,1.1392793263217
2020-07-25,1.1589217493759594,1.1310562619639
2020-07-26,1.0597358101694354,1.1271032922553463
2020-07-27,1.059474530759533,1.1366599747597368
2020-07-28,1.1126782909845323,1.1476094233576475
2020-07-29,1.1738207396234157,1.152564718275498
2020-07-30,1.190186687116871,1.1495493607018017
2020-07-31,1.2042967296151805,1.1437845908996465
2020-08-01,1.1471035570191308,1.1352004004347496
2020-08-02,1.0585019045908552,1.133511830745713
2020-08-03,1.0913451127236127,1.144152662594313
2020-08-04,1.1356396709911984,1.1516438879202866
2020-08-05,1.1837390496062776,1.1539142298595568
2020-08-06,1.2122304966657282,1.1496833112584044
2020-08-07,1.1994602089579773,1.1408104311391984
2020-08-08,1.145043898160371,1.132490433297327
2020-08-09,1.0482945415421248,1.1307096115371615
2020-08-10,1.1018698594015117,1.1424009295608228
2020-08-11,1.1441439225628829,1.1481506259585854
2020-08-12,1.2111857553528498,1.1487190128279827
2020-08-13,1.2322374778748926,1.139857544254282
2020-08-14,1.222869439649311,1.126752620809719
2020-08-15,1.1471735009569253,1.1131175866279368
2020-08-16,1.0597333951833872,1.1082864492518387
2020-08-17,1.130449101939921,1.1151741361295961
2020-08-18,1.1622608514893535,1.1130072450124764
2020-08-19,1.1969810393136262,1.106020178482434
2020-08-20,1.1975919223937899,1.093116563260758
2020-08-21,1.1944278966616728,1.0782957950525405
2020-08-22,1.1235334065418228,1.0618214132101145
2020-08-23,1.0366714899925351,1.0530670125894694
2020-08-24,1.0637653054712948,1.0553928647528714
2020-08-25,1.0833378905247515,1.0542051588262826
2020-08-26,1.1043990900323173,1.0500724191318882
2020-08-27,1.1067586481733913,1.0423656928413936
2020-08-28,1.0903218172799987,1.033230973677591
2020-08-29,1.0273204543099397,1.0251321246584126
2020-08-30,0.9535123879210932,1.0248216904393048
2020-08-31,0.9724206627567743,1.0349375555818823
2020-09-01,1.0001736106883354,1.0438061384261788
2020-09-02,1.0260367363609095,1.0499958044422368
2020-09-03,1.053981450996915,1.0533946134768737
2020-09-04,1.066163402327145,1.053311365303021
2020-09-05,1.035760382226774,1.0514881883996956
2020-09-06,0.9640272300514865,1.0537193189901712
2020-09-07,1.0036954547168244,1.0664429475213588
2020-09-08,1.0230113783248718,1.0753442430442453
2020-09-09,1.071947561633281,1.082768130017347
2020-09-10,1.0836880730113072,1.0843031248451438
2020-09-11,1.0939442877157233,1.084390375472861
2020-09-12,1.0607081091337855,1.0830350671972244
2020-09-13,0.9962109388851602,1.0862023467643755
2020-09-14,1.0209070729117744,1.0989684363760965
2020-09-15,1.0836513501526663,1.1100421420184863
2020-09-16,1.1317324413174508,1.1137859129164318
2020-09-17,1.1681706859795091,1.1112400366468416
2020-09-18,1.170197597836252,1.1031639126238706
2020-09-19,1.1140118228631077,1.0936545822045294
2020-09-20,1.023874462503288,1.0907667247454753
2020-09-21,1.033239764384651,1.1002559930460742
2020-09-22,1.0489286615234366,1.1097628470968477
2020-09-23,1.089454189064004,1.1183927228015216
2020-09-24,1.1229265012729543,1.1224979137706506
2020-09-25,1.13257872213432,1.1224371147833938
2020-09-26,1.0999267852843864,1.1209984366773396
2020-09-27,1.019026033350331,1.1239876397167057
2020-09-28,1.0276524852792133,1.1388773864629926
2020-09-29,1.053197664800208,1.1546556378430881
2020-09-30,1.10637742984517,1.1690483627288617
2020-10-01,1.1448455661206132,1.1779387975392295
2020-10-02,1.162185388745592,1.1826333696965903
2020-10-03,1.128229763791811,1.1855340994812558
2020-10-04,1.0491216198617712,1.1936632342708067
2020-10-05,1.0652007727365869,1.2141677607100998
2020-10-06,1.1372810056216345,1.2353000661431974
2020-10-07,1.2165424512356506,1.2492049503956417
2020-10-08,1.2588501535425196,1.2538384193127952
2020-10-09,1.2861862323809217,1.2531274597912743
2020-10-10,1.2405775423007106,1.2484377759283505
2020-10-11,1.1619395193842792,1.2495528206778912
2020-10-12,1.1728918561998123,1.261981554507616
2020-10-13,1.2114719665173037,1.2746197285164629
2020-10-14,1.2833350771358019,1.2835778058202751
2020-10-15,1.325781935186352,1.2836122390646296
2020-10-16,1.3376832764208804,1.2776300888541172
2020-10-17,1.2853909675704913,1.269111004732489
2020-10-18,1.2022522822182005,1.2668015457589792
2020-10-19,1.201944353585524,1.2759584386463336
2020-10-20,1.257077064874475,1.2864580014899778
2020-10-21,1.3318970143118034,1.2906259512815093
2020-10-22,1.3799314282936934,1.2847712802475493
2020-10-23,1.3913420831674972,1.271271958411711
2020-10-24,1.3475036010075034,1.2542389326101786
2020-10-25,1.2662175634651434,1.2410085015898558
2020-10-26,1.2595585143495673,1.2374323697066953
2020-10-27,1.2914045486262236,1.2342935773271837
2020-10-28,1.333771621200271,1.226191873013428
2020-10-29,1.3477193782852765,1.2109307193308128
2020-10-30,1.3389395464286202,1.1915260192685175
2020-10-31,1.2786885264149133,1.1706140862067345
2020-11-01,1.202160870282031,1.1552827560170125
2020-11-02,1.1854423914029235,1.1486326743965654
2020-11-03,1.2028577884706202,1.143410885372929
2020-11-04,1.2206007739292206,1.1349778081495678
2020-11-05,1.2299644230859106,1.1228314212919306
2020-11-06,1.2230125898792454,1.1076336425983215
2020-11-07,1.1737419217771046,1.0912661024630315
2020-11-08,1.0965824539591453,1.0795661666027463
2020-11-09,1.0826024806920052,1.0771522533818068
2020-11-10,1.0986209608877016,1.0763790896777827
2020-11-11,1.1270554718707997,1.0732238804451493
2020-11-12,1.1448463293994258,1.0655873856255127
2020-11-13,1.13782875787346,1.054343792458194
2020-11-14,1.0935677578081604,1.0425007001581692
2020-11-15,1.0153833277196722,1.0352563792887624
2020-11-16,1.001154442697794,1.0380755501759416
2020-11-17,1.0345637936683383,1.0433131409386358
2020-11-18,1.0774769327265823,1.0445543144454064
2020-11-19,1.1009010236548424,1.0398839452942306
2020-11-20,1.10308008357351,1.0312281246047434
2020-11-21,1.0552557491801324,1.0210352787699042
2020-11-22,0.9811647861130566,1.0161807976354544
2020-11-23,0.9739984544611678,1.0211481334231107
2020-11-24,1.001667749176281,1.027836738935316
2020-11-25,1.0376462795361974,1.031549045211938
2020-11-26,1.064356442209342,1.0306840977508245
2020-11-27,1.0617160894999371,1.0259073732065087
2020-11-28,1.0237296734351278,1.020827585126116
2020-11-29,0.9554918477997137,1.020415897829661
2020-11-30,0.9412141810288457,1.0296259575472575
2020-12-01,0.9792888465523438,1.042167962260423
2020-12-02,1.0346520549595029,1.0510879296745623
2020-12-03,1.0749189242895039,1.0534195061484084
2020-12-04,1.0820818306289453,1.050369620553136
2020-12-05,1.0433532139249577,1.0458709586791395
2020-12-06,0.9798734138597607,1.0462281233897357
2020-12-07,0.9802024922862783,1.0556411350092043
2020-12-08,1.026702600162657,1.066342784154199
2020-12-09,1.0860039959142886,1.071966100346122
2020-12-10,1.1247057265588858,1.069974698755609
2020-12-11,1.1348169201643605,1.062210610806057
2020-12-12,1.1006089793970557,1.051910753592038
2020-12-13,1.0313751932116217,1.0450024727993528
2020-12-14,1.0207827042830655,1.0469356248244266
2020-12-15,1.0598755799279596,1.0506456515381697
