Country/Region,Date,R,se_R,days_infectious,ci_95_u,ci_95_l,ci_65_u,ci_65_l
Germany,2020-03-03,4.28703007518797,0.0,7,4.28703007518797,4.28703007518797,4.28703007518797,4.28703007518797
Germany,2020-03-04,3.2588904095743834,1.847101676895333e-06,7,3.258894029827146,3.258886789321621,3.25889213585583,3.2588886832929367
Germany,2020-03-05,2.3988886356764985,0.0,7,2.3988886356764985,2.3988886356764985,2.3988886356764985,2.3988886356764985
Germany,2020-03-06,2.5592498237623795,1.847101676895333e-06,7,2.559253444015142,2.559246203509617,2.559251550043826,2.559248097480933
Germany,2020-03-07,2.3664451199689793,1.847101676895333e-06,7,2.366448740221742,2.366441499716217,2.366446846250426,2.3664433936875326
Germany,2020-03-08,2.3366650410565875,1.847101676895333e-06,7,2.33666866130935,2.336661420803825,2.336666767338034,2.3366633147751408
Germany,2020-03-09,2.527562994431121,1.847101676895333e-06,7,2.5275666146838836,2.5275593741783586,2.5275647207125678,2.5275612681496744
Germany,2020-03-10,2.3108221173999595,1.847101676895333e-06,7,2.310825737652722,2.310818497147197,2.310823843681406,2.310820391118513
Germany,2020-03-11,2.1689298545647175,1.847101676895333e-06,7,2.16893347481748,2.168926234311955,2.168931580846164,2.168928128283271
Germany,2020-03-12,1.8992335371431561,1.847101676895333e-06,7,1.8992371573959186,1.8992299168903937,1.8992352634246028,1.8992318108617094
Germany,2020-03-13,1.853853975407398,1.847101676895333e-06,7,1.8538575956601604,1.8538503551546355,1.8538557016888446,1.8538522491259513
Germany,2020-03-14,1.6111140733463547,1.847101676895333e-06,7,1.6111176935991172,1.6111104530935922,1.6111157996278014,1.611112347064908
Germany,2020-03-15,1.500968520793979,1.847101676895333e-06,7,1.5009721410467414,1.5009649005412165,1.5009702470754256,1.5009667945125322
Germany,2020-03-16,1.631856437618503,1.847101676895333e-06,7,1.6318600578712654,1.6318528173657405,1.6318581638999496,1.6318547113370563
Germany,2020-03-17,1.3341499541290074,1.847101676895333e-06,7,1.3341535743817698,1.334146333876245,1.334151680410454,1.3341482278475607
Germany,2020-03-18,1.2699475684971304,1.847101676895333e-06,7,1.2699511887498929,1.269943948244368,1.269949294778577,1.2699458422156837
Germany,2020-03-19,1.1375723698609852,1.847101676895333e-06,7,1.1375759901137477,1.1375687496082227,1.1375740961424319,1.1375706435795385
Germany,2020-03-20,1.1938391653672518,1.847101676895333e-06,7,1.1938427856200142,1.1938355451144893,1.1938408916486984,1.193837439085805
Germany,2020-03-21,1.0458151883593452,1.847101676895333e-06,7,1.0458188086121076,1.0458115681065827,1.0458169146407919,1.0458134620778985
Germany,2020-03-22,0.961083982410566,1.847101676895333e-06,7,0.9610876026633285,0.9610803621578036,0.9610857086920128,0.9610822561291192
Germany,2020-03-23,1.134816342740974,1.847101676895333e-06,7,1.1348199629937366,1.1348127224882116,1.1348180690224208,1.1348146164595274
Germany,2020-03-24,0.9802336243218484,1.847101676895333e-06,7,0.9802372445746108,0.9802300040690859,0.9802353506032951,0.9802318980404016
Germany,2020-03-25,1.0246859702167672,1.847101676895333e-06,7,1.0246895904695297,1.0246823499640048,1.024687696498214,1.0246842439353205
Germany,2020-03-26,0.9701265632103193,1.847101676895333e-06,7,0.9701301834630818,0.9701229429575569,0.9701282894917661,0.9701248369288725
Germany,2020-03-27,0.9893299477670852,1.847101676895333e-06,7,0.9893335680198476,0.9893263275143227,0.989331674048532,0.9893282214856384
Germany,2020-03-28,0.9621525292931783,1.847101676895333e-06,7,0.9621561495459408,0.9621489090404158,0.9621542555746251,0.9621508030117315
Germany,2020-03-29,0.8895652708101082,1.847101676895333e-06,7,0.8895688910628706,0.8895616505573457,0.889566997091555,0.8895635445286614
Germany,2020-03-30,1.0471002819245425,1.847101676895333e-06,7,1.047103902177305,1.04709666167178,1.0471020082059892,1.0470985556430958
Germany,2020-03-31,0.9364384751962306,1.847101676895333e-06,7,0.936442095448993,0.9364348549434681,0.9364402014776774,0.9364367489147838
Germany,2020-04-01,1.0043639213877877,1.847101676895333e-06,7,1.0043675416405502,1.0043603011350253,1.0043656476692344,1.004362195106341
Germany,2020-04-02,0.963217447146473,1.847101676895333e-06,7,0.9632210673992354,0.9632138268937105,0.9632191734279197,0.9632157208650262
Germany,2020-04-03,0.968923920669955,1.847101676895333e-06,7,0.9689275409227175,0.9689203004171926,0.9689256469514018,0.9689221943885082
Germany,2020-04-04,0.8785228431561747,1.847101676895333e-06,7,0.8785264634089371,0.8785192229034122,0.8785245694376215,0.8785211168747279
Germany,2020-04-05,0.8508576136916064,1.847101676895333e-06,7,0.8508612339443689,0.8508539934388439,0.8508593399730532,0.8508558874101596
Germany,2020-04-06,0.9572140841008709,1.847101676895333e-06,7,0.9572177043536334,0.9572104638481085,0.9572158103823177,0.9572123578194242
Germany,2020-04-07,0.9217645923150838,1.847101676895333e-06,7,0.9217682125678462,0.9217609720623213,0.9217663185965306,0.921762866033637
Germany,2020-04-08,0.9048881313867858,1.847101676895333e-06,7,0.9048917516395483,0.9048845111340234,0.9048898576682326,0.904886405105339
Germany,2020-04-09,0.8904782545258558,1.847101676895333e-06,7,0.8904818747786183,0.8904746342730934,0.8904799808073026,0.890476528244409
Germany,2020-04-10,0.8453521052658525,1.847101676895333e-06,7,0.8453557255186149,0.84534848501309,0.8453538315472993,0.8453503789844057
Germany,2020-04-11,0.8114122633493217,1.847101676895333e-06,7,0.8114158836020842,0.8114086430965592,0.8114139896307685,0.8114105370678749
Germany,2020-04-12,0.8185061049916411,1.847101676895333e-06,7,0.8185097252444036,0.8185024847388787,0.8185078312730879,0.8185043787101943
Germany,2020-04-13,0.8245045094467772,1.847101676895333e-06,7,0.8245081296995397,0.8245008891940148,0.824506235728224,0.8245027831653304
Germany,2020-04-14,0.854134576626973,1.847101676895333e-06,7,0.8541381968797355,0.8541309563742105,0.8541363029084198,0.8541328503455262
Germany,2020-04-15,0.8673321567619111,1.847101676895333e-06,7,0.8673357770146736,0.8673285365091487,0.8673338830433579,0.8673304304804643
Germany,2020-04-16,0.8433329477174903,1.847101676895333e-06,7,0.8433365679702528,0.8433293274647279,0.8433346739989371,0.8433312214360436
Germany,2020-04-17,0.8363294238754004,1.847101676895333e-06,7,0.8363330441281629,0.836325803622638,0.8363311501568472,0.8363276975939536
Germany,2020-04-18,0.8062758220507781,1.847101676895333e-06,7,0.8062794423035405,0.8062722017980156,0.8062775483322249,0.8062740957693313
Germany,2020-04-19,0.7954271217237381,1.847101676895333e-06,7,0.7954307419765005,0.7954235014709756,0.7954288480051849,0.7954253954422913
Germany,2020-04-20,0.8812657490776287,1.847101676895333e-06,7,0.8812693693303911,0.8812621288248662,0.8812674753590755,0.8812640227961819
Germany,2020-04-21,0.8356554953855936,1.847101676895333e-06,7,0.835659115638356,0.8356518751328311,0.8356572216670404,0.8356537691041468
Germany,2020-04-22,0.836912853943053,1.847101676895333e-06,7,0.8369164741958155,0.8369092336902906,0.8369145802244998,0.8369111276616062
Germany,2020-04-23,0.8464652044285286,1.847101676895333e-06,7,0.846468824681291,0.8464615841757661,0.8464669307099754,0.8464634781470818
Germany,2020-04-24,0.8262803828794762,1.847101676895333e-06,7,0.8262840031322387,0.8262767626267138,0.826282109160923,0.8262786565980295
Germany,2020-04-25,0.8001456545915168,1.847101676895333e-06,7,0.8001492748442792,0.8001420343387543,0.8001473808729636,0.80014392831007
Germany,2020-04-26,0.7845756712327199,1.847101676895333e-06,7,0.7845792914854823,0.7845720509799574,0.7845773975141667,0.7845739449512731
Germany,2020-04-27,0.8725195112158275,1.847101676895333e-06,7,0.87252313146859,0.872515890963065,0.8725212374972743,0.8725177849343807
Germany,2020-04-28,0.8291206632505053,1.847101676895333e-06,7,0.8291242835032677,0.8291170429977428,0.829122389531952,0.8291189369690585
Germany,2020-04-29,0.8171467753134739,1.847101676895333e-06,7,0.8171503955662364,0.8171431550607114,0.8171485015949207,0.8171450490320271
Germany,2020-04-30,0.863105602318826,1.847101676895333e-06,7,0.8631092225715885,0.8631019820660636,0.8631073286002728,0.8631038760373793
Germany,2020-05-01,0.8277275732735058,1.847101676895333e-06,7,0.8277311935262682,0.8277239530207433,0.8277292995549526,0.827725846992059
Germany,2020-05-02,0.8119017233140288,1.847101676895333e-06,7,0.8119053435667912,0.8118981030612663,0.8119034495954756,0.811899997032582
Germany,2020-05-03,0.8363869898398992,1.847101676895333e-06,7,0.8363906100926617,0.8363833695871368,0.836388716121346,0.8363852635584524
Germany,2020-05-04,0.9187716735258364,1.847101676895333e-06,7,0.9187752937785989,0.918768053273074,0.9187733998072832,0.9187699472443897
Germany,2020-05-05,0.8914324647675591,1.847101676895333e-06,7,0.8914360850203216,0.8914288445147966,0.8914341910490059,0.8914307384861123
Germany,2020-05-06,0.8676046049725631,1.847101676895333e-06,7,0.8676082252253255,0.8676009847198006,0.8676063312540099,0.8676028786911163
Germany,2020-05-07,0.861402663937873,1.847101676895333e-06,7,0.8614062841906355,0.8613990436851106,0.8614043902193198,0.8614009376564262
Germany,2020-05-08,0.8620355810901501,1.847101676895333e-06,7,0.8620392013429126,0.8620319608373876,0.8620373073715969,0.8620338548087033
Germany,2020-05-09,0.8199770405076183,1.847101676895333e-06,7,0.8199806607603808,0.8199734202548559,0.8199787667890651,0.8199753142261715
Germany,2020-05-10,0.8230125422468663,1.847101676895333e-06,7,0.8230161624996287,0.8230089219941038,0.823014268528313,0.8230108159654195
Germany,2020-05-11,0.9106346491008989,1.847101676895333e-06,7,0.9106382693536613,0.9106310288481364,0.9106363753823457,0.9106329228194521
Germany,2020-05-12,0.892009569493182,1.847101676895333e-06,7,0.8920131897459445,0.8920059492404195,0.8920112957746288,0.8920078432117352
Germany,2020-05-13,0.8829904886147331,1.847101676895333e-06,7,0.8829941088674955,0.8829868683619706,0.8829922148961799,0.8829887623332863
Germany,2020-05-14,0.8538105343104652,1.847101676895333e-06,7,0.8538141545632276,0.8538069140577027,0.853812260591912,0.8538088080290184
Germany,2020-05-15,0.9783899985267822,1.847101676895333e-06,7,0.9783936187795447,0.9783863782740198,0.978391724808229,0.9783882722453354
Germany,2020-05-16,0.8951015389344626,1.847101676895333e-06,7,0.8951051591872251,0.8950979186817002,0.8951032652159094,0.8950998126530159
Germany,2020-05-17,0.8185357003116939,1.847101676895333e-06,7,0.8185393205644563,0.8185320800589314,0.8185374265931407,0.8185339740302471
Germany,2020-05-18,0.9733847905632868,1.847101676895333e-06,7,0.9733884108160492,0.9733811703105243,0.9733865168447335,0.97338306428184
Germany,2020-05-19,0.8579859722106218,1.847101676895333e-06,7,0.8579895924633842,0.8579823519578593,0.8579876984920686,0.857984245929175
Germany,2020-05-20,0.9531153307729655,1.847101676895333e-06,7,0.953118951025728,0.953111710520203,0.9531170570544123,0.9531136044915187
Germany,2020-05-21,0.8135046336433633,1.847101676895333e-06,7,0.8135082538961258,0.8135010133906009,0.8135063599248101,0.8135029073619165
Germany,2020-05-22,0.8296359461896584,1.847101676895333e-06,7,0.8296395664424209,0.829632325936896,0.8296376724711052,0.8296342199082116
Germany,2020-05-23,0.8271304883861123,1.847101676895333e-06,7,0.8271341086388747,0.8271268681333498,0.827132214667559,0.8271287621046655
Germany,2020-05-24,0.8492514474036981,1.847101676895333e-06,7,0.8492550676564605,0.8492478271509356,0.8492531736851449,0.8492497211222513
Germany,2020-05-25,0.9643426158981404,1.847101676895333e-06,7,0.9643462361509029,0.964338995645378,0.9643443421795872,0.9643408896166936
Germany,2020-05-26,0.9350437135288063,1.847101676895333e-06,7,0.9350473337815688,0.9350400932760439,0.9350454398102531,0.9350419872473595
Germany,2020-05-27,0.963286631559654,1.847101676895333e-06,7,0.9632902518124165,0.9632830113068915,0.9632883578411008,0.9632849052782072
Germany,2020-05-28,0.8874374362622539,1.847101676895333e-06,7,0.8874410565150164,0.8874338160094914,0.8874391625437007,0.8874357099808071
Germany,2020-05-29,0.866394767691992,1.847101676895333e-06,7,0.8663983879447544,0.8663911474392295,0.8663964939734388,0.8663930414105452
Germany,2020-05-30,0.8172639595453359,1.847101676895333e-06,7,0.8172675797980984,0.8172603392925735,0.8172656858267827,0.8172622332638891
Germany,2020-05-31,0.8085873909356752,1.847101676895333e-06,7,0.8085910111884377,0.8085837706829128,0.808589117217122,0.8085856646542284
Germany,2020-06-01,0.9002437554196198,1.847101676895333e-06,7,0.9002473756723822,0.9002401351668573,0.9002454817010666,0.900242029138173
Germany,2020-06-02,1.0580836621884533,1.847101676895333e-06,7,1.0580872824412157,1.0580800419356908,1.0580853884699,1.0580819359070066
Germany,2020-06-03,0.9989545592057616,1.847101676895333e-06,7,0.998958179458524,0.9989509389529991,0.9989562854872084,0.9989528329243148
