Country/Region,Date,R,se_R,days_infectious,ci_95_u,ci_95_l,ci_50_u,ci_50_l
Germany,2020-03-11,2.1245569642193867,0.16644231857679337,4,2.4507779141332438,1.7983360143055296,2.236820602098305,2.0122933263404685
Germany,2020-03-12,2.108251776706734,0.15725400943213563,4,2.416463971618242,1.8000395817952264,2.2143179942459477,2.0021855591675206
Germany,2020-03-13,2.0791047513742957,0.14979230620138947,4,2.372692276690215,1.7855172260583765,2.180138126565366,1.9780713761832256
Germany,2020-03-14,2.0325784010817753,0.14378064822380454,4,2.314383293274255,1.7507735088892955,2.12955697458528,1.9355998275782706
Germany,2020-03-15,1.988850013072038,0.13897257370110488,4,2.2612312523650417,1.716468773779034,2.082585589591803,1.8951144365522732
Germany,2020-03-16,1.960331388736828,0.135152261868601,4,2.225224954428412,1.695437823045244,2.051490204083016,1.86917257339064
Germany,2020-03-17,1.9223855620380461,0.1321341259002356,4,2.181363689931189,1.6634074341449032,2.011508675608874,1.8332624484672186
Germany,2020-03-18,1.8676606153315252,0.1297613534795374,4,2.1219881947365895,1.6133330359264606,1.9551833182250438,1.7801379124380066
Germany,2020-03-19,1.8028241723146166,0.12790356079954038,4,2.053510544976145,1.5521377996530883,1.889093813087488,1.7165545315417452
Germany,2020-03-20,1.7329356438287835,0.12645386608668888,4,1.9807806670645447,1.4850906205930223,1.818227480376923,1.647643807280644
Germany,2020-03-21,1.6638971510516178,0.1253257106937527,4,1.9095310303482593,1.4182632717549764,1.7484280583505936,1.5793662437526421
Germany,2020-03-22,1.6035241015454584,0.12444970247248494,4,1.8474410362782543,1.3596071668126626,1.6874641502781016,1.5195840528128153
Germany,2020-03-23,1.5591328213347926,0.12377067259218547,4,1.801718881957775,1.3165467607118102,1.6426148713730968,1.4756507712964884
Germany,2020-03-24,1.5179460104331213,0.12324505468488471,4,1.7595018788881647,1.2763901419780779,1.6010735365804316,1.434818484285811
Germany,2020-03-25,1.4729351476327581,0.12283862971463498,4,1.7136944377836945,1.2321758574818218,1.5557885443034112,1.390081750962105
Germany,2020-03-26,1.4229033184052509,0.12252463516744604,4,1.663047190552355,1.1827594462581468,1.5055449289722076,1.3402617078382941
Germany,2020-03-27,1.370586705045732,0.12228221065285957,4,1.610255433875277,1.1309179762161872,1.453064802762404,1.2881086073290602
Germany,2020-03-28,1.3177268847874843,0.12209513917071485,4,1.5570289602494911,1.0784248093254776,1.4000788047068957,1.235374964868073
Germany,2020-03-29,1.271118871925978,0.12195083950443208,4,1.5101381252390893,1.0320996186128668,1.353373463199525,1.1888642806524312
Germany,2020-03-30,1.2370571734295992,0.12183956675580876,4,1.475858336162948,0.9982560106962504,1.3192367123747235,1.154877634484475
Germany,2020-03-31,1.2084546422581703,0.12175378233078099,4,1.4470876706080302,0.9698216139083105,1.2905763204878868,1.1263329640284538
Germany,2020-04-01,1.1751258553223876,0.12168766005355508,4,1.413629286390309,0.9366224242544662,1.2572029347538556,1.0930487758909195
Germany,2020-04-02,1.138114054391348,0.12163670055261663,4,1.3765176066727598,0.8997105021099361,1.220156762161758,1.056071346620938
Germany,2020-04-03,1.0978322818354955,0.1215974311151023,4,1.3361588674336862,0.8595056962373049,1.179848502772806,1.015816060898185
Germany,2020-04-04,1.0563488046416147,0.12156717262326212,4,1.294616084685572,0.8180815245976574,1.1383446165363227,0.9743529927469067
Germany,2020-04-05,1.0210447966062375,0.1215438589126597,4,1.2592663826170682,0.7828232105954068,1.103024883642105,0.9390647095703698
Germany,2020-04-06,0.9974036865146749,0.12152589695923482,4,1.2355900677437008,0.759217305285649,1.079371658397064,0.9154357146322859
Germany,2020-04-07,0.9781440725133989,0.12151205878495468,4,1.216303331419224,0.7399848136075738,1.0601027106890746,0.8961854343377231
Germany,2020-04-08,0.9545607340201517,0.12150139795637575,4,1.1926990980859167,0.7164223699543868,1.0365121815762224,0.8726092864640811
Germany,2020-04-09,0.9271947421202356,0.12149318512260303,4,1.165317009327595,0.6890724749128762,1.0091406502041065,0.8452488340363647
Germany,2020-04-10,0.8980616775577164,0.12148685827620459,4,1.1361715443739993,0.6599518107414336,0.9800033182485404,0.8161200368668924
Germany,2020-04-11,0.873649593588045,0.12148198438912432,4,1.1117499077611857,0.6355492794149042,0.9555879468919897,0.7917112402841002
Germany,2020-04-12,0.8543148753270853,0.12147822983095415,4,1.0924078307014347,0.6162219199527359,0.9362506962200278,0.7723790544341428
Germany,2020-04-13,0.8438890771834764,0.12147533756429447,4,1.0819763638193391,0.6058017905476136,0.925822947272202,0.7619552070947507
Germany,2020-04-14,0.8423648256360303,0.12147310956768151,4,1.080447745478774,0.6042819057932867,0.9242971929638771,0.7604324583081835
Germany,2020-04-15,0.8419603119888075,0.12147139328959355,4,1.0800398679883112,0.6038807559893038,0.9238915217046755,0.7600291022729395
Germany,2020-04-16,0.8355745800855499,0.12147007121015868,4,1.0736515448569766,0.5974976153141232,0.91750489807239,0.7536442620987097
Germany,2020-04-17,0.823561699594745,0.12146905279826242,4,1.0616366683155336,0.5854867308739564,0.9054913306731996,0.7416320685162904
Germany,2020-04-18,0.8087544318899916,0.12146826831475971,4,1.0468278630513685,0.5706810007286148,0.8906835338423645,0.7268253299376187
Germany,2020-04-19,0.7974651124387466,0.12146766403830771,4,1.0355373592400408,0.5593928656374524,0.8793938068128464,0.7155364180646469
Germany,2020-04-20,0.7936130807796941,0.12146719858739656,4,1.031684415313966,0.5555417462454223,0.875541461211925,0.7116847003474631
Germany,2020-04-21,0.7927447854567987,0.12146684008701002,4,1.0308154173432245,0.554674153570373,0.8746729240841935,0.7108166468294039
Germany,2020-04-22,0.7894032946552036,0.12146656398606367,4,1.0274733853937184,0.5513332039166888,0.8713312470553402,0.7074753422550671
Germany,2020-04-23,0.7813136061151987,0.12146635137626013,4,1.0193832801461558,0.5432439320842417,0.8632414151122019,0.6993857971181956
Germany,2020-04-24,0.77132557358205,0.12146618769729349,4,1.0093949268081275,0.5332562203559725,0.8532532721792678,0.6893978749848322
