Date,R,lb_95,ub_95
2020-03-02,2.890461983209986,2.474413151798738,3.30835884078408
2020-03-03,2.920475825299746,2.5259052188888296,3.315351286920291
2020-03-04,2.974386001364135,2.5958506070076757,3.3558973131350576
2020-03-05,3.0288517702208244,2.6565639352175854,3.4139019371522257
2020-03-06,2.9799097143510482,2.6253286412956403,3.3426167140868563
2020-03-07,2.923932628326323,2.5807357525394914,3.269702055193616
2020-03-08,2.894329221862745,2.561740268664172,3.235558417486888
2020-03-09,2.8653116780787684,2.536269373492826,3.1969743869733165
2020-03-10,2.8708079766910197,2.544533049201403,3.202819531808373
2020-03-11,2.883755621406035,2.558757271849655,3.220971098928217
2020-03-12,2.8855318410485182,2.557112284373786,3.2266400578246794
2020-03-13,2.931776282626953,2.5893249810053023,3.2930458443468273
2020-03-14,2.8432981632115535,2.512801368811171,3.1950644525664056
2020-03-15,2.765641637206669,2.441227548022047,3.104690432609971
2020-03-16,2.691707634020677,2.3750272748200043,3.0297253858668247
2020-03-17,2.619175468416171,2.3010537899165,2.9493219988926453
2020-03-18,2.5416305931932173,2.226627458658843,2.8676912844289073
2020-03-19,2.442885365165403,2.131911630541899,2.7619598902615037
2020-03-20,2.3427476415106323,2.0341452127427164,2.6549957953546337
2020-03-21,2.2247819528446686,1.9197159748423123,2.531252825313299
2020-03-22,2.128443856371505,1.819269092872205,2.43247974016231
2020-03-23,2.0493102879515903,1.7424112443189093,2.3559325451687254
2020-03-24,1.971000446975125,1.6638569540539225,2.2748914982324946
2020-03-25,1.899642193477759,1.593106341712339,2.203709827116473
2020-03-26,1.8323984549556562,1.5249420989270412,2.139372631658126
2020-03-27,1.7538267633723117,1.4463117576041267,2.061204555927878
2020-03-28,1.669755584115601,1.3598908605116855,1.975744881026004
2020-03-29,1.582962696538925,1.2734533734161433,1.8879816515354828
2020-03-30,1.5086269593355826,1.1953806478991278,1.8152307979034248
2020-03-31,1.442609450657358,1.1297985793196132,1.7494028161819588
2020-04-01,1.3839128394373241,1.0690219366999876,1.6868757169025455
2020-04-02,1.3257161001182916,1.0098553898532479,1.6308940384137638
2020-04-03,1.2642508883696082,0.9483204471963576,1.5715807262480084
2020-04-04,1.2013954688589323,0.8836374182949217,1.5123676818608784
2020-04-05,1.1450784307765536,0.8281385325495126,1.4561766455429186
2020-04-06,1.0962563081923555,0.7793785429095921,1.4024121824270752
2020-04-07,1.0575848534602346,0.7405489401798976,1.366160391566165
2020-04-08,1.021676920721648,0.7095504704495734,1.3324766695774
2020-04-09,0.981438961025835,0.6633142272409758,1.289831383717103
2020-04-10,0.9409113679219694,0.6246575154857732,1.2485572516605923
2020-04-11,0.9026990929184205,0.5843172349695968,1.213235325669796
2020-04-12,0.8708363820197214,0.5488741287982095,1.1800151160267993
2020-04-13,0.8437069029533237,0.5218246298204438,1.1509402107546574
2020-04-14,0.8233720594886358,0.5050424682334401,1.1316831452033147
2020-04-15,0.8139997766133633,0.4985181572395567,1.1212782609235519
2020-04-16,0.8009688770184324,0.4862441792656267,1.1103839778628575
2020-04-17,0.7879677979966814,0.4723026936870155,1.0967523039139193
2020-04-18,0.7669931881028235,0.45004019341675816,1.0797122580099077
2020-04-19,0.7512549419768045,0.43397315195585606,1.0605267954505093
2020-04-20,0.7397788897843245,0.42522504344630685,1.046806780362705
2020-04-21,0.7298082390482485,0.41284433406674814,1.0358516311443713
2020-04-22,0.7279458499790337,0.4104259089488228,1.0368141670077684
2020-04-23,0.7211912397054254,0.4069893585001918,1.0263477522614664
2020-04-24,0.7108800189396113,0.39657679788245337,1.0192131807643596
2020-04-25,0.6985397236205707,0.38131594935923585,1.0062187570791796
2020-04-26,0.6888046338195091,0.37536941691527037,0.9959520345434087
2020-04-27,0.6829184220713931,0.36589633012197786,0.991146589487697
2020-04-28,0.6816226100990477,0.3664967107762832,0.993074455043952
2020-04-29,0.682815239381966,0.36567279904342853,0.9907365396323453
2020-04-30,0.6797467279033658,0.3638078336820503,0.9868242780682552
2020-05-01,0.6750979129892105,0.36338845086647975,0.9829374958979373
2020-05-02,0.6722574486950992,0.35660999692462636,0.9831485371300767
2020-05-03,0.6718324966610252,0.36041421371639404,0.9818397607263172
2020-05-04,0.6761780174254649,0.3637757301141703,0.9888293648781842
2020-05-05,0.6889075499446673,0.3815345764574851,0.9984889227221116
2020-05-06,0.7020928409217905,0.39704452227244147,1.0104920620746296
2020-05-07,0.710410946759648,0.40499354200561444,1.0156749093929511
2020-05-08,0.7113504643080361,0.4034544598388967,1.0156099433212415
2020-05-09,0.7070727977919771,0.3976935516676573,1.013188798073346
2020-05-10,0.7047076563742191,0.3938440160988569,1.0158274804465877
2020-05-11,0.7083764196526723,0.39652490217479697,1.0172661220810766
2020-05-12,0.7130813631405046,0.4026422493031856,1.0169032505440527
2020-05-13,0.720534849577803,0.4101126497049251,1.0252018580629438
2020-05-14,0.7229065233267792,0.4169767153184497,1.0305174909241825
2020-05-15,0.7314863681860733,0.4197097853561289,1.0438965832282165
2020-05-16,0.7371500692362835,0.4316875945326516,1.0441158841291664
2020-05-17,0.7466719794426996,0.43973695450435923,1.0584277087410408
2020-05-18,0.7556958539421497,0.4494831562267687,1.0666015532258997
2020-05-19,0.7755639885211763,0.4655703345883965,1.086793505290103
2020-05-20,0.7742376371673876,0.4652883251691844,1.0848564243633745
2020-05-21,0.7694064534792877,0.45990017217247536,1.079371042792152
2020-05-22,0.7654546954190327,0.45946358169015467,1.0737111712951553
2020-05-23,0.757932136186297,0.4477340628390407,1.066324186839952
