Country/Region,Date,R,se_R,days_infectious,ci_95_u,ci_95_l,ci_50_u,ci_50_l
Germany,2020-03-04,3.936080586080586,0.0,7,3.936080586080586,3.936080586080586,3.936080586080586,3.936080586080586
Germany,2020-03-05,2.68961741005416,6.098513984495912e-06,7,2.689629362921929,2.689605457186391,2.689621523439334,2.6896132966689863
Germany,2020-03-06,1.9674652298329143,0.0,7,1.9674652298329143,1.9674652298329143,1.9674652298329143,1.9674652298329143
Germany,2020-03-07,1.3779483445148117,6.098513984495912e-06,7,1.3779602973825806,1.3779363916470428,1.3779524578999858,1.3779442311296377
Germany,2020-03-08,1.072600151585867,6.098513984495912e-06,7,1.0726121044536359,1.072588198718098,1.072604264971041,1.072596038200693
Germany,2020-03-09,2.298911058253835,6.098513984495912e-06,7,2.298923011121604,2.298899105386066,2.298915171639009,2.298906944868661
Germany,2020-03-10,2.7789162666504037,6.098513984495912e-06,7,2.7789282195181726,2.778904313782635,2.7789203800355775,2.77891215326523
Germany,2020-03-11,2.382904035963871,6.098513984495912e-06,7,2.38291598883164,2.382892083096102,2.3829081493490447,2.382899922578697
Germany,2020-03-12,2.2715254795470523,6.098513984495912e-06,7,2.271537432414821,2.2715135266792834,2.271529592932226,2.2715213661618785
Germany,2020-03-13,2.4030646855275313,6.098513984495912e-06,7,2.4030766383953,2.4030527326597624,2.403068798912705,2.4030605721423575
Germany,2020-03-14,1.7151898271642732,6.098513984495912e-06,7,1.715201780032042,1.7151778742965043,1.7151939405494472,1.7151857137790991
Germany,2020-03-15,1.2545808590901484,6.098513984495912e-06,7,1.2545928119579173,1.2545689062223795,1.2545849724753224,1.2545767457049743
Germany,2020-03-16,1.955521128835765,6.098513984495912e-06,7,1.955533081703534,1.9555091759679961,1.955525242220939,1.955517015450591
Germany,2020-03-17,2.1876020844955644,6.098513984495912e-06,7,2.1876140373633333,2.1875901316277955,2.187606197880738,2.1875979711103906
Germany,2020-03-18,1.9853729717683457,6.098513984495912e-06,7,1.9853849246361146,1.9853610189005768,1.9853770851535197,1.9853688583831717
Germany,2020-03-19,1.7917685295134111,6.098513984495912e-06,7,1.79178048238118,1.7917565766456423,1.7917726428985852,1.7917644161282371
Germany,2020-03-20,1.5538588876570787,6.098513984495912e-06,7,1.5538708405248476,1.5538469347893098,1.5538630010422527,1.5538547742719047
Germany,2020-03-21,1.2530773991257185,6.098513984495912e-06,7,1.2530893519934874,1.2530654462579496,1.2530815125108925,1.2530732857405444
Germany,2020-03-22,0.9763093996909978,6.098513984495912e-06,7,0.9763213525587666,0.976297446823229,0.9763135130761718,0.9763052863058239
Germany,2020-03-23,1.2832137779504058,6.098513984495912e-06,7,1.2832257308181747,1.283201825082637,1.2832178913355798,1.2832096645652318
Germany,2020-03-24,1.4514426641032967,6.098513984495912e-06,7,1.4514546169710656,1.4514307112355278,1.4514467774884707,1.4514385507181227
Germany,2020-03-25,1.475683640695601,6.098513984495912e-06,7,1.47569559356337,1.4756716878278322,1.4756877540807751,1.475679527310427
Germany,2020-03-26,1.3860798445954667,6.098513984495912e-06,7,1.3860917974632356,1.3860678917276978,1.3860839579806408,1.3860757312102927
Germany,2020-03-27,1.3098616646410797,6.098513984495912e-06,7,1.3098736175088486,1.3098497117733108,1.3098657780262537,1.3098575512559056
Germany,2020-03-28,1.0868793292714753,6.098513984495912e-06,7,1.0868912821392442,1.0868673764037065,1.0868834426566494,1.0868752158863013
Germany,2020-03-29,0.8757333163049051,6.098513984495912e-06,7,0.8757452691726739,0.8757213634371364,0.8757374296900791,0.8757292029197312
Germany,2020-03-30,1.0203378303712864,6.098513984495912e-06,7,1.0203497832390553,1.0203258775035176,1.0203419437564605,1.0203337169861124
Germany,2020-03-31,1.2496938611138477,6.098513984495912e-06,7,1.2497058139816166,1.2496819082460788,1.2496979744990218,1.2496897477286737
Germany,2020-04-01,1.2247590894682236,6.098513984495912e-06,7,1.2247710423359925,1.2247471366004548,1.2247632028533977,1.2247549760830496
Germany,2020-04-02,1.2062487496569998,6.098513984495912e-06,7,1.2062607025247687,1.206236796789231,1.2062528630421738,1.2062446362718258
Germany,2020-04-03,1.1384919420690638,6.098513984495912e-06,7,1.1385038949368327,1.138479989201295,1.1384960554542378,1.1384878286838898
Germany,2020-04-04,0.9267729978922994,6.098513984495912e-06,7,0.9267849507600682,0.9267610450245306,0.9267771112774733,0.9267688845071255
Germany,2020-04-05,0.7604428367191238,6.098513984495912e-06,7,0.7604547895868926,0.760430883851355,0.7604469501042977,0.7604387233339499
Germany,2020-04-06,0.9017651237062371,6.098513984495912e-06,7,0.9017770765740059,0.9017531708384683,0.901769237091411,0.9017610103210632
