"","Braunschweig_coef","epiforecasts_coef","ETHZ_sliding_window_coef","globalrt_7d_coef","ilmenau_coef","RKI_7day_coef","rtlive_coef","SDSC_coef","Braunschweig_l","epiforecasts_l","ETHZ_sliding_window_l","globalrt_7d_l","ilmenau_l","RKI_7day_l","rtlive_l","SDSC_l","Braunschweig_u","epiforecasts_u","ETHZ_sliding_window_u","globalrt_7d_u","ilmenau_u","RKI_7day_u","rtlive_u","SDSC_u"
"Monday",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuesday",0.0314662553668068,-0.0119095954254373,0.0238441032625465,-0.0273576320390228,-0.0133144822866432,-0.0207368907877204,0.0269113334842607,0.00197479738772819,-0.00647459145951484,-0.0425394970324794,0.00454843595564976,-0.0449672291732091,-0.0557501730933093,-0.0383272436654461,0.0108613534715148,-0.0139828130766289,0.0694071021931285,0.0187203061816047,0.0431397705694432,-0.00974803490483656,0.0291212085200229,-0.00314653790999461,0.0429613134970065,0.0179324078520853
"Wednesday",0.0845922802290748,-0.087248342136138,0.0496913928530281,-0.0469958047275184,-0.00571816805770761,-0.0260597528436368,-0.0182909293494804,-0.000368331841300511,0.0457383072277729,-0.119708335153244,0.0305934923813136,-0.0650617506986445,-0.0476780458594776,-0.0438293314085129,-0.0343376410150307,-0.016508141761162,0.123446253230377,-0.0547883491190319,0.0687892933247427,-0.0289298587563922,0.0362417097440624,-0.00829017427876078,-0.00224421768393014,0.0157714780785609
"Thursday",0.0114196538445015,-0.0304534321183709,0.0295210781418316,-0.0580990818833781,0.000400718027573331,-0.0159835092856767,-0.0463654586219449,-0.00461207278119283,-0.0256086644661681,-0.0607338349759371,0.0104226028961488,-0.0767219513014808,-0.0420369304207396,-0.0334076021951378,-0.0627488113415817,-0.0205757112986177,0.0484479721551711,-0.000173029260804813,0.0486195533875144,-0.0394762124652755,0.0428383664758863,0.00144058362378453,-0.0299821059023082,0.011351565736232
"Friday",-0.00654023635051455,-0.0189705206811248,-0.0448094905645292,-0.019795340043403,0.0269276855404434,0.00242399557167918,-0.051873357908734,-0.00314165840630524,-0.0502879680817183,-0.0492413630401239,-0.06412622631209,-0.0385999011600855,-0.0159628897626527,-0.0151711034499941,-0.0680823006797542,-0.0191105571486557,0.0372074953806892,0.0113003216778744,-0.0254927548169684,-0.000990778926720361,0.0698182608435395,0.0200190945933524,-0.0356644151377138,0.0128272403360452
"Saturday",0.0145080613424253,0.00830495608133133,-0.0804259175762392,1.14316929213076e-05,0.0130096561392332,0.0132474053690047,-0.0714180400644157,-0.00273787743174071,-0.0304781494226519,-0.0216164561657164,-0.100179905707244,-0.0177156147982857,-0.0294876264912162,-0.00435043059812541,-0.0876347424311395,-0.0187135436747879,0.0594942721075024,0.038226368328379,-0.0606719294452345,0.0177384781841283,0.0555069387696825,0.0308452413361349,-0.0552013376976919,0.0132377888113065
"Sunday",0.105361964930083,0.0123442205657259,-0.0387662432082981,-0.00148235254730311,0.00457935788522863,0.0123458275417873,-0.0747012148670916,-0.000746794984594653,0.0581539487847232,-0.0186720614389087,-0.0590084999309227,-0.0215268958572505,-0.0389301131318645,-0.00524262895930177,-0.0909051463907144,-0.0168718508007871,0.152569981075442,0.0433605025703604,-0.0185239864856735,0.0185621907626443,0.0480888289023218,0.0299342840428763,-0.0584972833434688,0.0153782608315978
