"","Braunschweig_coef","epiforecasts_coef","ETHZ_sliding_window_coef","globalrt_7d_coef","ilmenau_coef","RKI_7day_coef","rtlive_coef","SDSC_coef","Braunschweig_l","epiforecasts_l","ETHZ_sliding_window_l","globalrt_7d_l","ilmenau_l","RKI_7day_l","rtlive_l","SDSC_l","Braunschweig_u","epiforecasts_u","ETHZ_sliding_window_u","globalrt_7d_u","ilmenau_u","RKI_7day_u","rtlive_u","SDSC_u"
"Monday",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuesday",0.0358901133442364,-0.0102395238890361,0.00568708288264724,-0.0188165052698161,-0.00803946208973328,-0.00870520381341267,0.0293983772814273,0.000648717706494913,0.00878806488797883,-0.0278427336724754,-0.0082577151414896,-0.0303964544323516,-0.0381667107162615,-0.0207790726964394,0.0182206569820479,-0.00943655696063638,0.0629921618004939,0.00736368589440325,0.0196318809067841,-0.00723655610728051,0.0220877865367949,0.0033686650696141,0.0405760975808066,0.0107339923736262
"Wednesday",0.0601156696451927,-0.06003910376,0.0235149064737867,-0.0313527262813819,-0.00469176264590954,-0.0137871816277624,-0.0172018395315558,-0.00133558579205654,0.0323269070544669,-0.0790127174861763,0.00970784986408094,-0.0432297441503455,-0.034482317854076,-0.0259795118491519,-0.0283778776097737,-0.0115256724869345,0.0879044322359185,-0.0410654900338238,0.0373219630834926,-0.0194757084124184,0.0250987925622569,-0.00159485140637302,-0.00602580145333785,0.00885450090282136
"Thursday",-0.00834719813932998,-0.022077818341348,0.0184712986182265,-0.041262613573173,-0.00185280818355059,-0.00538706888070779,-0.0447037644644494,-0.00454618605076102,-0.0347901049665475,-0.0396773690974363,0.00465480964089893,-0.0535052571572322,-0.0319812231555361,-0.0173506676443538,-0.0561077411565811,-0.0146347845289315,0.0180957086878875,-0.00447826758525971,0.032287787595554,-0.0290199699891138,0.0282756067884349,0.00657652988293819,-0.0332997877723176,0.00554241242740944
"Friday",-0.00798074813322685,-0.0199259388735331,-0.0197924904192813,-0.00884923919709892,0.010025829847591,0.00342523581784542,-0.0501324122640662,-0.00339435771861041,-0.0386655398534192,-0.0375247685144194,-0.0337418743746343,-0.0211865897524511,-0.0204251635429176,-0.00865145359647761,-0.0614193570360545,-0.0134858592090619,0.0227040435869655,-0.00232710923264684,-0.00584310646392827,0.0034881113582533,0.0404768232380997,0.0155019252321685,-0.0388454674920779,0.00669714377184112
"Saturday",0.0137419679865415,-0.00288692561363477,-0.0308519290559759,-0.000748844096612876,0.00585357478192647,0.00942275239353283,-0.0691145510513333,-0.0060547034545187,-0.0184666012808404,-0.0200967295207381,-0.0451153625489627,-0.0123939423511421,-0.0242945579467981,-0.0026556886826462,-0.0804055608129786,-0.0161499414804274,0.0459505372539234,0.0143228782934686,-0.0165884955629892,0.0108962541579164,0.0360017075106511,0.0215011934697119,-0.057823541289688,0.00404053457139
"Sunday",0.0611817049053916,0.00537682350908259,-0.011439022941743,-0.00374833953034737,0.00366572581025981,0.00966895463824024,-0.0735135228648088,-0.000842178483878838,0.0273447765302558,-0.0127108467540979,-0.0260370502798528,-0.0169272202515156,-0.0271972899826677,-0.00240379171359749,-0.0847967567912344,-0.0110287306408686,0.0950186332805274,0.0234644937722631,0.00315900439636668,0.00943054119082087,0.0345287416031874,0.021741700990078,-0.0622302889383832,0.00934437367311088
