"","Braunschweig_coef","epiforecasts_coef","ETHZ_sliding_window_coef","globalrt_7d_coef","ilmenau_coef","RKI_7day_coef","rtlive_coef","SDSC_coef","Braunschweig_l","epiforecasts_l","ETHZ_sliding_window_l","globalrt_7d_l","ilmenau_l","RKI_7day_l","rtlive_l","SDSC_l","Braunschweig_u","epiforecasts_u","ETHZ_sliding_window_u","globalrt_7d_u","ilmenau_u","RKI_7day_u","rtlive_u","SDSC_u"
"13",-0.0337475631583934,0.0178775676041285,NA,0.0291273697853389,0.447804874135641,0.0293556686700507,-0.00707748279846165,0.00395079015641538,-0.0779251761421825,-0.00724635345308269,NA,0.0114763324774623,0.40480936988097,0.012382200201096,-0.0231830124977368,-0.010394588815664,0.0104300498253957,0.0430014886613397,NA,0.0467784070932156,0.490800378390312,0.0463291371390054,0.00902804690081353,0.0182961691284948
"14",-0.0391844190064526,0.0196905602639903,0,0.0323704958403203,0.453475637040342,0.0295989650139284,NA,0.00425289032640185,-0.0833830575618153,-0.00544345209529184,NA,0.0146754871113228,0.410469059391328,0.0126197976166723,NA,-0.0100954963411056,0.00501421954891011,0.0448245726232725,NA,0.0500655045693178,0.496482214689357,0.0465781324111846,NA,0.0186012769939093
"15",-0.0444744659842886,0.0211113974928788,0.00679830534449643,0.035525803020902,0.449422785974713,0.0299937850724343,NA,0.00435038022280784,-0.0887067050029688,-0.00403258962228428,-0.0130561347526161,0.0177793239297245,0.406406624860187,0.0130076894372288,NA,-0.0100013433908611,-0.000242226965608522,0.0462553846080418,0.026652745441609,0.0532722821120794,0.49243894708924,0.0469798807076398,NA,0.0187021038364768
"16",-0.0487984017812819,0.0230193845939116,0.0129069079959795,NA,0.447643490226268,0.0304114012600324,NA,0.00425987799590704,-0.0930129005100199,-0.00213448599422337,-0.00695087399571194,NA,0.40461028642507,0.0134179162934889,NA,-0.0100961212568397,-0.00458390305254391,0.0481732551820465,0.0327646899876708,NA,0.490676694027466,0.0474048862265759,NA,0.0186158772486538
"17",NA,0.0242420178614521,0.0183181945700487,NA,0.44870081314588,0.0301807976353002,NA,0.00399408758464995,NA,-0.000925049560026651,-0.00154388304496764,NA,0.405650755784588,0.0131794219766228,NA,-0.0103665218655364,NA,0.0494090852829309,0.038180272185065,NA,0.491750870507171,0.0471821732939777,NA,0.0183546970348363
"18",NA,NA,0.0219692021752816,NA,0.446564112209134,0.0299003030723713,NA,0.00358295592020192,NA,NA,0.00210327602984188,NA,0.403493912443104,0.0128897393374785,NA,-0.0107827142947724,NA,NA,0.0418351283207213,NA,0.489634311975164,0.046910866807264,NA,0.0179486261351762
"19",NA,NA,0.0230818795139509,NA,0.442144348542492,NA,NA,0.00305295267993925,NA,NA,0.00321344556059785,NA,0.399053649019858,NA,NA,-0.0113184426684946,NA,NA,0.042950313467304,NA,0.485235048065127,NA,NA,0.0174243480283731
"20",NA,NA,0.0221504638930759,NA,0.44291832857955,NA,NA,0.00242382624128819,NA,NA,0.0022796570096441,NA,0.399807056927384,NA,NA,-0.0119539729593967,NA,NA,0.0420212707765077,NA,0.486029600231717,NA,NA,0.0168016254419731
"21",NA,NA,0.0198120961912206,NA,0.444376528981622,NA,NA,0.00172474595344229,NA,NA,-6.21306833128929e-05,NA,0.401239943378478,NA,NA,-0.0126599536197677,NA,NA,0.0396863230657541,NA,0.487513114584766,NA,NA,0.0161094455266523
"22",NA,NA,0.0169388280330439,NA,NA,NA,NA,NA,NA,NA,-0.00294261596821787,NA,NA,NA,NA,NA,NA,NA,0.0368202720343057,NA,NA,NA,NA,NA
"23",NA,NA,0.0144977662666563,NA,NA,NA,NA,NA,NA,NA,-0.00539211048677246,NA,NA,NA,NA,NA,NA,NA,0.034387643020085,NA,NA,NA,NA,NA
"24",NA,NA,0.012805909644684,NA,NA,NA,NA,NA,NA,NA,-0.00709329099646285,NA,NA,NA,NA,NA,NA,NA,0.0327051102858309,NA,NA,NA,NA,NA
"25",NA,NA,0.0113765723717247,NA,NA,NA,NA,NA,NA,NA,-0.00853148065124036,NA,NA,NA,NA,NA,NA,NA,0.0312846253946897,NA,NA,NA,NA,NA
"26",NA,NA,0.00958006951363008,NA,NA,NA,NA,NA,NA,NA,-0.0103354697092503,NA,NA,NA,NA,NA,NA,NA,0.0294956087365104,NA,NA,NA,NA,NA
"27",NA,NA,0.00713542966978529,NA,NA,NA,NA,NA,NA,NA,-0.0127874858373787,NA,NA,NA,NA,NA,NA,NA,0.0270583451769493,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
