"","Braunschweig_coef","epiforecasts_coef","ETHZ_sliding_window_coef","globalrt_7d_coef","ilmenau_coef","RKI_7day_coef","rtlive_coef","SDSC_coef","Braunschweig_l","epiforecasts_l","ETHZ_sliding_window_l","globalrt_7d_l","ilmenau_l","RKI_7day_l","rtlive_l","SDSC_l","Braunschweig_u","epiforecasts_u","ETHZ_sliding_window_u","globalrt_7d_u","ilmenau_u","RKI_7day_u","rtlive_u","SDSC_u"
"10",-0.00770005328441432,0.0139390408758761,NA,0.00602729138366681,0.422280717429504,0.0314161339593651,0.0110791199667327,0.00507049251038413,-0.0557930811131048,-0.00821320461270714,NA,-0.0119349161926766,0.3792301852119,0.0127693515955315,-0.0059148743848926,-0.0125890120459612,0.0403929745442762,0.0360912863644594,NA,0.0239894989600102,0.465331249647107,0.0500629163231987,0.028073114318358,0.0227299970667295
"11",-0.0120672049203381,0.016705843627224,NA,0.00705711591953285,0.435263260178845,0.0330385357858371,0.00983738777946727,0.00738993045447364,-0.0602513884180437,-0.00544444404363197,NA,-0.0109154172939773,0.39220942528312,0.0143898352700615,-0.00716031159914319,-0.0102702793174566,0.0361169785773675,0.0388561312980799,NA,0.025029649133043,0.478317095074569,0.0516872363016127,0.0268350871580777,0.0250501402264039
"12",-0.0166606258627,0.019598755818734,NA,0.00828882464207288,0.438466072162586,0.0340242890820655,0.00924164265149296,0.00940700520280577,-0.0648831968649958,-0.00255897403054547,NA,-0.00969518272278483,0.395408837733985,0.0153737498271894,-0.00776012766021367,-0.00825424462062737,0.0315619451395958,0.0417564856680135,NA,0.0262728320069306,0.481523306591187,0.0526748283369415,0.0262434129631996,0.0270682550262389
"13",-0.0213659905958903,0.0225563225000034,NA,0.00972152312970245,0.448319822337404,0.0343952459524933,0.00790437491427493,0.0110486746261484,-0.0695870678759894,0.000396079845827561,NA,-0.00827564452615984,0.405259348634752,0.0157420954848126,-0.00910158946426039,-0.00661393907328229,0.0268550866842089,0.0447165651541792,NA,0.0277186907855647,0.491380296040056,0.0530483964201741,0.0249103392928103,0.0287112883255792
"14",-0.0253666153157692,0.0245646030001011,0,0.0109103791729384,0.453855663942835,0.0346801776239268,0.00692785170231055,0.0122869684713003,-0.0735969693846572,0.00240053891547452,NA,-0.00710124454721253,0.410789815855518,0.0160245119331426,-0.0100824309753196,-0.00537721417040465,0.0228637387531188,0.0467286670847277,NA,0.0289220028930893,0.496921512030153,0.053335843314711,0.0239381343799407,0.0299511511130052
"15",-0.0289856864008681,0.0263383908864864,0.00929097655505553,0.0119132680364229,0.449621726212483,0.0349809836615721,0.0056324552344074,0.0131214883470774,-0.0772368887614963,0.00417066696438098,-0.0132815780814551,-0.00611427587851918,0.406551400966462,0.0163222852281805,-0.0113827075864765,-0.00454440683727016,0.0192655159597601,0.0485061148085918,0.0318635311915661,0.029940811951365,0.492692051458503,0.0536396820949637,0.0226476180552913,0.030787383531425
"16",-0.0325225197205958,0.0285283247272923,0.0160575787140234,0.0129831575153812,0.44767392699329,0.0351871602298261,0.00465167125646856,0.0135805719862103,-0.080742615433082,0.00635708086932007,-0.00651637442291365,-0.00504957428958447,0.404595568013436,0.0165252859825796,-0.0123685645758986,-0.00408749778036841,0.0156975759918904,0.0506995685852646,0.0386315318509605,0.0310158893203469,0.490752285973144,0.0538490344770725,0.0216719070888357,0.031248641752789
"17",-0.0352578671813578,0.0300539008046157,0.0216846160671011,0.0138388726270141,0.448811811486171,0.0348422230057256,0.00341268824259509,0.0137022621732101,-0.0834115186226756,0.00787791976521279,-0.000891231535419215,-0.00421799225348756,0.405725739559383,0.0161770238047671,-0.0136128976711962,-0.00396811261903324,0.0128957842599601,0.0522298818440187,0.0442604636696214,0.0318957375075158,0.49189788341296,0.0535074222066841,0.0204382741563864,0.0313726369654534
"18",-0.0384908044117706,0.0306453814853822,0.0253497568283994,0.0152870905965338,0.446869525952815,0.0343593609397668,0.002389853055387,0.0135288348083024,-0.0867405801550391,0.00846957437425648,0.00277136121077481,-0.00278384819726367,0.403774357316436,0.0156903209740522,-0.0146412363809494,-0.00414402760248758,0.0097589713314978,0.0528211885965078,0.047928152446024,0.0333580293903313,0.489964694589193,0.0530284009054813,0.0194209424917234,0.0312016972190924
"19",-0.0413354454421856,0.0308114881203391,0.0265940740729763,0.0161965901026811,0.442348650791448,0.0340654645377778,0.00114655073271362,0.0131035580799888,-0.0896287996182664,0.00862656699979031,0.00401410537595587,-0.00188971546912088,0.399244516266304,0.0153926813693891,-0.015890442520322,-0.0045720789131452,0.00695790873389533,0.0529964092408879,0.0491740427699967,0.0342828956744831,0.485452785316592,0.0527382477061665,0.0181835439857492,0.0307791950731228
"20",-0.0433061030794516,0.0303491021758417,0.0260861750356255,0.0166899437664489,0.44334880959165,0.0335567387773971,0.000152777943366867,0.0124751375922447,-0.0916038624911439,0.00816008090609141,0.00350469156831369,-0.00141402237894968,0.400236033938743,0.0148794467786617,-0.0168902895218832,-0.00520356049035961,0.00499165633224081,0.052538123445592,0.0486676585029374,0.0347939099118474,0.486461585244558,0.0522340307761325,0.0171958454086169,0.030153835674849
"21",-0.0443374048628117,0.0302020754761191,0.0244642919912474,0.0174925146670813,0.444630520820112,0.0325436495076818,-0.000653495775445853,0.0116979252060233,-0.0926500929851013,0.00800768999026363,0.00188095342354957,-0.000631122596173487,0.401507115579404,0.0138619431177141,-0.0177028186909218,-0.0059840119442311,0.00397528325947779,0.0523964609619745,0.0470476305589452,0.035616151930336,0.48775392606082,0.0512253558976494,0.0163958271400301,0.0293798623562777
"22",-0.0450548310610647,0.0287101725135799,0.0225263900702663,0.0184413241280958,0.444545257859076,0.0313240624930046,-0.00145533819533313,0.010827147856155,-0.0933944852610303,0.00651064876593024,-6.04835486067851e-05,0.000295627859544827,0.401412200620042,0.0126374085174465,-0.0185115433324777,-0.00685815599433577,0.00328482313890092,0.0509096962612295,0.0451132636891395,0.0365870203966468,0.487678315098111,0.0500107164685627,0.0156008669418114,0.0285124517066458
"23",-0.045741292540516,0.0268788470864041,0.0210693301580764,0.019523937892708,0.444810185252037,0.0302100381027429,-0.00234423302820725,0.00992532399348946,-0.0940568039109118,0.00467435872362315,-0.00152149671252049,0.00136568318035869,0.401663975730436,0.0115182691369762,-0.0194075890777955,-0.00776379920429857,0.00257421882987981,0.049083335449185,0.0436601570286732,0.0376821926050574,0.487956394773638,0.0489018070685097,0.014719123021381,0.0276144471912775
"24",-0.0459036180363745,0.02452462049897,0.0204471166937573,0.0208861709532309,0.449075566717969,0.0287264294284074,-0.0032541937318257,0.00905875764466501,-0.0941596165946489,0.00231398454598586,-0.00214808085467318,0.0026951838473698,0.405916520834874,0.0100293569963263,-0.0203250694271006,-0.00863431722552784,0.00235238052189997,0.0467352564519542,0.0430423142421878,0.0390771580590921,0.492234612601063,0.0474235018604885,0.0138166819634492,0.0267518325148579
"25",-0.0470783834761758,0.0222704569244856,0.0203694066863723,0.0226198245921749,0.447365146773168,0.0278673525946898,-0.0041420131588909,0.00829199031460032,-0.095437129846159,5.85635682215854e-05,-0.00223075085629095,0.00440436162374758,0.404191829748498,0.00916441251795953,-0.021220661783432,-0.00940523108487088,0.0012803628938074,0.0444823502807496,0.0429695642290355,0.0408352875606022,0.490538463797838,0.0465702926714201,0.0129366354656502,0.0259892117140715
"26",-0.0488718861680371,0.0197046247105708,0.0203926660041481,0.0254633394481248,0.444077093014342,0.0269954333449898,-0.00488693752087547,0.00768425497688618,-0.0972814235601375,-0.00251778610550264,-0.0022114123797766,0.00722043294953687,0.400889537828285,0.0082866645036754,-0.0219738651800759,-0.0100174198830405,-0.000462348775936691,0.0419270355266442,0.0429967443880729,0.0437062459467126,0.487264648200399,0.0457042021863042,0.012199990138325,0.0253859298368129
"27",-0.0512839457995733,0.0170614137034709,0.0202544022681766,0.0282393134493892,0.443514417831321,0.0266168964925728,-0.0059134706639989,0.00728239532997717,-0.0997062427487996,-0.00516651062559061,-0.00235349156992022,0.00996442853794808,0.40031279225717,0.00790146435239602,-0.0230089678096301,-0.0104240490511931,-0.00286164885034696,0.0392893380325325,0.0428622961062734,0.0465141983608304,0.486716043405472,0.0453323286327495,0.0111820264816323,0.0249888397111475
"28",-0.0540899115109733,0.0141869673505019,0.0202077810218947,0.0311659562756672,0.444285883384816,0.0263748501551908,NA,0.00709965934062273,-0.102535402187444,-0.00804777266947288,-0.0024042251271162,0.0128545872946311,0.401068029869123,0.00765277089095548,NA,-0.010611771960015,-0.00564442083450233,0.0364217073704766,0.0428197871709057,0.0494773252567034,0.487503736900508,0.045096929419426,NA,0.0248110906412604
"29",-0.0575945952984253,0.0115194870686302,0.0199347701535499,0.0342638550402567,0.441105717712989,0.0258576395817408,NA,0.00710856733427854,-0.106076030915331,-0.0107218662704161,-0.00268299859036295,0.0159108620151301,0.397872377215808,0.00712828800069136,NA,-0.0106080289526607,-0.00911315968151987,0.0337608404076764,0.0425525388974627,0.0526168480653833,0.484339058210169,0.0445869911627902,NA,0.0248251636212178
"30",-0.0618185781795265,0.00943450527475796,0.0196906231919979,NA,0.441850623516886,0.0253508214481012,NA,0.00724856049888538,-0.110286207581501,-0.0128133354227696,-0.00293331640886692,NA,0.398598043507443,0.00661392862296682,NA,-0.0104737099136124,-0.0133509487775517,0.0316823459722855,0.0423145627928628,NA,0.48510320352633,0.0440877142732357,NA,0.0249708309113831
"31",NA,0.00758145936592335,0.0196435797805815,NA,0.445153561382127,0.0244494091530258,NA,0.00747102903876567,NA,-0.0146740978889594,-0.0029869526650772,NA,0.401881737522132,0.00570466942655681,NA,-0.0102571157814675,NA,0.0298370166208061,0.0422741122262403,NA,0.488425385242122,0.0431941488794947,NA,0.0251991738589988
"32",NA,NA,0.0196985314525966,NA,0.446147238094458,0.0234716598573982,NA,0.00770402255109643,NA,NA,-0.00293920236818288,NA,0.402854372507407,0.00471838232715506,NA,-0.0100302701612511,NA,NA,0.042336265273376,NA,0.489440103681508,0.0422249373876414,NA,0.025438315263444
"33",NA,NA,0.0197144955684709,NA,0.447170231241914,NA,NA,0.00785957202498542,NA,NA,-0.00292941953366737,NA,0.403855940762646,NA,NA,-0.00988126217095233,NA,NA,0.0423584106706091,NA,0.490484521721182,NA,NA,0.0256004062209232
"34",NA,NA,0.0195063602777098,NA,0.450637135093848,NA,NA,0.00783938162633585,NA,NA,-0.00314366657795313,NA,0.407301106580158,NA,NA,-0.00990840660309172,NA,NA,0.0421563871333728,NA,0.493973163607538,NA,NA,0.0255871698557634
"35",NA,NA,0.0190904402947834,NA,0.451292955639495,NA,NA,0.00749308658601337,NA,NA,-0.00356603383119521,NA,0.407932539161854,NA,NA,-0.0102619802938,NA,NA,0.041746914420762,NA,0.494653372117137,NA,NA,0.0252481534658267
"36",NA,NA,0.0186375323290349,NA,NA,NA,NA,NA,NA,NA,-0.00402708935097323,NA,NA,NA,NA,NA,NA,NA,0.041302154009043,NA,NA,NA,NA,NA
"37",NA,NA,0.0182440677164113,NA,NA,NA,NA,NA,NA,NA,-0.0044291784569009,NA,NA,NA,NA,NA,NA,NA,0.0409173138897235,NA,NA,NA,NA,NA
"38",NA,NA,0.017862923734229,NA,NA,NA,NA,NA,NA,NA,-0.00481945243821156,NA,NA,NA,NA,NA,NA,NA,0.0405452999066696,NA,NA,NA,NA,NA
"39",NA,NA,0.0173183951583679,NA,NA,NA,NA,NA,NA,NA,-0.00537381902884849,NA,NA,NA,NA,NA,NA,NA,0.0400106093455843,NA,NA,NA,NA,NA
"40",NA,NA,0.0162718374050895,NA,NA,NA,NA,NA,NA,NA,-0.00642929509027289,NA,NA,NA,NA,NA,NA,NA,0.0389729699004518,NA,NA,NA,NA,NA
"41",NA,NA,0.0148676929738464,NA,NA,NA,NA,NA,NA,NA,-0.00784240667644385,NA,NA,NA,NA,NA,NA,NA,0.0375777926241367,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
