"","Braunschweig","epiforecasts","ETHZ_sliding_window","globalrt_7d","ilmenau","RKI_7day","rtlive","SDSC"
"Monday",0,0,0,0,0,0,0,0
"Tuesday",-0.00404734514229458,-0.00207924739270818,-0.00992190771820767,0.0117055253733755,0.656054206993711,-0.00695673195632154,7.18626057185757e-07,0.000221292954463415
"Wednesday",-0.00133199165141931,-0.00664245305561429,-0.0256093265171184,0.0232600750795082,0.839496325804136,-0.0204577507362621,2.04496969670323e-05,0.000293566697089527
"Thursday",-0.00315908382478114,-0.00922415884560086,-0.040456393040027,0.0217267338950992,0.772784353915171,-0.0332840706146842,-0.000343641424013505,9.1500458254872e-05
"Friday",-0.0101542885480328,-0.00809186529812221,-0.0442323236198748,0.0121140927103112,0.651416200143308,-0.0308177800578999,-0.000211890388486657,-2.27699269623111e-05
"Saturday",-0.0101967785674388,-0.00691089317476293,-0.0283305030757078,0.00259153901616164,0.378927755655385,-0.015874559123223,0.000236598717989872,-0.00031696059858403
"Sunday",-0.00619268256056822,0.000192040079113321,-0.00540398945177284,-0.00334147995088077,-0.292346080398031,-0.00360960987612811,4.51721246327677e-05,-0.000131280423797796
