"values_r","values_R_consensus","values_R_hzi"
-0.103,0.581859784033129,0.26217098429812
-0.102,0.585750882424929,0.266677126207116
-0.101,0.589646960424388,0.271233979921789
-0.1,0.593547946274673,0.275841659137292
-0.099,0.597453769325486,0.280500273205235
-0.098,0.601364360022338,0.285209927202593
-0.097,0.605279649895651,0.289970722002099
-0.096,0.609199571549688,0.294782754343996
-0.095,0.613124058651343,0.299646116909054
-0.094,0.617053045918784,0.304560898392709
-0.093,0.620986469109986,0.309527183580246
-0.092,0.624924265011135,0.314545053422889
-0.091,0.628866371424944,0.319614585114709
-0.09,0.632812727158875,0.324735852170236
-0.089,0.636763272013282,0.329908924502672
-0.088,0.640717946769487,0.335133868502612
-0.087,0.644676693177801,0.340410747117161
-0.086,0.64863945394549,0.345739619929364
-0.085,0.652606172724716,0.351120543237853
-0.084,0.656576794100431,0.356553570136613
-0.083,0.66055126357827,0.362038750594787
-0.082,0.664529527572416,0.367576131536438
-0.081,0.668511533393475,0.373165756920171
-0.08,0.672497229236341,0.378807667818556
-0.079,0.676486564168091,0.384501902497261
-0.078,0.68047948811588,0.390248496493826
-0.077,0.684475951854875,0.396047482696013
-0.076,0.688475906996217,0.401898891419659
-0.075,0.692479305975025,0.407802750485971
-0.074,0.696486102038438,0.413759085298194
-0.073,0.700496249233713,0.419767918917615
-0.072,0.704509702396384,0.425829272138823
-0.071,0.708526417138469,0.431943163564185
-0.07,0.712546349836756,0.438109609677495
-0.069,0.716569457621152,0.444328624916736
-0.0679999999999999,0.720595698363115,0.450600221745927
-0.0669999999999999,0.724625030664155,0.456924410725993
-0.0659999999999999,0.728657413844429,0.463301200584652
-0.0649999999999999,0.73269280793142,0.469730598285251
-0.0639999999999999,0.736731173648702,0.476212609094541
-0.0629999999999999,0.740772472404806,0.482747236649357
-0.0619999999999999,0.744816666282179,0.489334483022165
-0.0609999999999999,0.748863718026246,0.495974348785471
-0.0599999999999999,0.752913591034572,0.502666833075052
-0.0589999999999999,0.756966249346132,0.509411933651995
-0.0579999999999999,0.761021657630686,0.516209646963537
-0.0569999999999999,0.765079781178265,0.523059968202676
-0.0559999999999999,0.769140585888771,0.529962891366543
-0.0549999999999999,0.773204038261687,0.53691840931354
-0.0539999999999999,0.777270105385903,0.543926513819206
-0.0529999999999999,0.781338754929661,0.550987195630838
-0.0519999999999999,0.785409955130614,0.55810044452083
-0.0509999999999999,0.78948367478601,0.565266249338751
-0.0499999999999999,0.793559883242988,0.572484598062147
-0.0489999999999999,0.797638550389006,0.579755477846074
-0.0479999999999999,0.801719646642379,0.58707887507136
-0.0469999999999999,0.805803142942949,0.594454775391597
-0.0459999999999999,0.809889010742873,0.601883163778874
-0.0449999999999999,0.813977221997539,0.609364024568254
-0.0439999999999999,0.8180677491566,0.616897341501004
-0.0429999999999999,0.822160565155137,0.624483097766574
-0.0419999999999999,0.826255643404946,0.632121276043362
-0.0409999999999999,0.830352957785943,0.639811858538242
-0.04,0.834452482637705,0.647554827024892
-0.039,0.838554192751125,0.655350162880929
-0.038,0.842658063360194,0.66319784712385
-0.037,0.846764070133907,0.671097860445817
-0.036,0.850872189168292,0.679050183247278
-0.035,0.854982396978562,0.687054795669461
-0.034,0.85909467049139,0.695111677625737
-0.033,0.863208987037301,0.703220808831884
-0.032,0.867325324343194,0.711382168835264
-0.031,0.871443660524972,0.719595737042927
-0.03,0.875563974080304,0.727861492748672
-0.029,0.879686243881497,0.736179415159069
-0.028,0.883810449168488,0.744549483418469
-0.027,0.887936569541956,0.752971676633029
-0.026,0.892064584956547,0.761445973893751
-0.025,0.896194475714213,0.769972354298576
-0.024,0.900326222457666,0.778550796973542
-0.023,0.90445980616395,0.787181281093027
-0.022,0.908595208138116,0.795863785899099
-0.021,0.912732410007012,0.804598290719997
-0.02,0.916871393713186,0.81338477498775
-0.019,0.921012141508888,0.822223218254976
-0.018,0.925154635950194,0.831113600210858
-0.017,0.929298859891217,0.840055900696335
-0.016,0.93344479647844,0.849050099718518
-0.015,0.937592429145145,0.858096177464358
-0.014,0.94174174160594,0.867194114313579
-0.013,0.945892717851393,0.876343890850903
-0.012,0.950045342142769,0.885545487877577
-0.011,0.954199599006855,0.894798886422236
-0.01,0.958355473230891,0.904104067751111
-0.00900000000000001,0.962512949857593,0.913461013377592
-0.00800000000000001,0.966672014180265,0.922869705071197
-0.00700000000000001,0.97083265173802,0.93233012486592
-0.00600000000000001,0.974994848311079,0.941842255068026
-0.005,0.979158589916156,0.951406078263261
-0.004,0.98332386280195,0.961021577323543
-0.003,0.987490653444715,0.970688735413112
-0.002,0.99165894854391,0.98040753599418
-0.001,0.995828735017939,0.990177962832089
0,1,1
0.00100000000000011,1.00417273083395,1.00987363188312
0.002,1.00834691507031,1.01979884318247
0.00300000000000011,1.01252254046239,1.02977561891828
0.004,1.01669959496233,1.03980394443291
0.00500000000000012,1.02087806671741,1.04988380539344
0.00600000000000001,1.02505794406633,1.06001518779379
0.00700000000000012,1.02923921553555,1.07019807795659
0.00800000000000001,1.03342186983578,1.0804324625346
0.00900000000000012,1.03760589585848,1.09071832851187
0.01,1.04179128267247,1.10105566320447
0.0110000000000001,1.04597801952056,1.11144445426106
0.012,1.05016609581629,1.12188468966301
0.0130000000000001,1.05435550114075,1.13237635772433
0.014,1.05854622523942,1.14291944709129
0.0150000000000001,1.06273825801909,1.15351394674182
0.016,1.06693158954486,1.16415984598455
0.0170000000000001,1.07112621003721,1.17485713445777
0.018,1.07532210986907,1.18560580212803
0.0190000000000001,1.07951927956306,1.19640583928858
0.02,1.08371770978863,1.20725723655762
0.0210000000000001,1.08791739135946,1.21815998487627
0.022,1.0921183152307,1.22911407550648
0.0230000000000001,1.09632047249647,1.24011950002865
0.024,1.10052385438722,1.25117625033911
0.0249999999999999,1.10472845226734,1.2622843186475
0.026,1.10893425763264,1.27344369747393
0.0269999999999999,1.11314126210802,1.284654379646
0.028,1.1173494574451,1.29591635829573
0.0289999999999999,1.12155883551995,1.30722962685633
0.03,1.12576938833084,1.31859417905885
0.0309999999999999,1.12998110799609,1.33001000892875
0.032,1.13419398675185,1.3414771107823
0.0329999999999999,1.13840801695007,1.35299547922297
0.034,1.14262319105644,1.36456510913764
0.0349999999999999,1.14683950164831,1.3761859956928
0.036,1.15105694141283,1.3878581343306
0.0369999999999999,1.15527550314493,1.39958152076489
0.038,1.15949517974549,1.41135615097716
0.0389999999999999,1.16371596421945,1.42318202121242
0.04,1.16793784967407,1.43505912797503
0.0409999999999999,1.17216082931709,1.44698746802446
0.042,1.17638489645504,1.45896703837104
0.0429999999999999,1.18061004449156,1.47099783627164
0.044,1.18483626692568,1.48307985922531
0.0449999999999999,1.18906355735029,1.49521310496891
0.046,1.19329190945046,1.50739757147266
0.0469999999999999,1.19752131700194,1.51963325693576
0.048,1.20175177386964,1.53192015978188
0.0489999999999999,1.2059832740061,1.5442582786547
0.05,1.21021581145009,1.55664761241345
0.0509999999999999,1.21444938032512,1.56908816012834
0.052,1.2186839748381,1.58157992107612
0.0529999999999999,1.22291958927794,1.59412289473552
0.054,1.22715621801422,1.60671708078278
0.0549999999999999,1.23139385549587,1.61936247908707
0.056,1.23563249624991,1.63205908970608
0.0569999999999999,1.23987213488017,1.64480691288142
0.0580000000000001,1.24411276606609,1.65760594903419
0.0589999999999999,1.24835438456148,1.67045619876048
0.0600000000000001,1.25259698519335,1.68335766282694
0.0609999999999999,1.25684056286079,1.69631034216624
0.0620000000000001,1.2610851125338,1.70931423787276
0.0629999999999999,1.26533062925219,1.72236935119808
0.0640000000000001,1.26957710812452,1.73547568354664
0.0649999999999999,1.273824544327,1.74863323647137
0.0660000000000001,1.27807293310249,1.76184201166935
0.0669999999999999,1.28232226975946,1.77510201097747
0.0680000000000001,1.28657254967099,1.78841323636821
0.069,1.29082376827381,1.80177568994529
0.0700000000000001,1.29507592106732,1.81518937393956
0.071,1.29932900361267,1.82865429070469
0.0720000000000001,1.30358301153184,1.84217044271312
0.073,1.30783794050672,1.85573783255186
0.0740000000000001,1.31209378627827,1.86935646291845
0.075,1.31635054464561,1.88302633661687
0.0760000000000001,1.32060821146519,1.89674745655356
0.077,1.32486678264997,1.91051982573343
0.0780000000000001,1.32912625416859,1.92434344725591
0.079,1.3333866220446,1.93821832431109
0.0800000000000001,1.33764788235565,1.95214446017581
0.081,1.34191003123271,1.96612185820989
0.0820000000000001,1.34617306485937,1.98015052185235
0.083,1.35043697947107,1.99423045461765
0.0840000000000001,1.35470177135437,2.00836166009202
0.085,1.35896743684625,2.02254414192983
0.0860000000000001,1.36323397233344,2.03677790384993
0.087,1.36750137425169,2.05106294963216
0.0880000000000001,1.37176963908515,2.06539928311379
0.089,1.37603876336567,2.07978690818605
0.0900000000000001,1.38030874367219,2.09422582879072
0.091,1.38457957663009,2.10871604891673
0.0920000000000001,1.38885125891058,2.12325757259683
0.093,1.39312378723008,2.13785040390429
0.0940000000000001,1.39739715834965,2.15249454694967
0.095,1.40167136907436,2.16719000587757
0.0960000000000001,1.40594641625274,2.18193678486354
0.097,1.41022229677624,2.19673488811089
0.0980000000000001,1.41449900757861,2.21158431984769
0.099,1.41877654563542,2.22648508432368
0.1,1.42305490796349,2.24143718580735
0.101,1.42733409162038,2.25644062858297
0.102,1.43161409370385,2.2714954169477
0.103,1.43589491135139,2.28660155520877
0.104,1.44017654173968,2.30175904768066
0.105,1.44445898208413,2.31696789868231
0.106,1.44874222963839,2.33222811253449
0.107,1.45302628169388,2.34753969355705
0.108,1.4573111355793,2.36290264606635
0.109,1.46159678866021,2.37831697437264
0.11,1.46588323833857,2.39378268277753
0.111,1.47017048205227,2.40929977557151
0.112,1.47445851727473,2.4248682570315
0.113,1.47874734151444,2.44048813141839
0.114,1.48303695231459,2.45615940297475
0.115,1.48732734725258,2.47188207592243
0.116,1.49161852393969,2.48765615446031
0.117,1.49591048002063,2.50348164276206
0.118,1.50020321317314,2.51935854497393
0.119,1.50449672110765,2.53528686521256
0.12,1.50879100156686,2.55126660756292
0.121,1.51308605232536,2.56729777607615
0.122,1.51738187118928,2.58338037476758
0.123,1.5216784559959,2.59951440761469
0.124,1.52597580461331,2.61569987855517
0.125,1.53027391494008,2.63193679148497
0.126,1.53457278490483,2.64822515025643
0.127,1.53887241246596,2.66456495867641
0.128,1.54317279561131,2.6809562205045
0.129,1.54747393235776,2.69739893945122
0.13,1.55177582075098,2.71389311917629
0.131,1.55607845886505,2.73043876328693
0.132,1.56038184480216,2.7470358753362
0.133,1.5646859766923,2.76368445882133
0.134,1.56899085269293,2.78038451718218
0.135,1.5732964709887,2.79713605379961
0.136,1.57760282979113,2.81393907199402
0.137,1.58190992733828,2.83079357502379
0.138,1.58621776189454,2.84769956608389
0.139,1.59052633175025,2.86465704830437
0.14,1.59483563522145,2.88166602474904
0.141,1.59914567064962,2.89872649841403
0.142,1.60345643640136,2.91583847222655
0.143,1.60776793086812,2.9330019490435
0.144,1.61208015246597,2.95021693165026
0.145,1.61639309963525,2.96748342275943
0.146,1.6207067708404,2.98480142500962
0.147,1.62502116456963,3.00217094096428
0.148,1.62933627933467,3.01959197311053
0.149,1.63365211367053,3.03706452385808
0.15,1.63796866613525,3.05458859553809
0.151,1.64228593530964,3.07216419040215
0.152,1.64660391979702,3.08979131062122
0.153,1.650922618223,3.10746995828463
0.154,1.65524202923522,3.12520013539908
0.155,1.65956215150312,3.14298184388774
0.156,1.66388298371772,3.16081508558925
0.157,1.66820452459134,3.17869986225689
0.158,1.67252677285742,3.19663617555763
0.159,1.67684972727027,3.21462402707135
0.16,1.68117338660483,3.23266341828998
0.161,1.68549774965649,3.25075435061669
0.162,1.6898228152408,3.26889682536512
0.163,1.69414858219334,3.28709084375865
0.164,1.69847504936942,3.30533640692964
0.165,1.70280221564392,3.32363351591874
0.166,1.70713007991106,3.34198217167419
0.167,1.7114586410842,3.36038237505118
0.168,1.71578789809562,3.37883412681119
0.169,1.72011784989631,3.39733742762139
0.17,1.72444849545579,3.41589227805402
0.171,1.7287798337619,3.43449867858583
0.172,1.7331118638206,3.45315662959752
0.173,1.73744458465576,3.47186613137321
0.174,1.74177799530898,3.49062718409992
0.175,1.74611209483941,3.50943978786708
0.176,1.75044688232352,3.52830394266604
0.177,1.75478235685495,3.54721964838961
0.178,1.75911851754431,3.56618690483165
0.179,1.76345536351898,3.58520571168663
0.18,1.76779289392295,3.60427606854921
0.181,1.7721311079166,3.62339797491389
0.182,1.77647000467659,3.64257143017463
0.183,1.78080958339559,3.66179643362447
0.184,1.78514984328218,3.68107298445525
0.185,1.78949078356064,3.70040108175726
0.186,1.79383240347077,3.71978072451891
0.187,1.79817470226774,3.73921191162652
0.188,1.80251767922191,3.75869464186399
0.189,1.80686133361865,3.77822891391255
0.19,1.81120566475819,3.79781472635056
0.191,1.81555067195544,3.81745207765324
0.192,1.81989635453984,3.8371409661925
0.193,1.82424271185517,3.85688139023669
0.194,1.82858974325944,3.87667334795048
0.195,1.83293744812467,3.89651683739466
0.196,1.83728582583677,3.91641185652598
0.197,1.84163487579535,3.93635840319701
0.198,1.84598459741363,3.95635647515603
0.199,1.85033499011819,3.9764060700469
0.2,1.85468605334889,3.99650718540893
0.201,1.85903778655871,4.01665981867687
0.202,1.86339018921356,4.03686396718071
0.203,1.86774326079215,4.05711962814573
0.204,1.87209700078588,4.07742679869235
0.205,1.87645140869863,4.09778547583614
0.206,1.88080648404665,4.11819565648777
0.207,1.88516222635842,4.13865733745298
0.208,1.88951863517447,4.15917051543257
0.209,1.89387571004731,4.17973518702239
0.21,1.8982334505412,4.20035134871337
0.211,1.90259185623207,4.2210189968915
0.212,1.90695092670736,4.24173812783789
0.213,1.9113106615659,4.26250873772878
0.214,1.91567106041776,4.28333082263559
0.215,1.9200321228841,4.304204378525
0.216,1.92439384859706,4.32512940125896
0.217,1.92875623719963,4.34610588659482
0.218,1.93311928834549,4.36713383018536
0.219,1.93748300169891,4.38821322757891
0.22,1.9418473769346,4.40934407421941
0.221,1.94621241373759,4.43052636544657
0.222,1.95057811180311,4.45176009649592
0.223,1.95494447083643,4.47304526249895
0.224,1.95931149055279,4.49438185848326
0.225,1.96367917067722,4.51576987937267
0.226,1.96804751094444,4.53720931998733
0.227,1.97241651109876,4.55870017504394
0.228,1.97678617089392,4.58024243915582
0.229,1.98115649009299,4.60183610683314
0.23,1.98552746846825,4.62348117248303
0.231,1.98989910580104,4.64517763040978
0.232,1.99427140188172,4.66692547481502
0.233,1.99864435650947,4.68872469979789
0.234,2.00301796949221,4.71057529935522
0.235,2.00739224064649,4.73247726738176
0.236,2.01176716979737,4.75443059767033
0.237,2.01614275677831,4.77643528391207
0.238,2.02051900143103,4.79849131969661
0.239,2.02489590360545,4.82059869851231
0.24,2.02927346315955,4.84275741374648
0.241,2.03365167995924,4.86496745868558
0.242,2.03803055387831,4.88722882651547
0.243,2.04241008479826,4.90954151032163
0.244,2.04679027260823,4.9319055030894
0.245,2.05117111720489,4.95432079770424
0.246,2.05555261849231,4.97678738695191
0.247,2.05993477638191,4.9993052635188
0.248,2.06431759079229,5.02187441999213
0.249,2.06870106164918,5.04449484886023
0.25,2.0730851888853,5.06716654251276
0.251,2.0774699724403,5.08988949324103
0.252,2.08185541226062,5.11266369323821
0.253,2.08624150829943,5.13548913459964
0.254,2.09062826051647,5.15836580932306
0.255,2.09501566887804,5.18129370930895
0.256,2.09940373335682,5.2042728263607
0.257,2.10379245393184,5.22730315218501
0.258,2.10818183058833,5.25038467839207
0.259,2.11257186331766,5.27351739649593
0.26,2.11696255211723,5.29670129791471
0.261,2.12135389699041,5.31993637397094
0.262,2.1257458979464,5.34322261589183
0.263,2.13013855500016,5.36656001480958
0.264,2.13453186817232,5.38994856176164
0.265,2.13892583748911,5.41338824769104
0.266,2.14332046298224,5.4368790634467
0.267,2.14771574468881,5.46042099978366
0.268,2.15211168265127,5.48401404736348
0.269,2.15650827691726,5.50765819675447
0.27,2.16090552753959,5.53135343843201
0.271,2.16530343457613,5.55509976277889
0.272,2.16970199808971,5.57889716008557
0.273,2.17410121814806,5.60274562055053
0.274,2.1785010948237,5.62664513428054
0.275,2.1829016281939,5.65059569129101
0.276,2.18730281834056,5.67459728150629
0.277,2.19170466535013,5.69864989475996
0.278,2.19610716931357,5.72275352079516
0.279,2.20051033032621,5.74690814926493
0.28,2.20491414848773,5.77111376973248
0.281,2.20931862390204,5.79537037167152
0.282,2.21372375667722,5.81967794446663
0.283,2.21812954692545,5.84403647741346
0.284,2.22253599476291,5.86844595971918
0.285,2.22694310030972,5.89290638050271
0.286,2.23135086368987,5.91741772879506
0.287,2.23575928503115,5.94197999353966
0.288,2.24016836446504,5.96659316359269
0.289,2.24457810212669,5.99125722772334
0.29,2.2489884981548,6.01597217461422
0.291,2.25339955269159,6.04073799286158
0.292,2.25781126588269,6.06555467097573
0.293,2.26222363787709,6.09042219738125
0.294,2.26663666882709,6.11534056041743
0.295,2.27105035888818,6.14030974833848
0.296,2.27546470821903,6.16532974931393
0.297,2.27987971698136,6.19040055142887
0.298,2.28429538533994,6.21552214268435
0.299,2.28871171346247,6.24069451099766
0.3,2.29312870151953,6.26591764420263
0.301,2.29754634968454,6.29119153004998
0.302,2.30196465813366,6.31651615620761
0.303,2.30638362704573,6.34189151026095
0.304,2.31080325660224,6.36731757971324
0.305,2.31522354698721,6.39279435198586
0.306,2.31964449838719,6.41832181441867
0.307,2.32406611099116,6.44389995427028
0.308,2.32848838499048,6.46952875871838
0.309,2.33291132057881,6.49520821486008
0.31,2.3373349179521,6.52093830971219
0.311,2.34175917730846,6.54671903021154
0.312,2.34618409884816,6.5725503632153
0.313,2.35060968277356,6.59843229550126
0.314,2.35503592928902,6.62436481376822
0.315,2.35946283860087,6.65034790463617
0.316,2.36389041091736,6.67638155464672
0.317,2.36831864644859,6.70246575026334
0.318,2.37274754540646,6.72860047787169
0.319,2.37717710800459,6.7547857237799
0.32,2.38160733445831,6.78102147421891
0.321,2.38603822498458,6.80730771534273
0.322,2.39046977980193,6.83364443322881
0.323,2.39490199913044,6.86003161387823
0.324,2.39933488319164,6.88646924321615
0.325,2.40376843220849,6.91295730709194
0.326,2.40820264640533,6.93949579127964
0.327,2.41263752600781,6.96608468147813
0.328,2.41707307124287,6.99272396331149
0.329,2.42150928233864,7.01941362232929
0.33,2.42594615952446,7.04615364400686
0.331,2.43038370303076,7.0729440137456
0.332,2.43482191308906,7.09978471687327
0.333,2.43926078993191,7.12667573864428
0.334,2.44370033379283,7.15361706423996
0.335,2.44814054490628,7.18060867876886
0.336,2.4525814235076,7.20765056726707
0.337,2.45702296983298,7.23474271469843
0.338,2.4614651841194,7.26188510595488
0.339,2.46590806660459,7.28907772585671
0.34,2.47035161752699,7.31632055915286
0.341,2.47479583712569,7.34361359052117
0.342,2.47924072564043,7.3709568045687
0.343,2.4836862833115,7.39835018583195
0.344,2.48813251037972,7.4257937187772
0.345,2.49257940708641,7.45328738780073
0.346,2.49702697367335,7.48083117722915
0.347,2.50147521038272,7.50842507131958
0.348,2.50592411745706,7.53606905426004
0.349,2.51037369513925,7.56376311016962
0.35,2.51482394367246,7.59150722309879
0.351,2.51927486330009,7.61930137702967
0.352,2.52372645426577,7.64714555587627
0.353,2.52817871681329,7.67503974348478
0.354,2.53263165118658,7.70298392363381
0.355,2.53708525762965,7.73097808003467
0.356,2.54153953638661,7.75902219633162
0.357,2.54599448770153,7.7871162561021
0.358,2.55045011181852,7.81526024285707
0.359,2.55490640898161,7.84345414004114
0.36,2.55936337943474,7.87169793103295
0.361,2.56382102342176,7.89999159914533
0.362,2.56827934118633,7.92833512762559
0.363,2.57273833297193,7.95672849965577
0.364,2.57719799902183,7.98517169835289
0.365,2.58165833957902,8.01366470676915
0.366,2.58611935488622,8.04220750789227
0.367,2.5905810451858,8.07080008464562
0.368,2.59504341071981,8.09944241988856
0.369,2.59950645172988,8.12813449641662
0.37,2.60397016845724,8.15687629696176
0.371,2.60843456114266,8.1856678041926
0.372,2.61289963002642,8.21450900071469
0.373,2.61736537534831,8.24339986907068
0.374,2.62183179734756,8.27234039174061
0.375,2.62629889626284,8.30133055114213
0.376,2.63076667233221,8.33037032963072
0.377,2.63523512579311,8.35945970949992
0.378,2.6397042568823,8.38859867298156
0.379,2.64417406583588,8.41778720224599
0.38,2.64864455288923,8.44702527940231
0.381,2.65311571827696,8.47631288649859
0.382,2.65758756223295,8.50565000552207
0.383,2.66206008499025,8.53503661839942
0.384,2.66653328678111,8.56447270699694
0.385,2.67100716783693,8.59395825312077
0.386,2.67548172838822,8.62349323851712
0.387,2.6799569686646,8.65307764487248
0.388,2.68443288889476,8.68271145381385
0.389,2.68890948930645,8.71239464690891
0.39,2.69338677012644,8.74212720566629
0.391,2.69786473158048,8.77190911153573
0.392,2.70234337389334,8.80174034590832
0.393,2.70682269728871,8.83162089011669
0.394,2.71130270198922,8.86155072543523
0.395,2.71578338821641,8.89152983308027
0.396,2.72026475619071,8.92155819421034
0.397,2.7247468061314,8.95163578992629
0.398,2.72922953825662,8.98176260127156
0.399,2.7337129527833,9.01193860923234
0.4,2.73819704992719,9.0421637947378
0.401,2.74268182990282,9.07243813866024
0.402,2.74716729292347,9.10276162181535
0.403,2.75165343920116,9.13313422496234
0.404,2.7561402689466,9.16355592880418
0.405,2.76062778236923,9.19402671398777
0.406,2.76511597967716,9.22454656110415
0.407,2.76960486107714,9.25511545068863
0.408,2.77409442677457,9.28573336322107
0.409,2.77858467697347,9.316400279126
0.41,2.78307561187646,9.34711617877283
0.411,2.78756723168473,9.37788104247603
0.412,2.79205953659806,9.40869485049531
0.413,2.79655252681477,9.43955758303581
0.414,2.80104620253168,9.47046922024826
0.415,2.80554056394417,9.50142974222922
0.416,2.81003561124607,9.53243912902115
0.417,2.81453134462974,9.56349736061273
0.418,2.81902776428595,9.59460441693888
0.419,2.82352487040395,9.62576027788107
0.42,2.82802266317143,9.65696492326741
0.421,2.83252114277446,9.68821833287287
0.422,2.83702030939754,9.71952048641941
0.423,2.84152016322355,9.7508713635762
0.424,2.84602070443374,9.78227094395973
0.425,2.8505219332077,9.81371920713404
0.426,2.85502384972339,9.84521613261082
0.427,2.85952645415707,9.87676169984968
0.428,2.86402974668335,9.90835588825817
0.429,2.86853372747511,9.93999867719209
0.43,2.87303839670352,9.97169004595554
0.431,2.87754375453804,10.0034299738012
0.432,2.88204980114639,10.0352184399302
0.433,2.88655653669451,10.0670554234929
0.434,2.89106396134662,10.0989409035882
0.435,2.89557207526513,10.1308748592645
0.436,2.90008087861069,10.1628572695192
0.437,2.90459037154212,10.1948881132995
0.438,2.90910055421644,10.226967369502
0.439,2.91361142678888,10.2590950169729
0.44,2.91812298941278,10.2912710345087
0.441,2.92263524223969,10.3234954008558
0.442,2.92714818541926,10.3557680947107
0.443,2.9316618190993,10.3880890947204
0.444,2.93617614342574,10.4204583794824
0.445,2.94069115854263,10.4528759275449
0.446,2.94520686459211,10.4853417174068
0.447,2.94972326171443,10.5178557275181
0.448,2.95424035004791,10.5504179362799
0.449,2.95875812972896,10.5830283220444
0.45,2.96327660089205,10.6156868631153
0.451,2.9677957636697,10.648393537748
0.452,2.9723156181925,10.6811483241491
0.453,2.97683616458907,10.7139512004777
0.454,2.98135740298605,10.7468021448442
0.455,2.98587933350813,10.7797011353114
0.456,2.990401956278,10.8126481498945
0.457,2.99492527141636,10.8456431665609
0.458,2.99944927904192,10.8786861632303
0.459,3.00397397927137,10.9117771177754
0.46,3.0084993722194,10.9449160080216
0.461,3.01302545799866,10.978102811747
0.462,3.01755223671981,11.011337506683
0.463,3.02207970849143,11.0446200705141
0.464,3.0266078734201,11.077950480878
0.465,3.03113673161032,11.111328715366
0.466,3.03566628316456,11.144754751523
0.467,3.04019652818323,11.1782285668474
0.468,3.04472746676465,11.2117501387916
0.469,3.0492590990051,11.245319444762
0.47,3.05379142499877,11.2789364621188
0.471,3.05832444483777,11.3126011681769
0.472,3.06285815861212,11.346313540205
0.473,3.06739256640975,11.3800735554267
0.474,3.07192766831649,11.4138811910199
0.475,3.07646346441608,11.4477364241174
0.476,3.08099995479015,11.4816392318068
0.477,3.0855371395182,11.5155895911305
0.478,3.09007501867764,11.5495874790863
0.479,3.09461359234375,11.5836328726268
0.48,3.09915286058968,11.6177257486603
0.481,3.10369282348647,11.6518660840502
0.482,3.10823348110301,11.6860538556158
0.483,3.11277483350607,11.7202890401319
0.484,3.11731688076028,11.7545716143291
0.485,3.12185962292811,11.7889015548939
0.486,3.12640306006991,11.8232788384688
0.487,3.13094719224388,11.8577034416526
0.488,3.13549201950604,11.8921753410003
0.489,3.1400375419103,11.9266945130231
0.49,3.14458375950838,11.961260934189
0.491,3.14913067234985,11.9958745809224
0.492,3.15367828048213,12.0305354296044
0.493,3.15822658395046,12.0652434565731
0.494,3.16277558279793,12.0999986381233
0.495,3.16732527706545,12.1348009505072
0.496,3.17187566679176,12.1696503699337
0.497,3.17642675201344,12.2045468725695
0.498,3.18097853276489,12.2394904345383
0.499,3.18553100907833,12.2744810319214
0.5,3.19008418098381,12.3095186407577
0.501,3.19463804850921,12.3446032370439
0.502,3.19919261168021,12.3797347967344
0.503,3.20374787052032,12.4149132957417
0.504,3.20830382505088,12.4501387099361
0.505,3.21286047529103,12.4854110151462
0.506,3.21741782125774,12.5207301871588
0.507,3.22197586296579,12.556096201719
0.508,3.22653460042778,12.5915090345305
0.509,3.23109403365413,12.6269686612555
0.51,3.23565416265305,12.6624750575147
0.511,3.2402149874306,12.6980281988878
0.512,3.24477650799062,12.7336280609133
0.513,3.24933872433479,12.7692746190886
0.514,3.25390163646261,12.8049678488703
0.515,3.25846524437135,12.8407077256741
0.516,3.26302954805615,12.8764942248749
0.517,3.26759454750994,12.9123273218071
0.518,3.27216024272344,12.9482069917647
0.519,3.27672663368524,12.984133210001
0.52,3.2812937203817,13.0201059517292
0.521,3.28586150279702,13.0561251921221
0.522,3.29042998091321,13.0921909063126
0.523,3.2949991547101,13.1283030693935
0.524,3.29956902416535,13.1644616564174
0.525,3.30413958925442,13.2006666423976
0.526,3.3087108499506,13.2369180023073
0.527,3.31328280622502,13.2732157110801
0.528,3.31785545804662,13.3095597436102
0.529,3.32242880538215,13.3459500747523
0.53,3.32700284819621,13.3823866793218
0.531,3.33157758645122,13.4188695320947
0.532,3.33615302010743,13.455398607808
0.533,3.34072914912292,13.4919738811597
0.534,3.34530597345361,13.5285953268088
0.535,3.34988349305326,13.5652629193752
0.536,3.35446170787343,13.6019766334404
0.537,3.35904061786358,13.6387364435471
0.538,3.36362022297096,13.6755423241992
0.539,3.36820052314068,13.7123942498624
0.54,3.3727815183157,13.7492921949639
0.541,3.37736320843682,13.7862361338926
0.542,3.38194559344271,13.8232260409992
0.543,3.38652867326986,13.8602618905962
0.544,3.39111244785264,13.8973436569583
0.545,3.39569691712326,13.934471314322
0.546,3.40028208101181,13.9716448368861
0.547,3.40486793944622,14.0088641988116
0.548,3.40945449235231,14.0461293742221
0.549,3.41404173965374,14.0834403372031
0.55,3.41862968127206,14.1207970618032
0.551,3.4232183171267,14.1581995220332
0.552,3.42780764713494,14.1956476918667
0.553,3.43239767121196,14.2331415452404
0.554,3.43698838927083,14.2706810560534
0.555,3.44157980122247,14.3082661981681
0.556,3.44617190697574,14.3458969454099
0.557,3.45076470643735,14.3835732715672
0.558,3.45535819951193,14.4212951503919
0.559,3.45995238610199,14.4590625555991
0.56,3.46454726610796,14.4968754608672
0.561,3.46914283942817,14.5347338398383
0.562,3.47373910595886,14.5726376661181
0.563,3.47833606559418,14.6105869132757
0.564,3.4829337182262,14.6485815548442
0.565,3.4875320637449,14.6866215643207
0.566,3.4921311020382,14.7247069151659
0.567,3.49673083299193,14.7628375808048
0.568,3.50133125648988,14.8010135346263
0.569,3.50593237241375,14.8392347499838
