"values_r","values_R_consensus","values_R_hzi"
-0.829,6.01321354637213e-08,4.38698156896441e-13
-0.828,6.18063797722425e-08,4.58105091811707e-13
-0.827,6.35271864858811e-08,4.78368338967998e-13
-0.826,6.52958487015603e-08,4.99525579633787e-13
-0.825,6.71136953623593e-08,5.21616148429039e-13
-0.824,6.89820922489266e-08,5.4468110564755e-13
-0.823,7.09024429982379e-08,5.68763312732564e-13
-0.822,7.28761901504346e-08,5.93907511042608e-13
-0.821,7.49048162245375e-08,6.20160404050629e-13
-0.82,7.69898448238015e-08,6.47570743125322e-13
-0.819,7.91328417715479e-08,6.761894170505e-13
-0.818,8.13354162782968e-08,7.06069545444529e-13
-0.817,8.35992221410707e-08,7.37266576249399e-13
-0.816,8.59259589757341e-08,7.69838387465893e-13
-0.815,8.83173734833027e-08,8.03845393319267e-13
-0.814,9.07752607511236e-08,8.39350655047586e-13
-0.813,9.330146558991e-08,8.76419996513437e-13
-0.812,9.58978839075971e-08,9.15122124848022e-13
-0.811,9.8566464121035e-08,9.55528756346184e-13
-0.81,1.01309208606558e-07,9.97714747839788e-13
-0.809,1.04128175190492e-07,1.04175823378729e-12
-0.808,1.07025478680698e-07,1.08774076932696e-12
-0.807,1.10003292440278e-07,1.13574747955267e-12
-0.806,1.13063850004586e-07,1.18586721528149e-12
-0.805,1.16209446742763e-07,1.23819271559473e-12
-0.804,1.19442441564968e-07,1.29282077744563e-12
-0.803,1.22765258676605e-07,1.34985243264011e-12
-0.802,1.26180389380794e-07,1.40939313250942e-12
-0.801,1.29690393930445e-07,1.47155294060842e-12
-0.8,1.33297903431247e-07,1.53644673378623e-12
-0.799,1.37005621797019e-07,1.60419441199242e-12
-0.798,1.40816327758805e-07,1.67492111719614e-12
-0.797,1.44732876929226e-07,1.74875746181312e-12
-0.796,1.48758203923573e-07,1.82583976705147e-12
-0.795,1.52895324539209e-07,1.90631031160567e-12
-0.794,1.57147337994863e-07,1.99031759114611e-12
-0.793,1.61517429231468e-07,2.07801658907131e-12
-0.792,1.66008871276214e-07,2.16956905900934e-12
-0.791,1.70625027671555e-07,2.26514381957697e-12
-0.79,1.75369354970925e-07,2.36491706192575e-12
-0.789,1.80245405303016e-07,2.46907267062811e-12
-0.788,1.85256829006476e-07,2.57780255847951e-12
-0.787,1.90407377336934e-07,2.69130701581817e-12
-0.786,1.95700905248369e-07,2.80979507498904e-12
-0.785,2.0114137425081e-07,2.93348489060648e-12
-0.784,2.0673285534648e-07,3.0626041362974e-12
-0.783,2.1247953204652e-07,3.1973904186367e-12
-0.782,2.18385703470473e-07,3.3380917090167e-12
-0.781,2.24455787530825e-07,3.48496679422497e-12
-0.78,2.30694324204888e-07,3.6382857465374e-12
-0.779,2.3710597889641e-07,3.79833041416863e-12
-0.778,2.43695545889407e-07,3.96539493295791e-12
-0.777,2.50467951896649e-07,4.13978626020605e-12
-0.776,2.57428259705469e-07,4.32182473161878e-12
-0.775,2.64581671923478e-07,4.51184464235235e-12
-0.774,2.71933534826947e-07,4.71019485320069e-12
-0.773,2.7948934231465e-07,4.91723942300701e-12
-0.772,2.87254739970024e-07,5.13335826843037e-12
-0.771,2.95235529234606e-07,5.35894785224525e-12
-0.77,3.03437671695794e-07,5.59442190140318e-12
-0.769,3.11867293492011e-07,5.84021215613836e-12
-0.768,3.20530689838487e-07,6.09676915145335e-12
-0.767,3.29434329676961e-07,6.36456303237943e-12
-0.766,3.38584860452617e-07,6.64408440446458e-12
-0.765,3.47989113021788e-07,6.93584522100576e-12
-0.764,3.57654106693928e-07,7.24037970860562e-12
-0.763,3.67587054411518e-07,7.55824533270286e-12
-0.762,3.77795368071688e-07,7.89002380479521e-12
-0.761,3.88286663993333e-07,8.23632213314758e-12
-0.76,3.99068768533776e-07,8.59777371885559e-12
-0.759,4.10149723858951e-07,8.97503949921318e-12
-0.758,4.21537793871308e-07,9.36880914041811e-12
-0.757,4.33241470299757e-07,9.77980228173476e-12
-0.756,4.45269478955996e-07,1.02087698333249e-11
-0.755,4.57630786161753e-07,1.06564953300523e-11
-0.754,4.70334605351616e-07,1.11237963436633e-11
-0.753,4.83390403856168e-07,1.16115259558518e-11
-0.752,4.96807909870325e-07,1.21205742948208e-11
-0.751,5.10597119611943e-07,1.26518701380666e-11
-0.75,5.24768304675767e-07,1.3206382584226e-11
-0.749,5.39332019588122e-07,1.37851227969516e-11
-0.748,5.54299109567689e-07,1.43891458239032e-11
-0.747,5.6968071849798e-07,1.50195524940765e-11
-0.746,5.85488297117309e-07,1.56774913968305e-11
-0.745,6.01733611432011e-07,1.63641609461119e-11
-0.744,6.18428751359107e-07,1.70808115335326e-11
-0.743,6.35586139604482e-07,1.78287477741036e-11
-0.742,6.53218540783048e-07,1.86093308485995e-11
-0.741,6.71339070787402e-07,1.94239809466883e-11
-0.74,6.89961206411666e-07,2.02741798151453e-11
-0.739,7.09098795237447e-07,2.11614734156496e-11
-0.738,7.28766065789013e-07,2.20874746968537e-11
-0.737,7.4897763796489e-07,2.30538664856181e-11
-0.736,7.69748533753387e-07,2.40624045025103e-11
-0.735,7.91094188239772e-07,2.51149205068838e-11
-0.734,8.13030460912821e-07,2.62133255770812e-11
-0.733,8.3557364727899e-07,2.73596135315388e-11
-0.732,8.58740490792371e-07,2.85558644968187e-11
-0.731,8.82548195109011e-07,2.98042486288485e-11
-0.73,9.07014436674374e-07,3.11070299939166e-11
-0.729,9.32157377652783e-07,3.24665706162503e-11
-0.728,9.57995679208269e-07,3.38853346992932e-11
-0.727,9.84548515146076e-07,3.53658930281011e-11
-0.726,1.01183558592466e-06,3.69109275605911e-11
-0.725,1.03987713304814e-06,3.85232362157071e-11
-0.724,1.06869395384941e-06,4.02057378669071e-11
-0.723,1.09830741667441e-06,4.19614775497357e-11
-0.722,1.12873947647837e-06,4.37936318926155e-11
-0.721,1.16001269084514e-06,4.57055147803803e-11
-0.72,1.19215023644083e-06,4.77005832604771e-11
-0.719,1.22517592591365e-06,4.97824437021829e-11
-0.718,1.25911422525166e-06,5.19548582196253e-11
-0.717,1.29399027161102e-06,5.42217513698483e-11
-0.716,1.32982989162712e-06,5.65872171376463e-11
-0.715,1.3666596202216e-06,5.90555262193819e-11
-0.714,1.40450671991874e-06,6.16311336185236e-11
-0.713,1.44339920068457e-06,6.4318686566179e-11
-0.712,1.48336584030297e-06,6.71230327804583e-11
-0.711,1.524436205303e-06,7.00492290790922e-11
-0.71,1.56664067245224e-06,7.31025503603413e-11
-0.709,1.61001045083134e-06,7.62884989678565e-11
-0.708,1.65457760450534e-06,7.96128144558401e-11
-0.707,1.70037507580751e-06,8.30814837715093e-11
-0.706,1.74743670925254e-06,8.67007518726332e-11
-0.705,1.79579727609532e-06,9.04771327986063e-11
-0.704,1.84549249955308e-06,9.44174212143669e-11
-0.703,1.89655908070823e-06,9.85287044472199e-11
-0.702,1.94903472511034e-06,1.02818375037531e-10
-0.701,2.00295817009568e-06,1.07294143825096e-10
-0.7,2.05836921284367e-06,1.1196405359394e-10
-0.699,2.1153087391897e-06,1.16836493299251e-10
-0.698,2.17381875321474e-06,1.21920212901162e-10
-0.697,2.2339424076319e-06,1.27224338831102e-10
-0.696,2.29572403499203e-06,1.32758390117603e-10
-0.695,2.35920917972923e-06,1.38532295199467e-10
-0.694,2.42444463106919e-06,1.44556409455501e-10
-0.693,2.49147845682314e-06,1.50841533481141e-10
-0.692,2.56036003809111e-06,1.57398932143668e-10
-0.691,2.63114010489811e-06,1.64240354448955e-10
-0.69,2.70387077278898e-06,1.71378054254187e-10
-0.689,2.77860558040617e-06,1.788248118623e-10
-0.688,2.85539952807766e-06,1.8659395653556e-10
-0.687,2.93430911744102e-06,1.94699389967103e-10
-0.686,3.01539239213132e-06,2.0315561075106e-10
-0.685,3.09870897956134e-06,2.11977739893439e-10
-0.684,3.18432013382255e-06,2.21181547407855e-10
-0.683,3.27228877973676e-06,2.30783480041923e-10
-0.682,3.36267955808915e-06,2.40800690182183e-10
-0.681,3.45555887207309e-06,2.51251065987295e-10
-0.68,3.55099493498006e-06,2.62153262801486e-10
-0.679,3.64905781916608e-06,2.7352673590226e-10
-0.678,3.74981950632963e-06,2.85391774638796e-10
-0.677,3.85335393913495e-06,2.97769538019688e-10
-0.676,3.95973707421644e-06,3.10682091811273e-10
-0.675,4.06904693660024e-06,3.24152447210239e-10
-0.674,4.18136367558127e-06,3.38204601157e-10
-0.673,4.29676962209262e-06,3.52863578358981e-10
-0.672,4.4153493476079e-06,3.6815547509599e-10
-0.671,4.537189724616e-06,3.84107504882739e-10
-0.67,4.66237998871011e-06,4.00748046066869e-10
-0.669,4.79101180233309e-06,4.1810669144395e-10
-0.668,4.92317932022281e-06,4.36214299974521e-10
-0.667,5.05897925660211e-06,4.55103050691596e-10
-0.666,5.19851095415925e-06,4.74806498890973e-10
-0.665,5.34187645486499e-06,4.95359634700315e-10
-0.664,5.48918057267613e-06,5.16798944127251e-10
-0.663,5.64053096817275e-06,5.3916247269063e-10
-0.662,5.79603822518143e-06,5.62489891743731e-10
-0.661,5.95581592943553e-06,5.86822567602477e-10
-0.66,6.11998074932632e-06,6.12203633596704e-10
-0.659,6.28865251879845e-06,6.38678065167168e-10
-0.658,6.46195432244771e-06,6.66292758136441e-10
-0.657,6.64001258287604e-06,6.95096610286795e-10
-0.656,6.82295715036486e-06,7.25140606384142e-10
-0.655,7.01092139492572e-06,7.56477906792484e-10
-0.654,7.20404230079052e-06,7.89163939829773e-10
-0.653,7.40246056340511e-06,8.23256498021913e-10
-0.652,7.60632068899081e-06,8.5881583841864e-10
-0.651,7.81577109674065e-06,8.95904787141374e-10
-0.65,8.03096422371953e-06,9.34588848340662e-10
-0.649,8.25205663253656e-06,9.74936317747754e-10
-0.648,8.47920912186409e-06,1.01701840101308e-09
-0.647,8.71258683987443e-06,1.0609093370318e-09
-0.646,8.95235940067171e-06,1.10668652646548e-09
-0.645,9.19870100379569e-06,1.15443066567729e-09
-0.644,9.45179055687671e-06,1.20422588630725e-09
-0.643,9.71181180152296e-06,1.25615990072348e-09
-0.642,9.97895344252499e-06,1.31032415359521e-09
-0.641,1.02534092804604e-05,1.36681397984348e-09
-0.64,1.05353783477889e-05,1.42572876923608e-09
-0.639,1.0825065048526e-05,1.48717213790433e-09
-0.638,1.11226793015871e-05,1.55125210707091e-09
-0.637,1.1428436687899e-05,1.6180812892897e-09
-0.636,1.17425586013706e-05,1.68777708251144e-09
-0.635,1.20652724038282e-05,1.76046187230155e-09
-0.634,1.23968115840105e-05,1.83626324255039e-09
-0.633,1.27374159207323e-05,1.91531419503012e-09
-0.632,1.30873316503211e-05,1.99775337816689e-09
-0.631,1.34468116384363e-05,2.08372532541259e-09
-0.63,1.38161155563829e-05,2.17338070361603e-09
-0.629,1.41955100620349e-05,2.26687657181025e-09
-0.628,1.45852689854859e-05,2.36437665084933e-09
-0.627,1.49856735195454e-05,2.46605160434678e-09
-0.626,1.53970124152079e-05,2.57207933138543e-09
-0.625,1.58195821822169e-05,2.68264527148875e-09
-0.624,1.62536872948573e-05,2.79794272236336e-09
-0.623,1.66996404031055e-05,2.91817317094375e-09
-0.622,1.71577625492744e-05,3.04354663829205e-09
-0.621,1.76283833902938e-05,3.17428203892831e-09
-0.62,1.81118414257658e-05,3.31060755519081e-09
-0.619,1.86084842319442e-05,3.45276102725031e-09
-0.618,1.91186687017846e-05,3.60099035942786e-09
-0.617,1.96427612912209e-05,3.75555394349271e-09
-0.616,2.01811382718236e-05,3.91672109964454e-09
-0.615,2.07341859899998e-05,4.08477253591321e-09
-0.614,2.13023011329017e-05,4.2600008267393e-09
-0.613,2.188589100121e-05,4.44271091153029e-09
-0.612,2.24853737889651e-05,4.63322061401964e-09
-0.611,2.31011788706221e-05,4.83186118329005e-09
-0.61,2.37337470955132e-05,5.03897785735758e-09
-0.609,2.43835310898979e-05,5.25493045025018e-09
-0.608,2.50509955667951e-05,5.48009396355211e-09
-0.607,2.57366176437873e-05,5.71485922342594e-09
-0.606,2.64408871689977e-05,5.95963354416515e-09
-0.605,2.71643070554442e-05,6.21484141937323e-09
-0.604,2.79073936239735e-05,6.48092524191042e-09
-0.603,2.86706769549964e-05,6.75834605379573e-09
-0.602,2.94547012492336e-05,7.04758432730028e-09
-0.601,3.02600251977004e-05,7.34914077851896e-09
-0.6,3.10872223611579e-05,7.66353721475964e-09
-0.599,3.19368815592624e-05,7.99131741714394e-09
-0.598,3.28096072696529e-05,8.33304805987066e-09
-0.597,3.37060200372227e-05,8.68931966765189e-09
-0.596,3.46267568938231e-05,9.06074761289381e-09
-0.595,3.55724717886552e-05,9.44797315425779e-09
-0.594,3.65438360296162e-05,9.85166451830457e-09
-0.593,3.75415387358586e-05,1.02725180259934e-08
-0.592,3.85662873018488e-05,1.07112592658799e-08
-0.591,3.96188078731947e-05,1.11686443159325e-08
-0.59,4.06998458345336e-05,1.16454610159636e-08
-0.589,4.18101663097754e-05,1.21425302927548e-08
-0.588,4.29505546749966e-05,1.26607075400384e-08
-0.587,4.41218170842955e-05,1.32008840555866e-08
-0.586,4.53247810089208e-05,1.37639885377497e-08
-0.585,4.65602957899915e-05,1.43509886438812e-08
-0.584,4.7829233205144e-05,1.49628926131856e-08
-0.583,4.91324880494312e-05,1.56007509566273e-08
-0.582,5.04709787308224e-05,1.62656582166477e-08
-0.581,5.18456478806574e-05,1.69587547995467e-08
-0.58,5.32574629794015e-05,1.76812288834999e-08
-0.579,5.47074169980809e-05,1.84343184053087e-08
-0.578,5.61965290557622e-05,1.9219313129096e-08
-0.577,5.77258450934639e-05,2.0037556800301e-08
-0.576,5.92964385648882e-05,2.08904493884516e-08
-0.575,6.09094111443727e-05,2.17794494223439e-08
-0.574,6.25658934524685e-05,2.27060764213934e-08
-0.573,6.42670457995673e-05,2.36719134270867e-08
-0.572,6.60140589479884e-05,2.46786096386083e-08
-0.571,6.78081548929829e-05,2.57278831568935e-08
-0.57,6.96505876630757e-05,2.68215238415181e-08
-0.569,7.15426441402145e-05,2.79613962850243e-08
-0.568,7.34856449001827e-05,2.91494429094557e-08
-0.567,7.54809450737517e-05,3.03876871900793e-08
-0.566,7.75299352290484e-05,3.16782370114569e-08
-0.565,7.96340422756462e-05,3.30232881612541e-08
-0.564,8.17947303908601e-05,3.44251279673707e-08
-0.563,8.4013501968785e-05,3.58861390842214e-08
-0.562,8.6291898592579e-05,3.74088034342103e-08
-0.561,8.86315020305427e-05,3.89957063107014e-08
-0.56,9.10339352565307e-05,4.06495406490246e-08
-0.559,9.35008634952608e-05,4.23731114723341e-08
-0.558,9.60339952930768e-05,4.41693405193911e-08
-0.557,9.8635083614766e-05,4.60412710616465e-08
-0.556,0.000101305926966993,4.79920729172691e-08
-0.555,0.000104048370548987,5.00250476700982e-08
-0.554,0.000106864307431071,5.21436341017885e-08
-0.553,0.00010975567976167,5.43514138457741e-08
-0.552,0.000112724480003447,5.66521172719939e-08
-0.551,0.000115772752199204,5.90496296117054e-08
-0.55,0.00011890259326822,6.1547997332055e-08
-0.549,0.000122116154333712,6.4151434770491e-08
-0.548,0.000125415642082085,6.68643310394697e-08
-0.547,0.000128803320154711,6.9691257212359e-08
-0.546,0.000132281510572923,7.26369738018376e-08
-0.545,0.000135852595196967,7.57064385425768e-08
-0.544,0.000139519017219661,7.89048144904155e-08
-0.543,0.000143283282695515,8.22374784507696e-08
-0.542,0.000147147962106068,8.57100297494757e-08
-0.541,0.00015111569196227,8.93282993598343e-08
-0.54,0.000155189176444657,9.30983594001189e-08
-0.539,0.000159371189082172,9.70265330164296e-08
-0.538,0.000163664574470451,1.01119404666304e-07
-0.537,0.000168072250030404,1.0538383081916e-07
-0.536,0.000172597207807969,1.09826951090229e-07
-0.535,0.000177242516315909,1.14456199825341e-07
-0.534,0.000182011322418516,1.19279318154563e-07
-0.533,0.000186906853260171,1.24304366533443e-07
-0.532,0.000191932418238625,1.29539737791306e-07
-0.531,0.000197091411023989,1.34994170706856e-07
-0.53,0.000202387311624334,1.4067676413209e-07
-0.529,0.000207823688498895,1.46596991686403e-07
-0.528,0.000213404200719857,1.52764717043563e-07
-0.527,0.000219132600183703,1.59190209835178e-07
-0.526,0.000225012733873144,1.65884162195163e-07
-0.525,0.000231048546170679,1.72857705970707e-07
-0.524,0.000237244081224774,1.80122430626183e-07
-0.523,0.000243603485369784,1.87690401867558e-07
-0.522,0.000250131009600639,1.9557418101584e-07
-0.521,0.000256831012103411,2.03786845159309e-07
-0.52,0.000263707960842866,2.12342008115333e-07
-0.519,0.000270766436208108,2.21253842233891e-07
-0.518,0.000278011133717462,2.30537101076038e-07
-0.517,0.000285446866783753,2.4020714300196e-07
-0.516,0.000293078569541133,2.50279955704539e-07
-0.515,0.000300911299734648,2.60772181725761e-07
-0.514,0.000308950241673752,2.71701144994752e-07
-0.513,0.000317200709250957,2.83084878427726e-07
-0.512,0.000325668149026876,2.94942152631675e-07
-0.511,0.000334358143382874,3.07292505755282e-07
-0.51,0.0003432764137426,3.20156274532155e-07
-0.509,0.000352428823863681,3.33554626563301e-07
-0.508,0.000361821383200829,3.47509593887491e-07
-0.507,0.0003714602503417,3.62044107890085e-07
-0.506,0.000381351736516796,3.77182035602823e-07
-0.505,0.000391502309184728,3.92948217449097e-07
-0.504,0.000401918595694217,4.09368506491314e-07
-0.503,0.000412607387024121,4.26469809239136e-07
-0.502,0.000423575641602922,4.44280128079644e-07
