"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","num_est"
"Braunschweig",NA,NA,NA,0.822222222222222,0.822222222222222,0.8,0.766666666666667,0.755555555555556,0.744444444444444,0.711111111111111,0.677777777777778,0.6,0.555555555555556,0.522222222222222,0.477777777777778,0.488888888888889,0.466666666666667,0.455555555555556,0.477777777777778,0.477777777777778,0.466666666666667,90
"epiforecasts",0.53960396039604,0.53960396039604,0.554455445544555,0.559405940594059,0.554455445544555,0.54950495049505,0.554455445544555,0.54950495049505,0.559405940594059,0.584158415841584,0.603960396039604,0.603960396039604,0.594059405940594,0.559405940594059,0.559405940594059,0.54950495049505,0.54950495049505,0.50990099009901,0.51980198019802,0.495049504950495,0.504950495049505,202
"ETHZ_sliding_window",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530075187969925,0.5,0.447368421052632,0.402255639097744,0.342105263157895,0.334586466165414,0.345864661654135,266
"globalrt_7d",NA,NA,0.5,0.483333333333333,0.475,0.475,0.5,0.5,0.491666666666667,0.466666666666667,0.441666666666667,0.441666666666667,0.441666666666667,0.45,0.475,0.45,0.458333333333333,0.45,0.466666666666667,0.475,0.5,120
"ilmenau",NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.978165938864629,0.88646288209607,0.803493449781659,0.768558951965066,0.681222707423581,0.646288209606987,0.59825327510917,0.602620087336245,0.602620087336245,0.602620087336245,0.563318777292576,229
"RKI_7day",NA,NA,NA,NA,NA,0.540350877192982,0.568421052631579,0.547368421052632,0.491228070175439,0.452631578947368,0.407017543859649,0.364912280701754,0.329824561403509,0.294736842105263,0.23859649122807,0.182456140350877,0.126315789473684,0.12280701754386,0.119298245614035,0.0842105263157895,0.0631578947368421,285
"rtlive",NA,NA,0.577639751552795,0.565217391304348,0.571428571428571,0.577639751552795,0.583850931677019,0.590062111801242,0.602484472049689,0.614906832298137,0.62111801242236,0.639751552795031,0.652173913043478,0.670807453416149,0.670807453416149,0.670807453416149,0.658385093167702,0.664596273291925,0.670807453416149,0.670807453416149,0.670807453416149,161
"SDSC",NA,0.583617747440273,0.590443686006826,0.593856655290102,0.607508532423208,0.617747440273038,0.627986348122867,0.631399317406143,0.62457337883959,0.638225255972696,0.658703071672355,0.645051194539249,0.63481228668942,0.610921501706485,0.573378839590444,0.559726962457338,0.535836177474403,0.539249146757679,0.511945392491468,0.484641638225256,0.494880546075085,293
