date,R.consensus,lower.consensus,upper.consensus,R.SDSC,upper.SDSC,lower.SDSC,R.ETH,lower.ETH,upper.ETH,R.Ilmenau,lower.Ilmenau,upper.Ilmenau,R.epiforecasts,lower.epiforecasts,upper.epiforecasts,R.globalrt,lower.globalrt,upper.globalrt,R.rtlive,lower.rtlive,upper.rtlive,R.HZI,lower.HZI,upper.HZI
2020-03-25,1.369643197038321,1.3535419969152007,1.3858715827844155,1.3599177338387922,1.3759815496257215,1.3439794314297304,1.3145013323032384,1.2780789039181593,1.3509237606883175,1.369623692205195,1.3534589803545876,1.3857884040558024,1.8983635890849757,1.780567054655339,2.019327301134478,1.2869373941666502,1.1668261711593506,1.4081422092850346,1.194,1.058,1.322,1.4573111355793,1.42733409162038,1.51308605232536
2020-03-26,1.3363894697975105,1.3211736865521884,1.351721632516201,1.3195071969054786,1.3346583481830014,1.3044711466932848,1.2527666516133074,1.2177843727661917,1.287748930460423,1.3363713199488692,1.321097422271589,1.3516452176261493,1.7689626162217955,1.6500439533188138,1.8817258595033794,1.2546557953342483,1.1343341508442726,1.3749880589808026,1.147,1.018,1.279,1.41877654563542,1.39312378723008,1.47017048205227
2020-03-27,1.3118093939741817,1.2973336903336017,1.326392379628018,1.2828371824418834,1.2972125836373174,1.268568378878688,1.1966881358105637,1.1624323800650351,1.2309438915560922,1.3117924569875774,1.2972631818924034,1.3263217320827514,1.645895970348199,1.5285024692703306,1.7492394002953116,1.2252864765629412,1.1061551959542932,1.346201932824097,1.109,0.983,1.241,1.38457957663009,1.35896743684625,1.43589491135139
2020-03-28,1.268615384774689,1.2549050910075568,1.2824251767659602,1.249709991750021,1.2634246604734352,1.2360949339618734,1.1471966228996218,1.1133430355530212,1.1810502102462224,1.268599341018312,1.2548393649497944,1.2823593170868297,1.5338804229863658,1.417960535155138,1.632384924851281,1.1980954077142618,1.077072158972008,1.3176245148955268,1.069,0.954,1.193,1.33764788235565,1.31209378627827,1.38457957663009
2020-03-29,1.2175192196609104,1.204515950858324,1.2306157374013027,1.2194270525653788,1.2325755023640863,1.2063724440493677,1.1037932020290222,1.070268741155768,1.1373176629022763,1.2175038114882635,1.2044539840801562,1.2305536388963707,1.4318526689262723,1.3216443462921057,1.5288617596203256,1.1588232573328807,1.040552355693252,1.2767308720056203,1.033,0.93,1.151,1.2610851125338,1.23987213488017,1.30783794050672
2020-03-30,1.1696809085323376,1.157259791480144,1.1821905882660682,1.190787210962517,1.203444746360571,1.1782187408954925,1.0659365196773258,1.0322342902553023,1.0996387490993493,1.1696659438398445,1.1572006111683868,1.1821312765113021,1.342847222502793,1.2388468001066282,1.4386856338969234,1.1069649561987855,0.9866075937304554,1.2255005300841528,1,0.897,1.115,1.18906355735029,1.16793784967407,1.23139385549587
2020-03-31,1.160917231113325,1.1487814247129586,1.173138207093867,1.1627181920228715,1.1749458301238223,1.1505756849158606,1.033650477706406,0.9996460375037954,1.0676549179090165,1.1609027814775488,1.1487244531129823,1.1730811098421152,1.2664464848468668,1.170288341201174,1.3560701759332587,1.0767537134693586,0.9571088472470716,1.1971823501974612,0.968,0.872,1.09,1.14262319105644,1.12155883551995,1.18483626692568
2020-04-01,1.1352972932188063,1.123515595584043,1.1471610699244854,1.1351945396992469,1.1470476767791833,1.1234233424091424,1.0068457300954132,0.9726008578866037,1.0410906023042228,1.1352832036893452,1.1234605283337138,1.1471058790449766,1.2013115743685523,1.1074954646834478,1.288709428861455,1.0508950915616695,0.9281086464476004,1.170391868438975,0.943,0.848,1.058,1.1173494574451,1.10052385438722,1.15105694141283
2020-04-02,1.1174310492999449,1.1059256762013772,1.1290159436504017,1.108702570303598,1.1202344942484392,1.0972500606303999,0.9854301756030427,0.9511892103999395,1.0196711408061458,1.1174172878894673,1.1058722147284175,1.128962361050517,1.144590557323223,1.0540356112266787,1.2310610318620032,1.0381159239569513,0.9181450582138896,1.1586502224055204,0.923,0.824,1.034,1.10472845226734,1.08791739135946,1.13840801695007
2020-04-03,1.0934627079712163,1.0822339308194422,1.104768887717499,1.0835664110149799,1.0948272515965571,1.0723830520568238,0.9685971562306238,0.9345245606264863,1.0026697518347614,1.0934491683191763,1.0821817501563429,1.1047165864820097,1.096319159635975,1.008166146308958,1.1859739828702822,1.0241216765710877,0.9026892013652636,1.1437249360147288,0.901,0.799,1.002,1.09632047249647,1.08371770978863,1.12576938833084
2020-04-04,1.057396660470171,1.0464713819363438,1.0683977164799041,1.0589139603188145,1.0699445940814152,1.0479594022349858,0.9551112571736038,0.9211525836679932,0.9890699306792143,1.0573831916574914,1.0464200859837742,1.0683462973312086,1.054653649462034,0.9684864848304189,1.1406562870311483,0.9955542991942294,0.8739158285438681,1.1149757782522232,0.881,0.783,0.98,1.07112621003721,1.05854622523942,1.09632047249647
2020-04-05,1.0288337752891925,1.0181206893571269,1.0396217506530596,1.0334618484238043,1.0442935645450018,1.0227052923900428,0.9445208548775168,0.9106384852387447,0.9784032245162889,1.0288202972674283,1.0180698297177797,1.0395707648170769,1.0158909504679858,0.9309419505551941,1.1032427971408683,0.9624891240971032,0.8419631515781649,1.0827756323032185,0.864,0.767,0.957,1.01669959496233,1.00417273083395,1.04179128267247
2020-04-06,1.011127854836455,1.0005291098333633,1.021801186233425,1.0070083605191722,1.017670770908565,0.9964206868658219,0.9358674000957089,0.9017170402838977,0.9700177599075201,1.011114328217745,1.000478354365042,1.0217503020704481,0.9798295288806156,0.8989314248738025,1.0651638089856064,0.9265827068452986,0.8065564020424901,1.0447373142986591,0.846,0.749,0.944,0.958355473230891,0.950045342142769,0.979158589916156
2020-04-07,0.9870019598776594,0.976529696597674,0.9975488263296074,0.980465334784791,0.9909928309790482,0.9700126609813399,0.9279602791641771,0.8933935779244041,0.9625269804039501,0.9869882896526583,0.9764787914344109,0.9974977878709057,0.9470326592602194,0.8679548850903718,1.0357772124104927,0.889513855597183,0.7707052432692282,1.0099848101521405,0.83,0.737,0.931,0.925154635950194,0.916871393713186,0.945892717851393
2020-04-08,0.9632142489932565,0.9528383361686247,0.9736652153706049,0.95429481799299265,0.9647231466900152,0.9439419126455703,0.9201557957634967,0.8855246561225741,0.9547869354044193,0.9632003568101969,0.9527869867941463,0.9736137268262475,0.9155538232986515,0.8378773859801227,1.0037514559468133,0.84994867977101,0.7306809785670861,0.9687622165115812,0.818,0.733,0.92,0.916871393713186,0.908595208138116,0.929298859891217
2020-04-09,0.9272070620118488,0.9169654688839332,0.9375246317169745,0.928236981997241,0.9385988411824446,0.9179516662544496,0.9121656396571446,0.8776077421974746,0.9467235371168146,0.9271927853289742,0.9169132785166849,0.9374722921412635,0.8852311053604159,0.8107159682374235,0.9710082662277129,0.8192366091406664,0.6976414723306219,0.9394096073913014,0.805,0.715,0.908,0.916871393713186,0.912732410007012,0.929298859891217
2020-04-10,0.8617199722213534,0.8517409223049586,0.8717766629253054,0.9021522703042063,0.9124785647371385,0.8919041781424483,0.9034788342851459,0.8690729259584529,0.9378847426118389,0.8617049857347031,0.8516871999844878,0.8717227714849184,0.857419019751753,0.7827782245870698,0.9375807114730905,0.79668100574369,0.6761036451353115,0.9177448492692624,0.796,0.704,0.887,0.90445980616395,0.900326222457666,0.912732410007012
2020-04-11,0.8545348836679203,0.8443987118176962,0.864751849322023,0.8763404096320634,0.8866633253623128,0.8660979291761356,0.8936923503773891,0.8599848585447286,0.9273998422100497,0.8545192432330746,0.8443427651603818,0.8646957213057674,0.8313070813411951,0.7564373187045911,0.9081809431133383,0.8110430736561995,0.6913517146518615,0.9288013967204932,0.788,0.698,0.879,0.879686243881497,0.875563974080304,0.883810449168488
2020-04-12,0.8714497799331367,0.8609954421355794,0.8819884026838577,0.8525433953386333,0.862905173582908,0.8422649006722432,0.8829180126837122,0.8503559942645188,0.9154800311029055,0.8714335749989526,0.8609371890614935,0.8819299609364116,0.8068733535249601,0.7322358403186959,0.8817948982706532,0.7981874123099493,0.6785109948442845,0.9177656709543676,0.781,0.697,0.874,0.830352957785943,0.826255643404946,0.834452482637705
2020-04-13,0.833790230255627,0.823385575453807,0.8442821699248483,0.8325821767381351,0.8430347017072101,0.8222164094312909,0.8715626237482014,0.839780036427928,0.9033452110684748,0.8337731918270018,0.8233249994466215,0.8442213842073821,0.7852897105446407,0.7111868471595246,0.860949772801066,0.7526486995266556,0.6303301291120258,0.8722675721337152,0.778,0.69,0.872,0.765079781178265,0.765079781178265,0.769140585888771
2020-04-14,0.7768882256047973,0.766625117751664,0.7872425248392877,0.8174356826883419,0.8280339700923202,0.8069282176004242,0.8600616385038832,0.8281953644128045,0.8919279125949618,0.7768700193520853,0.7665614371865475,0.7871786015176232,0.7665082865503612,0.6915623806496337,0.8428017083157058,0.7510034787139095,0.6290652582035641,0.8722113944122711,0.768,0.681,0.871,0.712546349836756,0.712546349836756,0.716569457621152
2020-04-15,0.7554961209952111,0.7450637840338598,0.7660253884953679,0.8074143907113775,0.818211637566426,0.7967125524912969,0.848897449810342,0.8160940263227523,0.8817008732979317,0.7554766069726799,0.7449959418739002,0.7659572720714597,0.7517285376474402,0.6743204959781988,0.828746407888664,0.801109321148773,0.680840358599577,0.9221640841906776,0.763,0.679,0.856,0.704509702396384,0.700496249233713,0.708526417138469
2020-04-16,0.7503093010663112,0.7395584273506381,0.7611638629414132,0.80223046563612,0.8132737961375374,0.7912875612166306,0.838865096301383,0.8043998106528187,0.8733303819499472,0.7502883845812083,0.7394858196338748,0.7610909495285417,0.7400449717808324,0.6632240684178993,0.8133115069721956,0.8475849595799598,0.7275905787267165,0.9702425935608016,0.761,0.677,0.856,0.740772472404806,0.728657413844429,0.744816666282179
2020-04-17,0.7912915315743647,0.779875932929268,0.8028179893680455,0.8012182741018273,0.8125461151347894,0.7899962079028919,0.830418211387209,0.7939473750331141,0.8668890477413038,0.7912695233192086,0.7797986544978711,0.8027403921405462,0.7318282717146141,0.6580056615187649,0.8056758726825521,0.8761088908943975,0.7574864238070242,0.9972927003049922,0.754,0.671,0.85,0.78948367478601,0.773204038261687,0.797638550389006
2020-04-18,0.7986629769840109,0.7868846275816077,0.8105582790377107,0.8041050270593717,0.8157501587689552,0.7925712520998025,0.8236169112476416,0.7854793122290984,0.8617545102661848,0.7986398263298088,0.7868031715244869,0.8104764811351307,0.7259613238670218,0.6515146628139201,0.7995667598792316,0.8747887129566574,0.7557416601954088,0.9959122375467282,0.752,0.672,0.848,0.8180677491566,0.797638550389006,0.826255643404946
