date,consensus,RKI,SDSC,ETH,Ilmenau,epiforecasts,globalrt,rtlive,HZI
2020-06-16,1.0114253377903937,1.475864690231851,1.1875202290145401,1.0221720102472924,1.4239769809327822,1.0367105218656634,1.400470406866019,0.933,0.8998275
2020-06-17,1.1591111859953023,1.4707803992740471,1.1070879270110876,0.9778275351755282,1.1921694628927277,0.9908940205210589,1.5785457137588197,0.932,1.1809150000000002
2020-06-18,1.307753301456622,1.4205951186894015,1.0310904572887167,0.9412944734871662,1.0447524414166776,0.9493868812699165,1.5944226374039787,0.938,1.482166
2020-06-19,1.4456167951779553,1.1920131291028446,0.9669612695362133,0.9133822313884901,0.8760387513455329,0.9117463595806654,1.5364108968494758,0.944,1.8010825
2020-06-20,1.3765725942447071,1.1254184908575844,0.9162138011135335,0.892847041034756,0.7859848222474046,0.8799124379348253,1.3492365826600496,0.948,1.895008
2020-06-21,1.2606599264410352,1.035538005923001,0.878692096125131,0.8794197245576035,0.7758556624416829,0.8540693143156988,1.171532173582539,0.955,1.756629
2020-06-22,1.2313411572710602,0.8265474229230407,0.8552199320058111,0.8718693915703901,0.7851588461117825,0.83633425930230465,1.054867196282943,0.965,1.5827045
2020-06-23,1.1754904606833885,0.7620468104635154,0.8455776374238839,0.8688230107178249,0.7929700369399603,0.8236452255808269,0.9540421688341992,0.972,1.4301485
2020-06-24,1.037740869498168,0.7308924485125858,0.8461802249957187,0.8695556527841829,0.8235822345211807,0.8170838834663428,0.8759304165180875,0.985,1.2906735
2020-06-25,0.982600980322731,0.7275977121067684,0.8529069306647817,0.8735966832185015,0.8377513799049934,0.8178284936816345,0.8949709078125945,0.997,1.1874384999999998
2020-06-26,0.8868350198896565,0.8342824601366743,0.8611226019899845,0.8797315665758727,0.8330090443090632,0.8242361155897244,0.9057888684804958,1.009,1.1178750000000002
2020-06-27,0.8550876903568757,0.8657031014754591,0.868353519068526,0.8875457261356335,0.8556476232010467,0.8364369818290656,0.9217475484024682,1.018,1.004733
2020-06-28,0.889570350488139,0.8860363180964308,0.8747868517449083,0.8955927958057359,0.8650259655546467,0.8534875339676651,0.9406165409093116,1.029,0.8437300000000001
2020-06-29,0.9132418652012074,0.9285948247625286,0.881089372874812,0.9042759013219295,0.8607824958279253,0.874124137950036,0.9247817058815831,1.043,0.735097
2020-06-30,0.9075649380341393,0.9457337883959044,0.8872347271099126,0.9149226866861605,0.8600241082055358,0.8988405153699524,0.8688496512139844,1.051,0.6840385
2020-07-01,0.9211972736469984,0.9405217391304348,0.8952240172421589,0.9284405698665774,0.8708987244589768,0.9256900692765907,0.8291754078979373,1.061,0.6866095
2020-07-02,0.9111870615751443,0.9250883392226148,0.9056756424435131,0.945658916127764,0.8766011596777874,0.954429756301886,0.8234885356124793,1.072,0.723462
2020-07-03,0.8852228556493643,0.9044091710758377,0.9204788198623944,0.9667996875105772,0.8981659517822809,0.9835972682378027,0.8320044357316674,1.083,0.76386
2020-07-04,0.9010390819444015,0.9177192349332371,0.9398833681704428,0.991471854449717,0.9158211420481361,1.0132629381118183,0.8697728523809303,1.091,0.7618275
2020-07-05,0.9052767296923655,0.9201183431952663,0.9630321814694389,1.0189068880545817,0.9325801513550809,1.044386251864085,0.8937890949928229,1.101,0.6833215
2020-07-06,0.896310134783836,0.9278074866310161,0.9891266463443578,1.0477144609499325,0.9495015237936085,1.0738009984166852,0.8897472406661172,1.11,0.636579
2020-07-07,0.8965425606074315,0.9286271450858035,1.0180513707780656,1.0769013542188757,0.9952701887904816,1.1009161844767115,0.8729326524307484,1.116,0.644385
2020-07-08,0.9095929852887604,0.9500589854502556,1.048518004012919,1.1058130858566115,1.041328369888232,1.124630663045032,0.8705187606026922,1.119,0.716799
2020-07-09,0.9119848927328872,1.005225080385852,1.0787963702903984,1.133662736612148,1.1011870856023152,1.1451595542945827,0.8831806066633932,1.119,0.8156384999999999
2020-07-10,0.9298181741932533,1.065459036640593,1.1060545691343702,1.1595420201995832,1.1380508536407412,1.161660044181119,0.9146974784335572,1.124,0.921057
2020-07-11,0.9401423477461983,1.115497690046199,1.1293902175939337,1.1824601614567534,1.1920260190257341,1.175070819979718,0.9518957422802166,1.124,0.95395
2020-07-12,0.9482832265637132,1.1705298013245033,1.1495992366688452,1.2014157335303406,1.1922174692976404,1.1840107913635853,0.9962004529806792,1.127,0.8794795
