date,none,none.lower,none.upper,RKI,RKI.lower,RKI.upper,SDSC,SDSC.lower,SDSC.upper,R_calc,lower,upper
2020-03-30,1.169686744648525,1.157265565621239,1.182196486799231,0.9496302237477031,0.9389304724493335,0.9604109552795013,1.1907872109631548,1.1782187408961236,1.2034447463612157,1.0659365196773258,1.0322342902553023,1.0996387490993493
2020-03-31,1.1609217675231975,1.1487859137008527,1.1731427912585275,0.9475275554638003,0.936752021033606,0.9583854093813785,1.1627181920234944,1.1505756849164765,1.1749458301244515,1.033650477706406,0.9996460375037954,1.0676549179090165
2020-04-01,1.1353007773576287,1.1235190435657545,1.147164590472313,0.9451939394935572,0.9343423233250527,0.9561292539397032,1.1351945396998546,1.123423342409744,1.1470476767797972,1.0068457300954132,0.9726008578866037,1.0410906023042228
2020-04-02,1.1174337586613494,1.105928357666462,1.129018681100936,0.9349288205227675,0.9240511637050316,0.9458915099974049,1.1087025703041915,1.0972500606309874,1.120234494249039,0.9854301756030427,0.9511892103999395,1.0196711408061458
2020-04-03,1.0934648136587932,1.082236014883697,1.104771015177453,0.9349627766544228,0.9239868277433178,0.9460253048583823,1.0835664110155603,1.0723830520573983,1.0948272515971436,0.9685971562306238,0.9345245606264863,1.0026697518347614
2020-04-04,1.0573982879935153,1.0464729926437226,1.0683993609358493,0.9387742617265468,0.9276777729795807,0.9499588873766638,1.0589139603193816,1.0479594022355472,1.0699445940819883,0.9551112571736038,0.9211525836679932,0.9890699306792143
2020-04-05,1.0288350536581403,1.0181219544146178,1.0396230424265176,0.9444903910433238,0.9332700651488591,0.9558002902482111,1.0334618484243576,1.0227052923905906,1.044293564545561,0.9445208548775168,0.9106384852387447,0.9784032245162889
2020-04-06,1.0111288774440996,1.0005301217219305,1.02180221963558,0.944099852072329,0.9328021924451081,0.9554883668721943,1.0070083605197113,0.9964206868663553,1.01767077090911,0.9358674000957089,0.9017170402838977,0.9700177599075201
2020-04-07,0.9870027762148406,0.976530504273375,0.9975496513899721,0.925742612622073,0.914477121385134,0.9371002463311812,0.9804653347853161,0.9700126609818592,0.9909928309795788,0.9279602791641771,0.8933935779244041,0.9625269804039501
2020-04-08,0.9632149045723353,0.9528389846856906,0.9736658780627792,0.9231033337397742,0.9117459704395164,0.9345546247749735,0.9542948179935037,0.9439419126460757,0.9647231466905319,0.9201557957634967,0.8855246561225741,0.9547869354044193
2020-04-09,0.9272075847673793,0.9169659858652954,0.9375251602895084,0.9027849612473856,0.8914389218714768,0.9142268679732987,0.9282369819977381,0.917951666254941,0.9385988411829471,0.9121656396571446,0.8776077421974746,0.9467235371168146
2020-04-10,0.8617203786403,0.8517413240174168,0.8717770740873586,0.9061402470488708,0.8946277739764719,0.9177510642468166,0.9021522703046896,0.8919041781429261,0.9124785647376272,0.9034788342851459,0.8690729259584529,0.9378847426118389
2020-04-11,0.8545352271122867,0.8443990511882545,0.8647521968726691,0.8830551258309025,0.8715487909306618,0.8946622903101169,0.8763404096325327,0.8660979291765994,0.8866633253627876,0.8936923503773891,0.8599848585447286,0.9273998422100497
2020-04-12,0.8714500792410048,0.8609957378528039,0.8819887056113179,0.868782396052229,0.8571956153468213,0.8804731223489722,0.8525433953390898,0.8422649006726943,0.86290517358337,0.8829180126837122,0.8503559942645188,0.9154800311029055
2020-04-13,0.8337904732730296,0.8233858154386575,0.8442824160002428,0.8407045545419936,0.8291071697274912,0.8524095864631965,0.8325821767385809,0.8222164094317312,0.8430347017076615,0.8715626237482014,0.839780036427928,0.9033452110684748
2020-04-14,0.7768884195152952,0.7666253091005006,0.7872427213342078,0.8336771088567809,0.821882422993158,0.8455841009598976,0.8174356826887796,0.8069282176008564,0.8280339700927636,0.8600616385038832,0.8281953644128045,0.8919279125949618
2020-04-15,0.7554962853392441,0.7450639461085331,0.7660255551298458,0.8372889099660932,0.8252041348635513,0.8494910975963822,0.80741439071181,0.7967125524917237,0.8182116375668643,0.848897449810342,0.8160940263227523,0.8817008732979317
2020-04-16,0.7503094442591157,0.7395585684916919,0.761164008205757,0.8039157513219808,0.7918233406839449,0.8161306535470987,0.8022304656365495,0.7912875612170543,0.8132737961379729,0.838865096301383,0.8043998106528187,0.8733303819499472
2020-04-17,0.7912916640277626,0.7798760634718218,0.8028181237508442,0.7904592189920403,0.7781613002274614,0.8028860298029795,0.8012182741022564,0.7899962079033152,0.8125461151352246,0.830418211387209,0.7939473750331141,0.8668890477413038
2020-04-18,0.7986630927123067,0.7868847416031908,0.8105583964896661,0.7860467455310302,0.7734396800396557,0.7987900693279915,0.8041050270598022,0.7925712521002268,0.8157501587693919,0.8236169112476416,0.7854793122290984,0.8617545102661848
2020-04-19,0.8158826544075185,0.80368331724839,0.8282048230048883,0.7777751842424371,0.7648820807693445,0.790812367211789,0.8098927419300872,0.7980258379570754,0.8218767101353941,0.8183668527710465,0.7793858684493776,0.8573478370927153
2020-04-20,0.8593820915349688,0.8465771964263958,0.8723154606353658,0.7829206626970323,0.7696106782594689,0.7963832290321388,0.8160257974852112,0.8038268171156526,0.8283475803094498,0.8148323912534593,0.7761050816842797,0.8535597008226389
2020-04-21,0.8721036288271178,0.8589936898051305,0.8853462833155327,0.7908857027328333,0.7771335485989979,0.804799146822847,0.819675064005683,0.8071669896858575,0.8323116948426462,0.8130889082934412,0.775686663913506,0.8504911526733763
2020-04-22,0.8479660892180363,0.8348562546523625,0.8612124542764883,0.7908313903582956,0.7767167881256233,0.8051159609087362,0.8195610752945491,0.8067730782117035,0.8324834971884518,0.8125684098052111,0.7769625862175987,0.8481742333928234
2020-04-23,0.808967096472983,0.7959299542619602,0.8221458310847936,0.8114858029960873,0.7968122060954069,0.8263384504923168,0.8158839375170516,0.8028377898635379,0.8290706592810868,0.8121700176375808,0.7776813690240012,0.8466586662511604
2020-04-24,0.7834030441338501,0.7702577752224309,0.7966970279705945,0.8059006051265554,0.7909371771254999,0.8210515786953446,0.8093393630208359,0.7960458055385429,0.8227801004258632,0.8112772615153823,0.7767927472250177,0.8457617758057469
2020-04-25,0.7791458519415831,0.7656585577148883,0.7927906124578847,0.7952233749386656,0.7800069472492597,0.810636423334953,0.800168836973078,0.7866325459530786,0.8138595320993766,0.8098019248370147,0.7749124635417333,0.8446913861322962
2020-04-26,0.7806478829340531,0.7667538069820224,0.7947088004085611,0.7979693489217603,0.7823338451916636,0.813811802766314,0.788615024520683,0.7748350975091645,0.8025573692582703,0.807521211336348,0.7721004109207004,0.8429420117519957
2020-04-27,0.7857434482139819,0.7714089547362228,0.8002544295114405,0.7973232493044906,0.781295375101582,0.8135688418768886,0.7762589541358068,0.762216930483574,0.7904723886560583,0.8040014578137052,0.7681737353434059,0.8398291802840046
2020-04-28,0.7775157042012649,0.7628688075039205,0.7923488901387905,0.8005146788411136,0.784046865026521,0.8172114836905503,0.7649412027227658,0.7505996825126836,0.7794642501265657,0.7991182019269536,0.7631363139630136,0.8351000898908936
2020-04-29,0.7472362970113857,0.7324748277002718,0.7621947710367587,0.8030885270064314,0.7861826702244383,0.8202350239397278,0.7554739522494692,0.7407880931293018,0.770352635676653,0.7934340084188651,0.757988138550493,0.8288798782872373
2020-04-30,0.7448450510695257,0.7296250821753245,0.7602752219882644,0.7960391980481737,0.7787960837390394,0.8135349708548565,0.748037337892789,0.7329618482114629,0.7633181386272568,0.788043762222276,0.753841290477133,0.822246233967419
2020-05-01,0.7106845493944278,0.695324292077972,0.7262693721726883,0.7951335449212752,0.7774607383344804,0.8130721634837762,0.7429496467209549,0.7274372017518297,0.758681073347153,0.7837238628864036,0.7507649475074137,0.8166827782653935
2020-05-02,0.7060800482174064,0.6901918682883571,0.722210208030936,0.7903682647724243,0.7722942670937949,0.8087220779751375,0.7410061326707171,0.7250022822247367,0.757243783566985,0.7811167419619658,0.7492241959506181,0.8130092879733135
2020-05-03,0.73505924790031,0.7182176718950615,0.7521620694941721,0.794734118138715,0.7761317104888817,0.8136314215178777,0.7431844323275445,0.7266265233167616,0.7599919925734522,0.7808965648147075,0.7496502553677978,0.8121428742616171
2020-05-04,0.7424055673958483,0.7249106816132466,0.7601796945057946,0.7965844172484718,0.7774800258748478,0.8159992336068664,0.7500993038804034,0.7329225909362522,0.7675423121141005,0.7834305264434942,0.7518421873350829,0.8150188655519055
2020-05-05,0.7506951143920367,0.73254550102437,0.7691420658807533,0.8038771102821736,0.7841987056726402,0.8238819965975515,0.7615797342901444,0.7437289802616288,0.7797138618195756,0.7887648603708884,0.7555288031043639,0.822000917637413
2020-05-06,0.7726789529250289,0.7536984707427692,0.7919754512749815,0.8238051464654437,0.8033983794793085,0.8445545857069907,0.7770016804827146,0.7584382496492904,0.7958655732686146,0.7965447481077662,0.7609815911685903,0.8321079050469421
2020-05-07,0.7828992430918268,0.7632671536881536,0.8028651217129896,0.8303493422183409,0.8094235001359447,0.8516327757807449,0.7952011132528015,0.7759102610291166,0.8148090897632769,0.8056980553264266,0.7676185525378129,0.8437775581150403
2020-05-08,0.8314672021484283,0.8107061271712307,0.8525797307838899,0.8461633861801114,0.8246095823825259,0.8680895438903993,0.8138953523932375,0.7938992422637378,0.8342244420435304,0.8154196211329251,0.7752050472818062,0.855634194984044
2020-05-09,0.8710030079700123,0.8493396776727701,0.8930316095111656,0.8593398331993858,0.8372193121794888,0.8818466034241506,0.8312089399450561,0.8105571416467384,0.8522085806219761,0.825398068852473,0.7846100647085223,0.8661860729964237
2020-05-10,0.8839606193652244,0.8618435326609156,0.9064528963577961,0.8521273759316841,0.829737941707152,0.8749160017586144,0.8450522585656164,0.8238195105882637,0.8666467400200228,0.8347586605141746,0.7948114831878832,0.874705837840466
2020-05-11,0.9016351648814933,0.879027502981349,0.9246271750921459,0.8606722046041417,0.8377720524342884,0.8839859153790866,0.8540263664988292,0.8322981682779206,0.8761294768427883,0.842586847897704,0.8042836680877921,0.8808900277076159
2020-05-12,0.882966884051077,0.8603636632438731,0.905962565434857,0.8634945981237969,0.840167507908904,0.8872495272277717,0.8578675424756771,0.8357212519986295,0.8804016666495734,0.8483000806673016,0.8121577692122711,0.884442392122332
2020-05-13,0.8623531831485702,0.8397196758224663,0.8853897876704685,0.8580663482953372,0.8344306328209423,0.8821442370923455,0.8577725074173176,0.835257188820194,0.8806888552228246,0.8520371489863462,0.8178810971659171,0.8861932008067753
2020-05-14,0.8303505883373486,0.8077646342488516,0.8533536894419546,0.84842520648677,0.8245150722831408,0.872793182001271,0.8551114427763571,0.8322484464618477,0.8783893740607577,0.8541377900542605,0.8210734306725838,0.8872021494359372
2020-05-15,0.825992651083703,0.8029726875841731,0.8494484324392024,0.8452116823133661,0.8208946847995542,0.8700042267957898,0.8524476254596896,0.8292176879563873,0.8761074130823688,0.8550843496027194,0.8222162648007603,0.8879524344046785
2020-05-16,0.825098647058898,0.8015667366940495,0.8490866713295838,0.848980330167842,0.8241323209051014,0.8743228461905846,0.8499323751514647,0.8263150102926626,0.8739955256927746,0.8553010395177046,0.8222508047567186,0.8883512742786907
2020-05-17,0.8581674239533567,0.8336267224653586,0.8831850936436225,0.8462303998788705,0.8209539595851044,0.8720204204514842,0.847877560341196,0.8238495936048373,0.8723682404047097,0.8550350228408199,0.8214081173211335,0.8886619283605063
2020-05-18,0.8594076059776679,0.8344198538204215,0.8848893101196534,0.8790860458492459,0.8528251449230447,0.9058805937287773,0.8461203186987886,0.8216625059977832,0.8710587297877155,0.8548109528786755,0.8202315589852877,0.8893903467720633
2020-05-19,0.8640223282146263,0.8385498391313376,0.8900055195030776,0.9009573697237317,0.87397973150706,0.9284845370093207,0.8451465447274021,0.82023338416857,0.8705591352141702,0.8559166120731152,0.8205852032651709,0.8912480208810595
2020-05-20,0.8794551452028316,0.8533299240983253,0.9061082313691794,0.8961542420458436,0.868952371779688,0.9239179666926349,0.8448468085260631,0.8194563523355685,0.8707564026504443,0.8586003386844697,0.822983274408807,0.8942174029601324
2020-05-21,0.8250243560103663,0.7993647788482915,0.8512272627058536,0.9064218816351982,0.878736753956924,0.9346824862331787,0.8449326139267763,0.8190492538049355,0.8713556229471724,0.863017384048638,0.8277236304667175,0.8983111376305586
2020-05-22,0.8212904745971398,0.7951271498022475,0.8480215329001622,0.8912232499921614,0.8634694494494476,0.9195654893198171,0.8451856516205399,0.8187981180772745,0.8721341195354813,0.8687363271890102,0.8344726847635949,0.9029999696144254
2020-05-23,0.836041978734354,0.8090161661565597,0.863663075754137,0.9086704151234083,0.8802753297322385,0.9376696645645375,0.846109412462016,0.8191985251244492,0.8736033014966268,0.8747630345315941,0.841990813083805,0.9075352559793832
2020-05-24,0.8468656003684147,0.8190976794639677,0.8752541117834535,0.8958665143378579,0.867357900644198,0.9249930793193184,0.8479324677050283,0.8204769472482595,0.8759937600250732,0.880571170538066,0.8489824507189819,0.9121598903571501
2020-05-25,0.8486680344783635,0.82034783926933,0.8776326370764719,0.8467708933977129,0.8187147781626987,0.8754607680653695,0.8518398056718968,0.8238014700905784,0.880507237242042,0.8853006338163908,0.8540271704740564,0.9165740971587252
2020-05-26,0.8540806606018222,0.8251439130154641,0.8836861499038026,0.8312965652418347,0.8029469322046685,0.8603057714766292,0.857406442585384,0.8287610365895957,0.886704439105041,0.8868660893747216,0.8550730054739201,0.918659173275523
2020-05-27,0.8335667866355121,0.8044726901165367,0.8633540406696363,0.8508985308003266,0.8215596902847737,0.8809276819000332,0.8631975315377552,0.8339518990822975,0.8931190441820405,0.8854754669538523,0.8523065553234009,0.9186443785843036
2020-05-28,0.8971865413407271,0.8663624758038826,0.9287332047975252,0.843392248184878,0.8136189341214499,0.8738832015720709,0.8671739415131825,0.8373717349017754,0.8976750133413266,0.8819339323676123,0.8468877832623254,0.9169800814728992
2020-05-29,0.8887480155451113,0.857693026146953,0.9205437323599674,0.8681811919098285,0.8373756290701324,0.8997331749534758,0.8678281992970022,0.8375334113880494,0.8988448694040034,0.8767974452732104,0.8399369910752797,0.913657899471141
2020-05-30,0.9164700409609432,0.8845437640592881,0.9491554561456651,0.8646812668198546,0.8334350985984212,0.8966988140667963,0.8661141932413001,0.835361567054882,0.8976124638160697,0.8706751096624691,0.8323002081110408,0.9090500112138974
2020-05-31,0.9239890112104187,0.891624461451761,0.9571274378000415,0.8900389628085597,0.8578154295439178,0.9230595507383164,0.8630517200597136,0.831848328752628,0.8950258421150908,0.8642683010199597,0.82480221396328,0.9037343880766393
2020-06-01,0.8539588224889749,0.8226053232025272,0.8860990747848323,0.9012196737770028,0.8683635872641582,0.9348942764306813,0.8593813911017723,0.827716101696659,0.8918441671941402,0.8588298268497768,0.819011237878311,0.8986484158212427
2020-06-02,0.7865572249437631,0.7559305548868519,0.8180001703407245,0.897409450664746,0.8642538568357927,0.9314023714954005,0.8557091238441021,0.8235575716000474,0.8886867847415824,0.8560017656407594,0.816503075071731,0.8955004562097877
2020-06-03,0.785803611021859,0.7542919084102674,0.8181809698166365,0.8853687516340067,0.8520407232516768,0.9195547566285002,0.8539163994648922,0.8212179098989923,0.8874715608795228,0.856325088955247,0.8177716043807473,0.8948785735297466
2020-06-04,0.8314491948477297,0.7980645256770235,0.8657521743466828,0.8622984771961962,0.8289485516350985,0.8965311191421631,0.8581723525859698,0.8247905134509192,0.8924429871566005,0.8592384345746997,0.8222657872617972,0.8962110818876022
2020-06-05,0.8707903062675066,0.8358779371225524,0.9066615420906026,0.8947591459243319,0.860181053068845,0.9302517222936403,0.8697813863085162,0.8355773974745029,0.9049063052934762,0.8651583376696087,0.830077545170146,0.9002391301690714
2020-06-06,0.868617032436317,0.8332320456066169,0.904989925964796,0.8992387895664873,0.8641120159460558,0.9353048676323746,0.8869563545486139,0.8518615593698248,0.923002059142678,0.874284313984605,0.8407598862494239,0.9086882911635439
2020-06-07,0.886592123345366,0.8502996169555492,0.9239029291276581,0.9073180129642767,0.8716160516772256,0.9439818414459055,0.9051376085455386,0.8692045010416127,0.9420476613412585,0.8857311729210142,0.8514692668398414,0.9209000890685975
2020-06-08,0.9744155727235636,0.935836312801167,1.0140408210862457,0.9169893519953906,0.8806987263201204,0.954263497313636,0.920868356963255,0.884226867723695,0.9585083995102456,0.8981716657950346,0.8631958000846014,0.9340798109323682
2020-06-09,1.0228260786904328,0.9832364028025378,1.0634644764035388,0.9386978520470465,0.9016169729040489,0.9767817536943452,0.9337350483670165,0.89651155947968,0.9719749158664068,0.9106740427186951,0.8750320342629316,0.9472710191002482
2020-06-10,1.0190406561321093,0.9797601143730097,1.0593573270784933,0.9366626430414432,0.8993693238585951,0.9749729340432026,0.9445709001103455,0.9068600577773076,0.9833129841856839,0.9230512562351969,0.8867959986022066,0.9602814705976251
2020-06-11,0.9208816814727006,0.8837398132364381,0.9590499310849419,0.9830687751650388,0.9445820816180962,1.0225869661297222,0.9551364189589867,0.9169877155069935,0.9943287889724813,0.9362924773536221,0.8973413843012122,0.9752435704060319
2020-06-12,0.908376227366353,0.8711343025761396,0.9466647574784212,0.9899730817454712,0.9513019737636207,1.029678271138571,0.96836800272369294,0.9297719562109411,1.0080176782849533,0.9508167269953863,0.9093082016317372,0.9923252523590355
2020-06-13,0.9393503531303267,0.9009660363196682,0.9788097079404544,1.0027853705731724,0.9638713270497709,1.0427329671752974,0.9889153149997755,0.9497862414539332,1.0291046085656,0.9675174418027027,0.9246840743099983,1.010350809295407
2020-06-14,0.9636191981781519,0.924424125664545,1.00390683002198,1.010272462689805,0.9712610580287522,1.0503147649345856,1.0221190655098233,0.9823122173674522,1.0629870809697408,0.9882743177542865,0.945201400135397,1.031347235373176
2020-06-15,0.9595735010037111,0.9203108731631556,0.9999372636459937,1.0283635935727595,0.989083697513921,1.0686699442881937,1.06827266779186,1.0277249373283293,1.1098731476409263,1.0146353556167838,0.9720292737370323,1.057241437496535
2020-06-16,1.011425337805375,0.9709260201826805,1.053035515883939,1.0457294080282946,1.0062837784373253,1.0861926492006757,1.1217131755854763,1.0805654786361973,1.163892452327636,1.0474305325757458,1.0055545686699527,1.0893064964815389
2020-06-17,1.1591111860094145,1.1158089723950324,1.2035194893125774,1.0805422420023132,1.040699401846807,1.1213892566272765,1.1717708847285608,1.1304119824107772,1.214126511362517,1.0854703504554184,1.0439850404847153,1.1269556604261215
2020-06-18,1.307753301469193,1.262725576526857,1.353838954508251,1.1472674282812179,1.1066465618070351,1.1888703737526674,1.2087859372665424,1.1677384190278417,1.250784290671833,1.1229803743588163,1.0812818332592826,1.16467891545835
2020-06-19,1.4456167951884993,1.4001851621065442,1.4920207082877361,1.3474166948018225,1.3042151526109609,1.3915618921654551,1.2260892488181956,1.1858755629427506,1.2672019380970319,1.153196323402058,1.1113083258047358,1.19508432099938
2020-06-20,1.3765725942520761,1.3347576966324586,1.419251819752605,1.3065434093322397,1.2658819457403385,1.3480664202644652,1.2236170412422145,1.1846110100441134,1.2634700653766981,1.1722214724476938,1.1305688803235527,1.2138740645718349
2020-06-21,1.2606599264460763,1.2225962073268646,1.2995056078957627,1.2535665558461762,1.2153674092921107,1.2925578463011322,1.2028392591776664,1.1652613291079652,1.241216527576475,1.1776028095971063,1.136834415731396,1.2183712034628165
2020-06-22,1.231341157274867,1.194931318912171,1.2684832047690195,1.2320131286819245,1.1953423774941938,1.2694263147723377,1.1661188095804342,1.1300565131440206,1.2029402822307584,1.169230940068196,1.1299992780916386,1.2084626020447533
2020-06-23,1.175490460686228,1.1408829046833209,1.2107909009741769,1.1929500827184865,1.1578843872236724,1.2287166953864328,1.1188443328627538,1.084239649862111,1.1541776002748567,1.1486349027623493,1.1114101696513008,1.1859593852993981
2020-06-24,1.037740869500153,1.0059117882229798,1.0702344012197744,1.1408264355531224,1.1073384758775786,1.1749828468722305,1.06886852407792,1.035518760984185,1.1029267577957211,1.1192052992068617,1.0838100454987964,1.1553629251367725
2020-06-25,0.9826009803242753,0.9517125934735624,1.0141505834574367,1.059633712086602,1.0278972974147569,1.092016746729566,1.0218338827420645,0.989462975959375,1.0549032345239684,1.0855477816695935,1.0511926330957946,1.1206434354937453
2020-06-26,0.886835019890822,0.8573232563885342,0.9170163993714007,0.8770007896978206,0.8483177176613496,0.906323242377954,0.9821434900474798,0.9504383760661146,1.0145459777804984,1.0518582543248844,1.0183751483204735,1.086067370259648
2020-06-27,0.8550876903578388,0.8255859296847503,0.8852840403012813,0.8628241375520584,0.8338138695733932,0.8924996207693757,0.9497415573987793,0.918431638138772,0.9817551064875671,1.0200516180813874,0.9872566311911403,1.0535649542219292
2020-06-28,0.8895703504890051,0.8587822219135485,0.9210856918800747,0.8697640009940655,0.8399514916424194,0.9002737329733256,0.9245102394610857,0.8933609708378384,0.9563752985391116,0.9916185189242703,0.959323226448963,1.0246306163773107
2020-06-29,0.9132418652019664,0.8815292424908082,0.9457060901968289,0.8643477762769154,0.8340526928335323,0.8953677329395863,0.9082096815927188,0.8769826259074489,0.9401693653095305,0.9673162630888794,0.9344951870348948,1.000137339142864
2020-06-30,0.9075649380347767,0.8755943539251041,0.9403044445516556,0.8614787524245003,0.8306647321717531,0.8930455610463007,0.9011831929157097,0.8696632646102667,0.9334556822357947,0.948037535777192,0.9140079784700778,0.9820670930843062
2020-07-01,0.921197273647546,0.8886076828096533,0.9545741081704955,0.877685727356174,0.8459968754259956,0.9101561981873688,0.9000030874921614,0.8680683923778034,0.9327115617373997,0.932711651833863,0.8974903520050923,0.9679329516626336
2020-07-02,0.9111870615756005,0.878451272306341,0.9447262028964,0.8922008601842402,0.8597360551178284,0.925472841365553,0.9015118610618963,0.869118159662628,0.9347006580538664,0.9216987079522714,0.8856149498469476,0.9577824660575952
2020-07-03,0.8852228556497392,0.8526053959253289,0.91866178236185,0.9182270095101328,0.8848442878288946,0.9524389884834913,0.9026477917175247,0.8698143043799875,0.9362973299676787,0.9142586785395257,0.8776792608455298,0.9508380962335216
2020-07-04,0.9010390819447266,0.8676350230123627,0.9352897147778498,0.9151926644083134,0.8815430836559867,0.9496878465792215,0.9028078746596945,0.8695603067903345,0.9368923182858118,0.9095268465004155,0.8727745424537433,0.9462791505470877
2020-07-05,0.9052767296926425,0.8713573163703668,0.9400651905793667,0.9110285571243755,0.8771249523642849,0.9457947672333992,0.9034466300307321,0.8697759817308448,0.9379752424140776,0.9073949090983678,0.8707003732023729,0.9440894449943628
