date,R.RKI,lower.RKI,upper.RKI,R.ETH,lower.ETH,upper.ETH,R.Ilmenau,lower.Ilmenau,upper.Ilmenau,R.SDSC,lower.SDSC,upper.SDSC,R.globalrt,lower.globalrt,upper.globalrt,R.epiforecasts,lower.epiforecasts,upper.epiforecasts,R.rtlive,lower.rtlive,upper.rtlive,R.HZI,lower.HZI,upper.HZI
2021-03-09,1.15,1.15,1.16,1.191807860886223,1.1142266813817236,1.2693890403907224,1.49525818311882,1.47193799973955,1.51857836649809,1.20177819015647,1.19105182596697,1.21255197345956,1.14012055531055,0.869831788458752,1.41353445458277,NA,NA,NA,1.132,1.005,1.269,0.9260975,0.921970525,0.9395202
2021-03-10,1.17,1.16,1.17,1.1817888840773942,1.1047411854032103,1.258836582751578,1.76749238020811,1.74193295617244,1.79305180424377,1.20354646414213,1.19300879630146,1.21412982629671,1.16598570729021,0.898149558841691,1.43946031334053,NA,NA,NA,1.135,0.996,1.271,1.0353665,1.031625125,1.0420328
2021-03-11,1.17,1.17,1.18,1.1751523312957377,1.0994315910848798,1.2508730715065952,1.61498358756517,1.59051019400311,1.63945698112722,1.20000728018227,1.18968657807597,1.21037194021321,1.15678620640386,0.889033370810648,1.42846941177322,NA,NA,NA,1.131,0.997,1.273,1.1759780000000002,1.171293275,1.182132675
2021-03-12,1.17,1.16,1.18,1.174969969629801,1.1012011928340724,1.2487387464255295,1.45983141980678,1.43701095284631,1.48265188676725,1.19316039725028,1.18306950795739,1.20329354676037,1.18162082367776,0.911678243377314,1.45197973183826,NA,NA,NA,1.124,0.988,1.271,1.298098,1.289559775,1.3063691249999998
2021-03-13,1.17,1.16,1.17,1.179253795924144,1.1080796366325318,1.2504279552157562,1.14565682861456,1.1261289951533,1.16518466207582,1.18480039480578,1.1749389511356,1.19470248080415,1.20030963449388,0.933175321290062,1.47394354441273,NA,NA,NA,1.119,0.995,1.258,1.34972,1.3423593,1.3603543
2021-03-14,1.17,1.17,1.18,1.1818200024749346,1.1121327421167226,1.2515072628331465,0.475776268643615,0.463699385025428,0.487853152261802,1.17569796449182,1.16605887281698,1.18537618458891,1.2167963207559,0.950405999514678,1.48686122463009,NA,NA,NA,1.115,0.987,1.254,1.2621380000000002,1.255798075,1.274670575
2021-03-15,1.17,1.17,1.17,1.17603830498101,1.107229281698067,1.2448473282639534,0.662013004415894,0.64827473007715,0.675751278754638,1.16618590089019,1.15675917847594,1.17565034964509,1.22498633663908,0.956622084617494,1.49397995391429,NA,NA,NA,1.109,0.984,1.247,1.1399975,1.131835375,1.155372175
2021-03-16,1.17,1.16,1.17,1.1602803191652369,1.0924564960671077,1.228104142263366,1.42142368141232,1.40148184696023,1.44136551586441,1.15653609486152,1.14731032896942,1.16579829533429,1.2344789620009,0.96657969752872,1.50680754577191,NA,NA,NA,1.106,0.973,1.24,1.1506145,1.14209,1.1662438
2021-03-17,1.16,1.15,1.16,1.1386059994271327,1.0708755136973591,1.2063364851569065,1.68769241855368,1.66570859755336,1.70967623955401,1.14695113900777,1.13791427748863,1.1560232487563,1.2281826316066,0.960509559443036,1.50136529461421,NA,NA,NA,1.096,0.97,1.238,1.2659060000000002,1.257222175,1.28124715
2021-03-18,1.14,1.14,1.15,1.1166773552018108,1.0478908345793072,1.1854638758243143,1.65432790830772,1.63241964399081,1.67623617262463,1.1370134929441,1.12815549133423,1.14590565580701,1.2550597418497,0.987258410868115,1.5292769034845899,NA,NA,NA,1.091,0.965,1.228,1.3864465,1.37739975,1.4047620749999998
2021-03-19,1.13,1.13,1.14,1.096791327103091,1.027018061560898,1.1665645926452832,1.46923383556652,1.44888489016935,1.48958278096369,1.12503112132257,1.11634888314762,1.13374652686199,1.24022426524674,0.971598312570015,1.51374451805609,0.995297397107348,0.8073958404838808,1.1823147144753332,1.085,0.961,1.212,1.468464,1.45722365,1.4909658499999998
