date,3.6(3.1),3.6(3.1).lower,3.6(3.1).upper,4(0),4(0).lower,4(0).upper,4(4),4(4).lower,4(4).upper,4.7(2.9),4.7(2.9).lower,4.7(2.9).upper,4.8(2.3),4.8(2.3).lower,4.8(2.3).upper,5.6(4.2),5.6(4.2).lower,5.6(4.2).upper,7(7),7(7).lower,7(7).upper,10.3(7.6),10.3(7.6).lower,10.3(7.6).upper
2020-04-07,0.973179495697788,0.962853891178326,0.9835786586094514,0.936521625377981,0.9265849672688383,0.9465290710708418,0.9870019598776594,0.976529696597674,0.9975488263296074,0.9690224640859862,0.9587409663983965,0.9793772059538942,0.9600846659172574,0.9498979998301823,0.9703439006154818,0.9970992574934275,0.9865198601211634,1.0077540212483274,1.0635169871848837,1.0522328860936179,1.0748814748851994,1.1667327025937217,1.1543534647242801,1.1792001286978213
2020-04-08,0.9512996735886978,0.9410521066599759,0.9616213656876771,0.9197280739234054,0.9098206018035004,0.9297072111578507,0.9632142489932565,0.9528383361686247,0.9736652153706049,0.9408529524895334,0.9307179194727022,0.9510612966692154,0.9315496442862203,0.921514828137027,0.9416570466854703,0.9636253243509532,0.9532449833504713,0.9740807509351,1.024468389334877,1.013432636167355,1.0355839689712723,1.1035865967985319,1.0916985684239704,1.1155606165243495
2020-04-09,0.9173441462474744,0.9072114953121412,0.9275519655796102,0.8883374737025739,0.8785252199583007,0.898222518998405,0.9272070620118488,0.9169654688839332,0.9375246317169745,0.9009417341337512,0.8909902582973445,0.9109670343315436,0.8914726303612714,0.8816257468129273,0.9013925623600709,0.9184255237445776,0.9082809283053718,0.9286453761900935,0.9730048660957878,0.9622574070240106,0.9838320544776227,1.0291998058601626,1.0178316378523837,1.0406523078659424
2020-04-10,0.853810918655891,0.8439234586328088,0.863775306862474,0.8187200196836618,0.8092389258163417,0.8282748800518942,0.8617199722213534,0.8517409223049586,0.8717766629253054,0.8307239846182549,0.8211038802032645,0.8404189370888637,0.8210697644324476,0.8115614596138965,0.8306520474634167,0.8429586066704372,0.8331968206093173,0.8527963431240392,0.8903210137728429,0.8800107527548096,0.9007114925262383,0.9233890274919857,0.912695826110288,0.9341654260300999
2020-04-11,0.8474430047284331,0.8373909540826742,0.8575751786614105,0.7994600742416421,0.789977179096246,0.8090185560268368,0.8545348836679203,0.8443987118176962,0.864751849322023,0.8108335873163284,0.8012157838304196,0.8205280527748305,0.798892004453278,0.78941584753836,0.8084436942986376,0.8192109085590643,0.8094937364348661,0.8290055347073713,0.8640401385056212,0.853791218892425,0.8743707506170733,0.8741597236029937,0.8637907692720108,0.8846113272097604
2020-04-12,0.8674877462188054,0.8570809389155678,0.8779784552748966,0.8056503845109161,0.7959854084441882,0.8153932815393431,0.8714497799331367,0.8609954421355794,0.8819884026838577,0.8214973977071789,0.8116423131191673,0.8314319359496457,0.8068422500988632,0.7971629758295853,0.8165995606047964,0.824653441301035,0.8147604952704094,0.8346261462326059,0.8653334372154614,0.8549524740567285,0.8757980937664083,0.8553242528243192,0.8450633647371654,0.8656678662345485
2020-04-13,0.8337459629349807,0.8233418605337209,0.8442373455695418,0.7827571790240396,0.7729893526021653,0.7926069479466763,0.833790230255627,0.823385575453807,0.8442821699248483,0.7902119914841464,0.7803511383662938,0.8001555675056656,0.7774392229752337,0.7677377579652964,0.7872220737786566,0.7866482105648848,0.776831828956662,0.7965469420043467,0.8181185238031988,0.8079094322136546,0.8284132596762539,0.7951921158080675,0.785269116993875,0.8051983588674767
2020-04-14,0.7784524030798425,0.76816863160793,0.78882754953675,0.7676006455139477,0.7574602315478182,0.7778311606823968,0.7768882256047973,0.766625117751664,0.7872425248392877,0.7349289407117725,0.7252201373931971,0.7447240102178043,0.7255038371400319,0.715919544466998,0.7351732896789357,0.7264676205924928,0.716870595825969,0.7361499183540877,0.7503116513654047,0.7403996342339427,0.7603117403116799,0.7167136176888209,0.7072454485034487,0.7262659149413722
2020-04-15,0.7583864699905509,0.7479142213819822,0.7689560199711799,0.7369312294694814,0.7267552475027688,0.7472017600899197,0.7554961209952111,0.7450637840338598,0.7660253884953679,0.7065325299165319,0.6967763111598614,0.7163793971582247,0.6971600905398793,0.6875332919655365,0.7068763351104779,0.6943581690084025,0.6847700610225926,0.7040353635025023,0.7135892197099138,0.7037355580098442,0.723534435271916,0.6665002782885765,0.6572968485227405,0.6757892203810718
2020-04-16,0.7561687972757991,0.7453339652462732,0.7671081272113163,0.6998839297132199,0.6898555804267557,0.7100089986809979,0.7503093010663112,0.7395584273506381,0.7611638629414132,0.6966111937379704,0.6866297381407149,0.7066889167444312,0.685781241299077,0.6759549636409086,0.6957022897332177,0.6797386535760762,0.6699989576748359,0.6895722852045983,0.6934850459341627,0.6835483836244322,0.7035175436385795,0.633051013389369,0.6239802855030749,0.6422092250564314
2020-04-17,0.8013061983450035,0.7897461227127837,0.8129785361705606,0.7472312153662347,0.7364512546193566,0.7581158624556623,0.7912915315743647,0.779875932929268,0.8028179893680455,0.7348249635036448,0.7242239820410155,0.7455288932054018,0.7235129064223237,0.71307511879956,0.7340520574763829,0.71074407673632,0.70049049914114625,0.7210972288625788,0.7178489123253745,0.7074928365379571,0.7283055580242049,0.6423653879231905,0.6330982781925415,0.6517224923993201
2020-04-18,0.813434371951301,0.8014381801596804,0.8255496794515459,0.801599960938899,0.7897782981186877,0.8135390064892639,0.7986629769840109,0.7868846275816077,0.8105582790377107,0.7524300342986451,0.7413335091056298,0.7636367419966248,0.7442897476658498,0.7333132720343639,0.75537521377496,0.7206453786864153,0.7100176003744055,0.7313786850999031,0.7178745235127713,0.7072876086204006,0.7285665607549223,0.6346163511623414,0.625257293166821,0.6440683395514865
2020-04-19,0.8334901354427797,0.8210275256224275,0.846078227514217,0.8522292696379739,0.8394864663181247,0.8651003763925577,0.8158825524976,0.8036832168622612,0.8282047195558377,0.7788058170618175,0.76716086457692,0.7905680190532509,0.7762876113829612,0.764680311910965,0.7880117812446881,0.7401252290180447,0.729058640998319,0.7513032431673344,0.7280354881275247,0.7171496697619805,0.739030912507628,0.6385897558278846,0.6290413585239033,0.6482342930580315
2020-04-20,0.8799909274645855,0.8668789582559261,0.8932344515989689,0.9244229552225302,0.9106489435295021,0.9383351642417079,0.8593819993644589,0.8465771056292375,0.8723153670777253,0.8302330936437508,0.8178625220615738,0.8427277815657205,0.8324966737282391,0.8200923745342847,0.8450254276576453,0.7849712532411787,0.7732750884502123,0.7967847679180275,0.7633255877979227,0.7519519459897905,0.7748133435564057,0.6662562174708379,0.65632892079549,0.6762831166357877
2020-04-21,0.8947636606347821,0.8813130836135763,0.9083504014932181,0.9206456884240253,0.9068060385967143,0.9346254407780488,0.872103549488433,0.8589936116591081,0.8853462027721118,0.8567682878199678,0.8438888780365247,0.8697780793598674,0.8636288965790736,0.8506463543701793,0.8767428645819231,0.8075381507430635,0.7953987953221853,0.8198003961494793,0.7763541699194179,0.7646835891642415,0.7881428951271203,0.678253495186309,0.6680576174609738,0.6885525885456517
2020-04-22,0.8696526396973032,0.8562075239302955,0.8832377776950974,0.9095085067593325,0.8954472061822265,0.9237162467355993,0.8479660240404867,0.8348561904824793,0.8612123880807782,0.8423019099206552,0.829279645429402,0.8554597929186998,0.8525789433295293,0.8393977925225031,0.865897367342106,0.7939738570647186,0.7816987601617432,0.8063767912047443,0.7570329735210756,0.7453289948245059,0.7688588416260054,0.6637001522022901,0.6534391296128038,0.674068036740608
2020-04-23,0.8281314836014452,0.8147854921906587,0.8416224217294,0.8601701724857258,0.8463078523576648,0.8741830470187053,0.8089670435016323,0.7959299021442846,0.8221457772504962,0.8021517834482991,0.7892244753770118,0.8152194910454876,0.8114688612778425,0.7983914011556441,0.8246883516812891,0.7585095212887809,0.7462855426615032,0.7708662607967024,0.7203762997259145,0.7087668680124075,0.7321118179146235,0.6318664426978228,0.6216834170744813,0.6421600630375488
2020-04-24,0.8007353125462198,0.7872992133516767,0.8143234168843504,0.7875370204744179,0.7743223846757021,0.8009011559592374,0.7834029998676075,0.7702577316989626,0.7966969829531745,0.7679861987115978,0.7550996198580725,0.7810185658806618,0.7724437413012949,0.7594823662155308,0.7855517508865874,0.7290675418469061,0.7168340064222882,0.7414394775826469,0.6914282100215345,0.6798262513340708,0.7031614238724689,0.6035877160554765,0.5934596946001208,0.6138303177422885
2020-04-25,0.796446375226097,0.7826596027345399,0.8103941104632876,0.7530019056242205,0.7399671724877895,0.7661888213280746,0.779145813634359,0.765658520070776,0.7927905734798069,0.7547614913027686,0.7416962991069657,0.7679792216803218,0.7534322417854333,0.7403900593756626,0.7666266937340697,0.7181262603706876,0.7056952371657258,0.7307024177343026,0.6797874067332005,0.6680200428393093,0.691692156458503,0.5886782526989018,0.5784880209480409,0.5989874570143906
2020-04-26,0.7992064499969518,0.7849820661737672,0.8136016417142026,0.7533804459117234,0.7399716794689961,0.7669502262293978,0.7806478495106319,0.7667537741534758,0.7947087663831219,0.7518674869193149,0.7384856483241005,0.765410016037057,0.7466802417783668,0.7333907264694196,0.760129338982129,0.7151023964831191,0.7023749079093047,0.7279827180757179,0.6743077249244105,0.6623063053984548,0.6864532587558092,0.5793659531951303,0.5690543200841061,0.5898014094789521
2020-04-27,0.8058850719865852,0.7911831303611436,0.8207680254926942,0.7792707821914228,0.7650543710076936,0.7936622273529943,0.7857434189605286,0.7714089260164468,0.8002543997177393,0.7562816324786491,0.7424846174952523,0.7702485177889298,0.7501047922220822,0.7364204627170972,0.7639576046582661,0.7177711367789229,0.7046766773824518,0.7310268165626099,0.6732942615326983,0.6610112037197559,0.685728549669615,0.5748184854384636,0.5643319432354809,0.5854341390727265
2020-04-28,0.7988016276268215,0.7837537451746723,0.8140408993299685,0.7923282581811028,0.7774023215276594,0.8074440330955523,0.7775156790801597,0.7628687828560485,0.7923488645384332,0.7502341811555093,0.7361012157493765,0.764546899272501,0.7451788908321184,0.7311411573483013,0.7593951658021358,0.7100791485483149,0.6967026265314256,0.7236258023121732,0.6622011290197123,0.6497265365745598,0.6748343818552669,0.562676326210167,0.5520765891508264,0.5734108779680551
2020-04-29,0.7684605374852469,0.7532797885223553,0.7838438868159368,0.7665940612333645,0.751450184049885,0.781940046698508,0.7472362760169563,0.7324748071205822,0.7621947496220545,0.7215298944053568,0.7072762487568323,0.7359737674173609,0.7181645728876105,0.7039774083381773,0.7325410775521299,0.6813042025135184,0.6678452055173072,0.6949428215921639,0.6320623106225148,0.6195760750926262,0.6447151858825613,0.5345705443011721,0.5240102346429183,0.5452717905249442
2020-04-30,0.766410687155844,0.7507500516962329,0.7822876106579628,0.7573456184042499,0.7418702161877474,0.7730347504186944,0.7448450327056261,0.7296250641866681,0.7602752032439392,0.7151658372772851,0.7005523256725209,0.7299811751634481,0.7119629066533032,0.697414842894903,0.7267118927970495,0.6741284767645982,0.6603535118476402,0.6880936868478639,0.622925498883657,0.6101968022201021,0.6358299907690682,0.5229583706853572,0.5122723761642628,0.5337919487986486
2020-05-01,0.732755885680126,0.7169185933627611,0.7488247176644189,0.7108608452710174,0.6954967776141925,0.7264495340964511,0.7106845339973861,0.6953242770137115,0.7262693564380001,0.6808827529056662,0.6661666115517004,0.6958140428089726,0.677108656896083,0.6624740863120089,0.6919571834728087,0.6401083938230766,0.6262735220112104,0.6541455301096472,0.5882925474194485,0.5755775884219357,0.6011933978756965,0.4901517341018741,0.47955792456102064,0.5009004241035688
2020-05-02,0.728943503757771,0.7125408514309499,0.7455959714777294,0.6991510889869254,0.6834188241715418,0.7151229590711088,0.706080034657199,0.690191855033281,0.7222101941609503,0.6719931307297878,0.6568719730096754,0.6873445864459364,0.6676339685814202,0.652610900522286,0.6828858407131243,0.6298695699659289,0.6156962746225514,0.6442587271880875,0.576037194283224,0.5630752325174121,0.5891965690960138,0.4753056584112416,0.46461035291266756,0.48616385536752726
2020-05-03,0.7611240279436311,0.7436852592965465,0.7788333057983151,0.7418427160367341,0.7248457181460728,0.7591033704116357,0.735059235360867,0.7182176596429206,0.7521620566629705,0.697852187680962,0.6818630947026341,0.7140893025786886,0.6924894434518437,0.6766232209289101,0.7086017819345178,0.6513299322208479,0.6364067507367365,0.6664846012646501,0.5916104643823288,0.5780555671004343,0.6053756244756076,0.48332990619929656,0.4722559181172242,0.4945756733674769
2020-05-04,0.7715530709434358,0.7533713203691249,0.7900250261082142,0.7503324446857957,0.7326507609872156,0.7682963512515059,0.7424055562565449,0.7249106707364423,0.7601796830998022,0.7110566265166445,0.6943004826888088,0.7280802203811254,0.7071455836568371,0.6904816040733553,0.7240755422147207,0.6599057274392517,0.6443549613407012,0.6757047041646415,0.5937863572244023,0.5797937028652128,0.6080023527030988,0.48248898286211944,0.4711190659093877,0.49404037860477473
