date,"RKI, positive test","RKI, positive test.lower","RKI, positive test.upper",WHO,WHO.lower,WHO.upper,JHU,JHU.lower,JHU.upper,"RKI, symptom onset","RKI, symptom onset.lower","RKI, symptom onset.upper"
2020-03-30,1.1695551696538316,1.1571339240543814,1.1820649893640431,1.2461355301881876,1.2326418046613905,1.259727375464637,1.2688228168105196,1.2560797936410901,1.2816517359127995,0.9349288205227675,0.9240511637050316,0.9458915099974049
2020-03-31,1.1607763242622438,1.1486402585091111,1.172997573660569,1.1833316148749893,1.1705525575766145,1.1962033424782959,1.2214762041310303,1.2093660715934393,1.2336669123159447,0.9349627766544228,0.9239868277433178,0.9460253048583823
2020-04-01,1.135240376799928,1.1234577781057533,1.147105071308529,1.2418348871855536,1.22901770162642,1.2547408764908863,1.2125150568184577,1.2007517039250906,1.2243549877154138,0.9387742617265468,0.9276777729795807,0.9499588873766638
2020-04-02,1.117366265783507,1.105859966431403,1.1289521038794625,1.2123948673943659,1.2000856933803068,1.2247879244876505,1.1625601949015336,1.1513238017190284,1.1738694594165966,0.9444903910433238,0.9332700651488591,0.9558002902482111
2020-04-03,1.0934773500178623,1.0822471850784503,1.1047849357078594,1.1619402619741557,1.1502054203391614,1.1737546491241309,1.103471475914603,1.092731514335686,1.114281580180725,0.944099852072329,0.9328021924451081,0.9554883668721943
2020-04-04,1.0574623545548978,1.046535483084588,1.068465020934929,1.1116571776227309,1.1003983225538476,1.122992569610582,1.028681756780023,1.018426956095003,1.0390051663483508,0.925742612622073,0.914477121385134,0.9371002463311812
2020-04-05,1.0289029948176989,1.0181884293916008,1.039692465359282,1.1418768569641633,1.1306057036509136,1.1532226716093046,1.0166675536392593,1.0064836332817546,1.0269199395314579,0.9231033337397742,0.9117459704395164,0.9345546247749735
2020-04-06,1.0112599482607565,1.000659514376979,1.0219349825798956,1.0749070019614868,1.0641488585856556,1.0857374093802843,0.9768895528821344,0.9669005608517527,0.9869471063122515,0.9027849612473856,0.8914389218714768,0.9142268679732987
2020-04-07,0.987180928251104,0.9767069201019158,0.9977295508974896,1.0345191805830154,1.02405782268731,1.0450515430620446,0.9693588322549856,0.9593598978881241,0.9794270024453103,0.9061402470488708,0.8946277739764719,0.9177510642468166
2020-04-08,0.9632825092069084,0.9529057037781151,0.97373437579105,0.9897599129020694,0.9795515344125373,1.000038970550502,0.9690928605205853,0.9590362542534808,0.9792195257505039,0.8830551258309025,0.8715487909306618,0.8946622903101169
2020-04-09,0.9273419967826498,0.9170992397247597,0.9376607366121679,0.9636028288527964,0.953496878341565,0.973779935882809,0.9227811479577808,0.9129183710043716,0.9327147059080851,0.868782396052229,0.8571956153468213,0.8804731223489722
2020-04-10,0.8616105235107181,0.8516318667520988,0.871666824853995,0.9528523424694928,0.9427346731830154,0.963042144412954,0.8762202062666476,0.8665044022536613,0.8860083668735781,0.8407045545419936,0.8291071697274912,0.8524095864631965
2020-04-11,0.854382004652797,0.844246341645339,0.8645984678909936,0.9119362591266307,0.9019625210314253,0.921983252863656,0.8438953469324973,0.8341893231487164,0.8536763685533135,0.8336771088567809,0.821882422993158,0.8455841009598976
2020-04-12,0.8713349165876901,0.8608805803443628,0.8818735489596027,0.8441156850910739,0.8343985577480083,0.8539079628544347,0.8491484352019941,0.839193514719367,0.85918177291345,0.8372889099660932,0.8252041348635513,0.8494910975963822
2020-04-13,0.833691783198124,0.8232868743970774,0.8441839915403969,0.8477807597320096,0.8378228985860062,0.857817212207074,0.8525761517976519,0.8423902887819625,0.8628437948713285,0.8039157513219808,0.7918233406839449,0.8161306535470987
2020-04-14,0.776683388025595,0.7664206444152412,0.787037340778453,0.8298148556535364,0.8197447479201625,0.8399670981479652,0.7867449101239439,0.7767703727983084,0.796804473175398,0.7904592189920403,0.7781613002274614,0.8028860298029795
2020-04-15,0.755345443661867,0.7449128460259474,0.765874996220152,0.8179589912326758,0.8077295888362103,0.8282743973770755,0.7540274359944681,0.7439834912675594,0.7641613736091846,0.7860467455310302,0.7734396800396557,0.7987900693279915
2020-04-16,0.7500457625491231,0.7392952004520128,0.760900043548165,0.7847290619152667,0.7744628317843215,0.7950856194090712,0.7340734838895601,0.7238231090498487,0.7444201784104819,0.7777751842424371,0.7648820807693445,0.790812367211789
2020-04-17,0.791019303504718,0.77960359185377,0.8025459150340415,0.7586212139612468,0.7482346851855421,0.7691034205381314,0.7771253613351988,0.766192398155209,0.788161836457669,0.7829206626970323,0.7696106782594689,0.7963832290321388
2020-04-18,0.7985150701800869,0.7867352151853516,0.8104119297604159,0.7887413900501373,0.7778010457949094,0.7997838459259303,0.7897252421821337,0.7783800057091687,0.8011801881049294,0.7908857027328333,0.7771335485989979,0.804799146822847
2020-04-19,0.8157946492897784,0.8035930590557834,0.8281191299556803,0.8184762787630435,0.8070183698194042,0.8300421296117815,0.7816260479098204,0.7700467872119913,0.7933208099305205,0.7908313903582956,0.7767167881256233,0.8051159609087362
2020-04-20,0.8594053606236056,0.8465971427198365,0.8723421160244399,0.8221010289125077,0.8103608192967179,0.8339540866839241,0.8091302331648865,0.7970258408453689,0.8213565622028718,0.8114858029960873,0.7968122060954069,0.8263384504923168
2020-04-21,0.8723140226230978,0.8591993700199861,0.8855614542701367,0.8444976108595166,0.8323408764222084,0.8567721430300116,0.8450772849897253,0.8324124968396847,0.8578698859054921,0.8059006051265554,0.7909371771254999,0.8210515786953446
2020-04-22,0.8480484221382729,0.8349352641464605,0.8612981668155362,0.8648326034137136,0.8522982670238372,0.8774892326051436,0.8223079156206761,0.8095907873347701,0.8351575264851152,0.7952233749386656,0.7800069472492597,0.810636423334953
2020-04-23,0.8091628660523192,0.796121682361738,0.8223456957704495,0.8670905014930381,0.8543421194252053,0.8799650771379889,0.832655755941126,0.8195874487914699,0.8458622464184423,0.7979693489217603,0.7823338451916636,0.813811802766314
2020-04-24,0.7837742643958786,0.7706237357682146,0.7970735563641844,0.8414508235555958,0.8286975722147437,0.8543342529150533,0.7650213802723612,0.7522372088964597,0.7779495814123426,0.7973232493044906,0.781295375101582,0.8135688418768886
2020-04-25,0.7794375234069439,0.7659462386801871,0.7930863085119189,0.7929041981866288,0.780282801739266,0.8056609707487383,0.7865355718134899,0.7731797867907318,0.8000442824731759,0.8005146788411136,0.784046865026521,0.8172114836905503
2020-04-26,0.7808792415354848,0.7669822005980058,0.7949431455912441,0.796751844409179,0.7837546750531066,0.8098919157492703,0.7952482938406465,0.7814361277561839,0.8092222659060697,0.8030885270064314,0.7861826702244383,0.8202350239397278
2020-04-27,0.7858679913810647,0.77153185064552,0.8003806324301365,0.7962938504534595,0.782947516528532,0.809790999835769,0.7773569284669749,0.763352532370652,0.7915315686902467,0.7960391980481737,0.7787960837390394,0.8135349708548565
2020-04-28,0.777041120430676,0.7623983988622441,0.7918701395365056,0.7990402888307826,0.7853206381677333,0.8129188062199665,0.8169871107307901,0.8022235158884917,0.8319307373421778,0.7951335449212752,0.7774607383344804,0.8130721634837762
2020-04-29,0.7469175471520717,0.7321578458762593,0.7618742908150541,0.7798269232612218,0.7659272660592923,0.7938937347644118,0.8012100858417577,0.7862572608623118,0.8163512992627123,0.7903682647724243,0.7722942670937949,0.8087220779751375
2020-04-30,0.7445009168438557,0.7292821494909314,0.7599299512977503,0.7643218991203685,0.7501744834093997,0.7786460760913552,0.7625121944715455,0.7475759494322958,0.7776460738711869,0.794734118138715,0.7761317104888817,0.8136314215178777
2020-05-01,0.7104467366988929,0.6950859738166946,0.7260321562128084,0.7610661477129466,0.7465158673070521,0.7758042769274911,0.7444909261688137,0.729281521972915,0.7599103398831142,0.7965844172484718,0.7774800258748478,0.8159992336068664
2020-05-02,0.705846098147758,0.6899568507739395,0.721977439611204,0.722701956393618,0.7080864100442021,0.7375172515826554,0.7412281279467067,0.7255404355163804,0.7571403412903772,0.8038771102821736,0.7841987056726402,0.8238819965975515
2020-05-03,0.7346316477450983,0.7177905897952976,0.7517340895064967,0.6973160118457618,0.6824410716701437,0.7124055475478198,0.7399892011319927,0.7237858126335579,0.7564326346683353,0.8238051464654437,0.8033983794793085,0.8445545857069907
2020-05-04,0.7419011450791145,0.7244066717984378,0.7596750393059281,0.7245053826694766,0.7087280816166873,0.7405151151296059,0.740547623536712,0.7237968696193421,0.7575548466936368,0.8303493422183409,0.8094235001359447,0.8516327757807449
2020-05-05,0.750935677307652,0.732776068820347,0.769392857267571,0.7330325974654802,0.7165935092482555,0.7497211995596099,0.7586700603607366,0.7411543451212161,0.7764595926354863,0.8461633861801114,0.8246095823825259,0.8680895438903993
2020-05-06,0.7728548910580179,0.7538655753088213,0.7921604464419767,0.7458180649549351,0.7286839120983958,0.7632187296212608,0.7518805694667643,0.7339186549034254,0.7701331879027508,0.8593398331993858,0.8372193121794888,0.8818466034241506
2020-05-07,0.7831237229684841,0.763482762056416,0.8030986800122818,0.7723413860387873,0.7543546788841208,0.7906117616546023,0.7748068852886018,0.756010778395773,0.7939119832992777,0.8521273759316841,0.829737941707152,0.8749160017586144
2020-05-08,0.83151145533473525,0.8107441765959262,0.8526303805559848,0.7653845101502581,0.7469880761320274,0.7840805327403569,0.830296600180816,0.8102929075564855,0.8506268366076457,0.8606722046041417,0.8377720524342884,0.8839859153790866
2020-05-09,0.8710374553925283,0.8493679896752014,0.8930723863386919,0.8475695598374005,0.8276544195277934,0.8678016349219702,0.842644311851771,0.8221007443992744,0.8635273066089197,0.8634945981237969,0.840167507908904,0.8872495272277717
2020-05-10,0.8838404075256426,0.8617190567301622,0.9063371464459202,0.8611740223285024,0.8407519868834243,0.8819241151695411,0.8526941084825742,0.8316713731610149,0.8740681660700698,0.8580663482953372,0.8344306328209423,0.8821442370923455
2020-05-11,0.9013912529875853,0.8787803755637492,0.9243866948050694,0.8434912365826881,0.8229956453790785,0.8643243136853828,0.9114230043394795,0.8893178357690122,0.9338914764845487,0.84842520648677,0.8245150722831408,0.872793182001271
2020-05-12,0.8827609594204983,0.8601532833702575,0.9057613453093509,0.908309043000292,0.8866506639223964,0.9303172862893005,0.8905236012473425,0.8684783263266062,0.9129388201140686,0.8452116823133661,0.8208946847995542,0.8700042267957898
2020-05-13,0.8618509084964554,0.8392162477773545,0.8848889470113236,0.9058337212119432,0.8839901987145762,0.928034152905228,0.8775719396339867,0.8554375690398023,0.9000848747993665,0.848980330167842,0.8241323209051014,0.8743228461905846
2020-05-14,0.8297386506273731,0.8071517744633775,0.8527430215702496,0.8731724183142899,0.851528808541088,0.8951797078509681,0.768786214039969,0.747774545128113,0.7901878499988805,0.8462303998788705,0.8209539595851044,0.8720204204514842
2020-05-15,0.8254658056448272,0.8024417216862907,0.8489261485288537,0.8567696286990695,0.8350067432588565,0.8789074095332063,0.7517892729379801,0.7303778854725237,0.7736150860158996,0.8790860458492459,0.8528251449230447,0.9058805937287773
2020-05-16,0.8246282557123761,0.801089624486712,0.848623529361029,0.7928908185788671,0.7715790634402548,0.8145914428405148,0.768036250160469,0.7456378732879345,0.7908787537705217,0.9009573697237317,0.87397973150706,0.9284845370093207
2020-05-17,0.8581459923751145,0.8335900653259057,0.8831794975972551,0.8238390283725452,0.801516794705772,0.8465719155704354,0.8278581030947356,0.8038807335456958,0.8523075828311124,0.8961542420458436,0.868952371779688,0.9239179666926349
2020-05-18,0.8593403857375876,0.8343379140490775,0.8848374367656207,0.861167604991577,0.8378001152464655,0.884965612121261,0.7643238851312286,0.7408110000384796,0.7883291099669583,0.9064218816351982,0.878736753956924,0.9346824862331787
2020-05-19,0.8641134603126861,0.8386237193472706,0.8901145474454388,0.8173444273935846,0.7942061419699711,0.8409278147663841,0.9386032851927961,0.9117623886560119,0.9659658560661786,0.8912232499921614,0.8634694494494476,0.9195654893198171
2020-05-20,0.8801196812283449,0.8539686511515328,0.9067992229695325,0.8547060530085725,0.8305075452493198,0.8793701077641524,0.9030938689771133,0.87659934009549,0.9301169487095442,0.9086704151234083,0.8802753297322385,0.9376696645645375
2020-05-21,0.8258719512268881,0.8001860124977854,0.8521017776832434,0.851434588850971,0.8268366647275492,0.8765155941636604,0.9526601868072999,0.9252279800755049,0.9806293386809529,0.8958665143378579,0.867357900644198,0.9249930793193184
2020-05-22,0.8219191155074609,0.7957357645015936,0.8486706345820925,0.7936202709988199,0.7694603667846294,0.8182806854865842,0.9472151782877591,0.919741447930725,0.9752306539502673,0.8467708933977129,0.8187147781626987,0.8754607680653695
2020-05-23,0.8365275200282496,0.8094860118892976,0.8641646583276894,0.8404969212152443,0.8149659082799515,0.8665556687036291,0.9039019272550505,0.8769502466979144,0.9314002460001781,0.8312965652418347,0.8029469322046685,0.8603057714766292
2020-05-24,0.8472543584139465,0.8194736905014092,0.8756559017223676,0.8435610565066094,0.8174508802557353,0.8702213937824339,0.8650563169905965,0.8383914514173422,0.8922806607414823,0.8508985308003266,0.8215596902847737,0.8809276819000332
2020-05-25,0.8492323684323096,0.8208974940689251,0.8782118875585726,0.8637978335868228,0.8368809229578009,0.8912858112549947,0.9170141892784418,0.8890603501838235,0.945547930021085,0.843392248184878,0.8136189341214499,0.8738832015720709
2020-05-26,0.8545369611672045,0.8255891279730558,0.8841536888495761,0.8739166732238789,0.8463982739669753,0.9020251681352282,0.7920337252743285,0.7657950109997301,0.8188650581591995,0.8681811919098285,0.8373756290701324,0.8997331749534758
2020-05-27,0.8339289646900575,0.8048268954781509,0.8637242674932827,0.7968880786573581,0.7702371301469897,0.8241468203141161,0.7450911237031602,0.7189674893652872,0.7718400278417493,0.8646812668198546,0.8334350985984212,0.8966988140667963
2020-05-28,0.897209418088995,0.8663845665903072,0.9287568859326685,0.741207363509455,0.7148503125023277,0.7682044621026596,0.8337669917168786,0.80510396703363,0.863102381753569,0.8900389628085597,0.8578154295439178,0.9230595507383164
2020-05-29,0.8887804552373452,0.8577243323184579,0.9205773326098057,0.8709420443597998,0.8413264167734169,0.9012446570160897,0.8818714063541474,0.8517277109969137,0.9127180692024369,0.9012196737770028,0.8683635872641582,0.9348942764306813
2020-05-30,0.9165174647040604,0.8845895357423413,0.9492045712312857,0.9280836208817278,0.896994609533954,0.9598828158781355,0.9021521534956494,0.871272450425872,0.9337530106851861,0.897409450664746,0.8642538568357927,0.9314023714954005
2020-05-31,0.9240349213492827,0.8916687634968536,0.9571749944842085,0.8975863648978015,0.866853460900054,0.9290372214542449,0.8861600078990932,0.8552451183040882,0.9178110721064234,0.8853687516340067,0.8520407232516768,0.9195547566285002
2020-06-01,0.8539966311552208,0.8226417437058325,0.8861383064471761,0.9294961513429336,0.8978846297653734,0.9618410704154486,0.8837149507014875,0.8524410756166269,0.9157445419059475,0.8622984771961962,0.8289485516350985,0.8965311191421631
2020-06-02,0.7865879939953714,0.7559601258646753,0.8180321693977017,0.8806826211360881,0.8496792759127118,0.9124311270040953,0.8137093042101863,0.7832882637873754,0.8449079912911873,0.8947591459243319,0.860181053068845,0.9302517222936403
2020-06-03,0.7858309724866138,0.7543181726462385,0.8182094586520843,0.9000136456435486,0.8682258343275612,0.9325680393223537,0.8278100482940336,0.7963834318599463,0.8600527597396815,0.8992387895664873,0.8641120159460558,0.9353048676323746
2020-06-04,0.8314747610235439,0.7980890653098729,0.8657787953025248,0.936201944655653,0.9033564985177167,0.9698340691810954,0.7601368458729323,0.7293391652006872,0.7917895620890331,0.9073180129642767,0.8716160516772256,0.9439818414459055
2020-06-05,0.8708134639864895,0.8359001663851344,0.9066856537660005,0.8766400233991725,0.8446464103230146,0.9094315263997177,0.7121061398304106,0.6813721400128109,0.7437507364129153,0.9169893519953906,0.8806987263201204,0.954263497313636
2020-06-06,0.8686366824034425,0.8332508950899826,0.9050103987642347,0.7970848273133886,0.7661408978722847,0.828850959738416,0.8703283595684423,0.8349510394492955,0.9066911562146481,0.9386978520470465,0.9016169729040489,0.9767817536943452
2020-06-07,0.8866091565300013,0.850315952889503,0.9239206791265161,0.8476916776534514,0.8148807829467637,0.8813717257596527,0.9306253807658812,0.8934321743794601,0.9688367740721787,0.9366626430414432,0.8993693238585951,0.9749729340432026
2020-06-08,0.9744313937140607,0.9358515074037844,1.0140572854476981,0.8420645292434847,0.808676981311418,0.8763586531003846,1.0088781555224338,0.9699664668582524,1.0488168637121433,0.9830687751650388,0.9445820816180962,1.0225869661297222
2020-06-09,1.022839764767223,0.9832495591437691,1.0634787062484663,0.925993265985433,0.8902783865682105,0.9626507896253191,1.0438094914407117,1.004406710485011,1.0842295618725624,0.9899730817454712,0.9513019737636207,1.029678271138571
2020-06-10,1.019051722400417,0.9797707540744167,1.059368831165543,0.9327326512938371,0.896587278046131,0.9698366748151834,0.9367392190686592,0.8997737313114403,0.9747035527176096,1.0027853705731724,0.9638713270497709,1.0427329671752974
2020-06-11,0.9212906090122124,0.8841402198985109,0.9594673885811597,1.005144309387027,0.9673780300806968,1.0438809633087351,0.8770042277828904,0.8410245530661191,0.9139957275420055,1.010272462689805,0.9712610580287522,1.0503147649345856
2020-06-12,0.9086915819781056,0.8714449889250402,0.9469846728803359,0.9063093583083277,0.8705593722983089,0.9430249387408969,0.9421134293435727,0.9041559324186618,0.9811186917856838,1.0283635935727595,0.989083697513921,1.0686699442881937
2020-06-13,0.9395803173800256,0.9011950602662638,0.9790403953591155,0.9024697915397265,0.8664322066295492,0.9394930742273386,0.7560741382167913,0.7218471922051817,0.791366302647333,1.0457294080282946,1.0062837784373253,1.0861926492006757
2020-06-14,0.963794139755386,0.9246005065451943,1.0040800470682543,0.9062018944262383,0.8695970702075175,0.9438198248676711,0.7847347184175424,0.7487292626709398,0.8218764007559041,1.0805422420023132,1.040699401846807,1.1213892566272765
2020-06-15,0.9597136524430506,0.920453962431516,1.0000741448340988,0.9194772467468624,0.8821590175523265,0.9578333916471535,0.7444338926349253,0.7082572451340078,0.7818219730697583,1.1472674282812179,1.1066465618070351,1.1888703737526674
2020-06-16,1.011522023287481,0.9710273984167498,1.0531271385542682,0.9497260448819894,0.9114125748280862,0.9890985060795832,0.8844310113542426,0.8436005191101144,0.926558210404614,1.3474166948018225,1.3042151526109609,1.3915618921654551
2020-06-17,1.159133648669543,1.1158385590205615,1.2035344374423824,0.9718194853222764,0.9328400444895407,1.011869961671338,1.0858939391917233,1.0399233258388654,1.1331997892322567,1.3065434093322397,1.2658819457403385,1.3480664202644652
2020-06-18,1.3072911035689319,1.2622792927289714,1.353360468603178,0.986958597762517,0.9475803092534013,1.027413028776233,1.579889606694082,1.525157629413499,1.635915602669215,1.2535665558461762,1.2153674092921107,1.2925578463011322
2020-06-19,1.445658404483691,1.4002313649809959,1.4920574967051854,1.203345678117995,1.1597865121756086,1.2479820969131359,1.331477398386652,1.284959860518163,1.3791042956336548,1.2320131286819245,1.1953423774941938,1.2694263147723377
2020-06-20,1.3762559484664676,1.334450669308791,1.418925356688239,1.2394129541922803,1.196387595425518,1.2834577003702488,1.3341240366195595,1.2898050048637943,1.379446864131453,1.1929500827184865,1.1578843872236724,1.2287166953864328
2020-06-21,1.26045632336141,1.2223987517292914,1.299295731033051,1.3198764799333123,1.2769557614954894,1.3637483574085043,1.3538001251352445,1.3109580079646979,1.3975656216372079,1.1408264355531224,1.1073384758775786,1.1749828468722305
2020-06-22,1.231215537329813,1.1948094134550702,1.2683537956369173,1.3304935395160256,1.2891656070103723,1.3726954368287752,1.3464830558463088,1.3056218019954473,1.3881880898550072,1.059633712086602,1.0278972974147569,1.092016746729566
2020-06-23,1.1754064759182188,1.1408013925066762,1.2107043941105935,1.2584754295917688,1.2199901796060146,1.29776165697801,1.2762600630221175,1.2381790498237393,1.315113994543985,0.8770007896978206,0.8483177176613496,0.906323242377954
2020-06-24,1.0376866985425477,1.0058592787705372,1.0701785340721266,1.2480148589542799,1.21093684835558,1.285842126499598,1.2018530061467825,1.1661547288331382,1.2382724885847654,0.8628241375520584,0.8338138695733932,0.8924996207693757
2020-06-25,0.9828196493355329,0.9519284036051441,1.0143720847610351,1.187878411003743,1.15279001093621,1.2236717023126154,0.9539419051284458,0.9229252331064505,0.9856458348043009,0.8697640009940655,0.8399514916424194,0.9002737329733256
2020-06-26,0.8867443035057441,0.8572355588293283,0.9169225956638989,1.0571490698357238,1.0248165749344589,1.090154571921475,1.0217162105344184,0.9893105051448251,1.0548219620664947,0.8643477762769154,0.8340526928335323,0.8953677329395863
2020-06-27,0.8552840513895237,0.8257801399658344,0.8854824912940461,1.06849057503425,1.0361514980090234,1.1014956416747257,1.041824312842844,1.0090016114596525,1.0753512290273477,0.8614787524245003,0.8306647321717531,0.8930455610463007
2020-06-28,0.8900185639936964,0.8592246355055374,0.921539607501923,0.9459183585467315,0.9156756285574672,0.9768197740481143,0.9325430789405816,0.9016450682881496,0.9641390445856004,0.877685727356174,0.8459968754259956,0.9101561981873688
2020-06-29,0.9132903202168846,0.8815810495927703,0.9457509915302018,0.8910979206414603,0.8614917271645004,0.9213747737853185,0.9107433814883742,0.8799055026701528,0.9422934976618499,0.8922008601842402,0.8597360551178284,0.925472841365553
2020-06-30,0.9079027866501473,0.8759307502896311,0.9406435230434416,0.922848757194894,0.8921653636727965,0.9542277288404588,0.8417556530092432,0.8116876159388655,0.8725572413900041,0.9182270095101328,0.8848442878288946,0.9524389884834913
2020-07-01,0.9214730612926126,0.8888844561934869,0.9548486205538147,0.9126427586417089,0.8817498906829058,0.9442489137134493,0.9064324298784493,0.8745017403765886,0.9391310822849384,0.9151926644083134,0.8815430836559867,0.9496878465792215
2020-07-02,0.9107788998477986,0.8780577744130826,0.9443030174764852,0.8985707366597377,0.8675541602608156,0.9303179188972104,0.9253752530449658,0.8926540338568644,0.9588864954832194,0.9110285571243755,0.8771249523642849,0.9457947672333992
2020-07-03,0.8849311162619932,0.8523244061444971,0.9183590226395706,0.9149845743012536,0.8832466931879798,0.947473801765702,0.8619638119768005,0.8301177889334844,0.8946140895036444,0.9017072824479933,0.8676110293652548,0.9366853534100268
2020-07-04,0.9008389303393207,0.8674422915912268,0.9350819549351488,0.8567367942694143,0.825686764138847,0.888555669156544,0.892168460319328,0.8591827567868637,0.9259878156629512,0.9053260794761453,0.8707391332019133,0.9408170236205103
2020-07-05,0.9047874153687554,0.870880061143438,0.9395636731348566,0.884464286803886,0.8523146284080995,0.917412429559357,0.9494267614822551,0.9148796587928549,0.9848328126875288,0.9198197820523952,0.88453625190182394,0.9560293650132947
