date,1,1.lower,1.upper,3,3.lower,3.upper,4,4.lower,4.upper,7,7.lower,7.upper,10,10.lower,10.upper
2020-11-03,1.3679399085131765,1.3485188551995968,1.3875465379300567,1.0301549944649524,1.0205551555193348,1.0398148460250891,0.9786102757802445,0.9706341503810259,0.9866299775115328,1.1563404752400628,1.1496582301801,1.1630485634194387,1.154252711047295,1.148404107294243,1.1601211383924044
2020-11-04,1.3531739401500307,1.3348372208041954,1.3716778239145881,1.2769451327630998,1.2662598858555405,1.2876903224321792,1.1154780953962515,1.1069043246245749,1.1240960256409511,1.1326189256644077,1.1261276735331922,1.1391350746890252,1.2141679557627099,1.208275318569685,1.2200797204177705
2020-11-05,1.2829932029676527,1.2659925114666064,1.300145416280196,1.3318101697773697,1.3212943609691743,1.342381626043863,1.278652653388445,1.2695977916580403,1.2877504664004986,1.1198170465349997,1.1134635810827027,1.1261946348894527,1.2210347818776977,1.2152815606403111,1.2268061319419996
2020-11-06,1.1587646227896464,1.1431966734278793,1.1744732701238003,1.2594555869398119,1.249685512431261,1.269276451052931,1.2827599630849438,1.2740204684901895,1.2915393339115204,1.108295044826516,1.1020625346759938,1.1145510086731225,1.1911114655843802,1.1855881179739092,1.196651941178782
2020-11-07,0.8190839422241403,0.8062575458624911,0.8320456557907555,1.0786244124403497,1.0698907853955288,1.087405439661173,1.1392696304714949,1.1313440228849077,1.1472321670393546,1.0976994714125012,1.0915755692662246,1.1038462348489062,1.1140220493563995,1.1088075073687276,1.1192529145382768
2020-11-08,0.5542598550348786,0.5434203222507471,0.565242581824791,0.8453613852709748,0.8377014472569367,0.8530678765507662,0.9482105189187321,0.9411113200722933,0.955345329821884,1.070721731680145,1.0647429207038581,1.0767228826068518,1.0261381490295016,1.021200680661554,1.0310915067959279
2020-11-09,1.0129297412039269,0.9971551446833198,1.0288698324020216,0.7858507993199478,0.778276695327766,0.7934738848953118,0.8821425093956178,0.8752269496800794,0.8890944021555514,1.0597609768085665,1.0538607606148385,1.0656831742494568,1.0038885627464182,0.999009563359173,1.008783421824901
2020-11-10,1.2543264419202995,1.2366767926391438,1.2721432264682333,0.9203858451518937,0.9118899368740726,0.9289343601522176,0.8920206057492213,0.8849201870753367,0.8991589047738219,1.048987225861279,1.0431550491896178,1.0548411002135498,1.043983593881536,1.0389960193720673,1.0489871044085897
2020-11-11,1.335782975590686,1.3182742434646888,1.353446054603014,1.2040027553023394,1.194150548704653,1.2139090031624302,1.0259708265951348,1.018219964877644,1.033760922786896,1.0498123718750008,1.0440090326888591,1.0556371773579738,1.10970095632392,1.1045795392404274,1.1148381794022342
2020-11-12,1.258177175171626,1.2419721068260778,1.274522595218516,1.2826546427925365,1.2727691363048923,1.2925912039404703,1.2190567873038787,1.2106295320854064,1.227523060460395,1.0486590064470103,1.0428912270534505,1.054448012800735,1.1268414828619167,1.1217528856549677,1.1319454457551228
