date,consensus,RKI,SDSC,ETH,Ilmenau,epiforecasts,globalrt,rtlive
2021-02-18,1.034871313131417,1.0498493458941989,1.0215076654010298,1.0072437276389965,1.0348625194825334,1.0393114567108706,1.054755844902037,1.035
2021-02-19,1.0373574685317997,1.0418570542110903,1.0246770039661603,1.0146014191236088,1.0373487748187749,1.0469365273676199,1.0535435764763532,1.044
2021-02-20,1.024201232332482,1.023678912469293,1.0266845137968137,1.0196072579118647,1.0241925783711927,1.0511108021790003,1.0508210643413172,1.049
2021-02-21,1.0249168677673675,1.0131766772812123,1.026993561631472,1.0226732214327685,1.024908272715432,1.0518129196404542,1.0504820910198802,1.053
2021-02-22,1.024537708871789,1.010880621957422,1.0261463036110299,1.0241824673408035,1.0245291643225838,1.0525842326512356,1.0518577282509,1.056
2021-02-23,1.0323692274001859,1.000758026964102,1.025342220808667,1.0242671134568961,1.0323607645875459,1.0505953205906406,1.0515441344084062,1.059
2021-02-24,1.0249055272119127,1.0044025043754399,1.0253048036069978,1.0234376358890818,1.0248971068799217,1.0480206500655522,1.0383188354692097,1.064
2021-02-25,1.0233252196295302,1.0158592536396807,1.0258613797565967,1.022283119367833,1.0233168482368362,1.0433266960675072,1.0410439876452904,1.068
2021-02-26,1.022400812751016,1.0180050672943883,1.027151693858319,1.0215655148772984,1.0223924850918438,1.0410995236042573,1.0538206412329894,1.072
2021-02-27,1.0286932660911414,1.0380710202167758,1.0299664639343193,1.0224073109320342,1.0286850066438527,1.0376742927759066,1.0667683755604656,1.079
2021-02-28,1.0203654773103115,1.051754181112688,1.0354170554998323,1.0252156311777032,1.0203572475259122,1.0374976892487733,1.0753491336864085,1.086
2021-03-01,1.017508767732239,1.0601706970128022,1.0439069536723582,1.0302608963512399,1.0175005705758877,1.039131626109739,1.0954325392724753,1.087
2021-03-02,1.023711821898045,1.0827846715972675,1.0548423050537428,1.0377414839090424,1.0237036795680616,1.0420878502651454,1.1277140689032468,1.089
2021-03-03,1.0644466331935918,1.0950138985406532,1.0671837072871972,1.0473136863612649,1.0644386808318578,1.0490899845210298,1.1585698724587927,1.095
2021-03-04,1.0982400995857753,1.1151533784245407,1.0803860420449878,1.0586949555224405,1.0982323973830357,1.0593528279345716,1.168641550463222,1.1
2021-03-05,1.1171050091554213,1.1383838722662016,1.0939382877828765,1.0712638475524927,1.1170975747091811,1.070772637560133,1.1675838045433768,1.103
2021-03-06,1.1175879959662256,1.1511500904748708,1.107049069264693,1.0839567497104405,1.1175807948726884,1.0842142883265204,1.1606439997327205,1.105
2021-03-07,1.1057676834917263,1.1656221739199417,1.118598636306431,1.0961235670023157,1.1057606662530544,1.0993535516004895,1.1582444902953115,1.107
2021-03-08,1.1058322274826977,1.1718180425792617,1.127587214138829,1.1072361644615745,1.1058253990270308,1.1143189293067541,1.1708956593628947,1.112
2021-03-09,1.1403823350432412,1.1703867403314918,1.1335095773465251,1.1171371571060513,1.1403757887304045,1.130873973975919,1.1921446610421342,1.112
2021-03-10,1.1630663668432042,1.1681512426538272,1.1367862230427757,1.125410206148961,1.1630601153048823,1.1462210992829132,1.1870411799312324,1.111
2021-03-11,1.1629487829579068,1.1723607557031632,1.1383316471696998,1.131606670085521,1.1629427909714154,1.1618468494032812,1.1699817681559428,1.111
2021-03-12,1.1567196797536163,1.169982224081142,1.1388014473211157,1.1358852775700725,1.1567139186428765,1.174818344319662,1.159818742359546,1.11
2021-03-13,1.1461376499275675,1.1681017119838872,1.1384220221454866,1.138526122817298,1.146132086580419,1.187246607112034,1.150867675957174,1.108
2021-03-14,1.1186110811978922,1.1580331923044285,1.1374873845259397,1.140084903836401,1.1186056502638313,1.1964671609742377,1.1446154328785043,1.103
2021-03-15,1.1111678536337033,1.141168684910195,1.136210134896105,1.140874034973195,1.111162560739101,1.2031955146042437,1.1562836670629393,1.102
2021-03-16,1.1237904725189622,1.133109157329103,1.1345843720839908,1.1408056214764741,1.1237853475913824,1.205446655573199,1.1721487967671322,1.099
2021-03-17,1.1373673911118278,1.1274759143910167,1.1324122302346917,1.1401518939408248,1.1373624499475354,1.2055200486405093,1.1665691680556107,1.095
2021-03-18,1.1544732055648852,1.1308139230567915,1.129267740391694,1.1388833160671927,1.1544684696194283,1.1994182493007772,1.1566804172343736,1.09
2021-03-19,1.1539857864443361,1.1358937837012921,1.1246523139190543,1.1360969608620757,1.153981231778252,1.1890877031939366,1.138800679378467,1.087
2021-03-20,1.1345361303148611,1.1289288953740584,1.1175885466355744,1.1312235023845378,1.1345317120329548,1.1745815347173574,1.1123438340555434,1.085
2021-03-21,1.112577430321154,1.1178899477170412,1.1066560956811693,1.1242859005654244,1.1125731159119794,1.1562953109173213,1.0845435216139023,1.085
2021-03-22,1.1023394494210912,1.096870053045241,1.091424176470676,1.1153786178959144,1.1023352318926554,1.1350569182102546,1.0642859913166105,1.075
2021-03-23,1.0840834558110028,1.0627692638404973,1.0731700439470242,1.104495703182565,1.0840793062127836,1.1120989075700884,1.0308741494421123,1.07
2021-03-24,1.0747288944951696,1.0307060827038121,1.053000780258586,1.09148310173486,1.074724809717519,1.0864543697682345,0.9956546167555133,1.066
2021-03-25,1.0522347742884557,1.0038048171550227,1.031196867333708,1.0762865258167187,1.052230719652946,1.0605776719333346,0.9669123803868712,1.057
2021-03-26,1.0004575544884942,0.9781069333670929,1.008865771688316,1.0593716322037814,1.0004534561277032,1.0353928914632182,0.9360301888381092,1.054
2021-03-27,0.9586202877144496,0.9594033121233829,0.9887412987129961,1.041869773199541,0.9586161059280871,1.0126747156319134,0.9331239588470118,1.05
2021-03-28,0.9684661032185085,0.9633963447183128,0.9743023332886679,1.025705679800277,0.9684618779129203,0.9931685334294137,0.9566475922169876,1.045
2021-03-29,0.9440963469312709,0.9574368409396774,0.9685107461477046,1.0124945812542094,0.94409202934059,0.978282601183869,0.9574042879604066,1.042
2021-03-30,0.8793228763832723,0.9632413215866633,0.972050874331869,1.003389839278263,0.8793183706152091,0.9698776103741963,0.9883029452695672,1.036
2021-03-31,0.906414942147849,0.9795059646163847,0.984273218514838,0.9992090631495044,0.9064103310196041,0.9653978799964045,1.1413561758594883,1.029
2021-04-01,0.9720691014183152,0.9662799799474059,1.0045388371124278,1.0005481840886057,0.9720644893681332,0.9666370443977492,1.2251943560701766,1.029
2021-04-02,1.053832311173394,0.9963613718250968,1.030665390716578,1.007330781054627,1.0538278307477937,0.9744871947314449,1.225221586421933,1.024
2021-04-03,1.1056562460289274,1.0346857055835745,1.058806796475247,1.0183917705233887,1.1056519432181593,0.9874192536744117,1.19021182144989,1.019
2021-04-04,1.0869151271956008,1.0575669252499889,1.0846629621118102,1.031362421192188,1.0869109236018832,1.0051818298842994,1.1545753086377677,1.014
2021-04-05,1.1048836243601965,1.106738147032321,1.1033998063088397,1.044301642314977,1.1048795599658778,1.0259356029601452,1.1442901136546348,1.009
2021-04-06,1.2077875040386932,1.1236829886781672,1.1121294539633273,1.055061832824848,1.2077837333462254,1.047984206205415,1.1420013016168262,1.006
2021-04-07,1.1837189903531862,1.117763174982468,1.1117831172626158,1.0619675141478682,1.183715379448397,1.0707343184731097,1.0979395702643435,0.993
2021-04-08,1.120485080888599,1.1428123197991926,1.1050199802024283,1.0646508536768928,1.1204815463567492,1.0919501844464181,1.0700606417209657,0.991
2021-04-09,1.0847817256670729,1.120466470385052,1.0941667098035628,1.0640699340399828,1.0847782421932468,1.110596219141204,1.059725397086229,0.986
2021-04-10,1.0610990030558536,1.0868508041446825,1.0810500836724044,1.0613125826124392,1.0610955498809915,1.1232117355804485,1.0499185335627428,0.98
2021-04-11,1.0471124045444107,1.0581929437279733,1.0666953441975449,1.057171515145095,1.047108975272625,1.1315522336074664,1.0481451249218947,0.973
2021-04-12,1.0385927676261457,1.0210737209216043,1.05309349598954,1.052285200098576,1.0385893589031994,1.134899184642589,1.0554645890922654,0.97
2021-04-13,1.0385978529438349,1.0126392742326156,1.0422681904776314,1.0479093375789332,1.0385944713687412,1.1306220584393372,1.0629045640100243,0.965
2021-04-14,1.0354888472274433,1.0210487066633522,1.0341564458941372,1.0449104813193615,1.035485489596252,1.119826430102055,1.0419453542655035,0.961
2021-04-15,1.029887459639567,1.032389582631864,1.0272531524993516,1.0430217834961908,1.0298841211700633,1.1053794744404875,1.0226252877160549,0.954
2021-04-16,1.0219216187069473,1.0344100868427746,1.0203360068522558,1.0409329817406818,1.0219182913960805,1.0863885732829144,1.0115044199086582,0.951
2021-04-17,1.0196457241570154,1.0360093937548926,1.012372028785702,1.037775976143109,1.019642409299016,1.065379304848315,0.9998611985396726,0.944
2021-04-18,1.0149976437521866,1.0227271099909063,1.003349705268879,1.0335056601543213,1.0149943360049622,1.043272708712705,0.9884535889430496,0.936
2021-04-19,1.0108411941527673,1.0020206603659876,0.9934669507987157,1.0277823132950392,1.010837890980314,1.0224896245539181,0.9763733710415398,0.932
2021-04-20,0.9897285202638797,0.9779541941829423,0.9827945067891136,1.0201937221455584,0.9897251940879306,1.0009959232321384,0.954284895935858,0.925
2021-04-21,0.9629298288540762,0.9518862116251084,0.9714348381292767,1.0106901609295884,0.9629264529371656,0.9804178811556294,0.9312609203292213,0.921
2021-04-22,0.9448358049759733,0.925254321540842,0.959600503979908,0.9993103443967982,0.9448323650740159,0.9609404401960875,0.9269359941855712,0.914
2021-04-23,0.9333862323249061,0.9051780255858711,0.9478160791164113,0.9867200056498366,0.9333827194265828,0.9434730726255507,0.9271717091805922,0.909
2021-04-24,0.9292487439111737,0.8911725406244163,0.9370449027936132,0.973749757414828,0.929245157859469,0.9272357400471053,0.9234571731572134,0.902
2021-04-25,0.9320241331537141,0.8816434530153247,0.9278720410578387,0.9605649962551094,0.9320204808015354,0.913918811648107,0.9190894152239116,0.896
2021-04-26,0.9260571014549681,0.8811774053195112,0.9201453482438504,0.9477306356503652,0.9260533730848864,0.9020688885670212,0.914726875484796,0.888
2021-04-27,0.9111955579959801,0.8845904304798831,0.9133428305099552,0.9356878165031337,0.9111917338111005,0.890568389790859,0.9109678376520868,0.88
2021-04-28,0.8994406575776731,0.8848798497416427,0.907232962095856,0.9244758439910458,0.8994367240725869,0.8804670341333383,0.9007419815732812,0.875
2021-04-29,0.8896092245427212,0.8810690943043884,0.9020000143982619,0.9144278305347628,0.889605168173168,0.8704179377600906,0.8998618319156326,0.865
2021-04-30,0.885226936603439,0.8773228454642256,0.8956333363595128,0.9055998873549487,0.8852227525695998,0.8618924516787927,0.8998704403673354,0.859
2021-05-01,0.8860110661531472,0.8727145798538392,0.8893447194214957,0.8977592643956249,0.886006755585325,0.8527693717998086,0.8898958956700895,0.853
2021-05-02,0.900473333623554,0.873701854753489,0.8817646837425502,0.8906905261859993,0.9004689204170406,0.8438228608891061,0.8813579291912255,0.846
2021-05-03,0.9075239228001091,0.8716386276327991,0.8723396570658937,0.8836634085653677,0.9075194108050988,0.8355675728528804,0.8722398639346702,0.837
2021-05-04,0.8883795874499525,0.8657479004756964,0.8615766860046113,0.8762054234422683,0.8883749364578473,0.8284791055110152,0.8535438827921743,0.827
2021-05-05,0.8717151729731983,0.8630099535232232,0.8504427371410916,0.8686616859977031,0.8717103577250931,0.8224473213314012,0.8142533955974215,0.825
2021-05-06,0.8262531851539358,0.8470513408683321,0.8395417062612387,0.8611138028565123,0.8262481143570304,0.81566198239797,0.7747082294963532,0.818
2021-05-07,0.7836421972903723,0.834965262700825,0.8313014751078285,0.8537864899674827,0.7836367969097003,0.8070652611793792,0.7826379790827409,0.813
2021-05-08,0.793255802394072,0.8192312040700961,0.8234820106473685,0.8469868308734204,0.7932500954623358,0.7998064079255792,0.8292197647074919,0.808
2021-05-09,0.8264110210958636,0.7982752551918338,0.8174975350963435,0.8406370396320763,0.8264050656967364,0.7919946448769912,0.857172241891623,0.806
2021-05-10,0.8369584615676245,0.794802988712318,0.8145279118159084,0.8350466065035023,0.8369522652159253,0.7841512832079319,0.8698859126097862,0.803
2021-05-11,0.813899860219451,0.8041265259955537,0.8143188928620746,0.83022136438883265,0.8138933550756232,0.7749396596988087,0.8728286526158555,0.799
2021-05-12,0.7834559752356434,0.8144105104815004,0.8149773232364054,0.8254866329522604,0.7834490788848949,0.7662636009729917,0.8335411518135404,0.796
2021-05-13,0.811359499907964,0.8132339756309067,0.8134121958370598,0.8206168465706621,0.8113522847787515,0.7579683756364681,0.8099842583152401,0.792
2021-05-14,0.849649815988089,0.8119995663553717,0.8081939045142258,0.8153204995761625,0.8496423570544838,0.749192860999603,0.7979436534224955,0.792
2021-05-15,0.8379525465767659,0.8035601687927438,0.800384427539358,0.8091329220967525,0.8379447808750523,0.7416343477661687,0.7685081889201222,0.793
2021-05-16,0.8346185192579751,0.8081778591157881,0.7909941044526697,0.8021996465366064,0.8346104393871251,0.7336815739639813,0.7269732206727677,0.791
2021-05-17,0.8116989777699137,0.8133381529007772,0.780137509644717,0.7943897326252156,0.811690482581292,0.7279356668659243,0.6820902069700978,0.789
2021-05-18,0.701433871199607,0.8027846652679763,0.7679886901139241,0.7860332695847305,0.7014245731528096,0.7221722332107774,0.68059113430311,0.79
2021-05-19,0.6829319189502036,0.7849942657089395,0.7559103294334896,0.7777681635768903,0.6829217765164253,0.7183834649868617,0.8056391971533252,0.789
2021-05-20,0.713632706882362,0.7380118675696643,0.747842994236423,0.7705967457319431,0.7136217572971649,0.7167425511797567,0.8773808010836843,0.787
2021-05-21,0.7165319071896886,0.7269676903248744,0.7469582627960317,0.7657098455887346,0.7165201162634709,0.7165247207203085,0.8709798233125121,0.787
2021-05-22,0.7193264570887967,0.7311712995961036,0.7522312263269337,0.7629965061846022,0.7193138105079792,0.7176377090797506,0.8443322676985741,0.787
2021-05-23,0.7614997608284215,0.7469434832756632,0.7607625765336854,0.7617788368518044,0.7614864110064711,0.7212627765301292,0.8228993395023798,0.788
2021-05-24,0.824637659873691,0.790698335132678,0.7690819711970943,0.7614619756253851,0.8246238609607479,0.7245597939663969,0.8065308422328601,0.784
2021-05-25,0.8964147857881549,0.8108818584747058,0.7748340999082289,0.7614975488957864,0.8964008525142234,0.7300052107617641,0.7855050728530051,0.786
2021-05-26,0.8362556547370781,0.825442729488221,0.7779902361901992,0.7620784455675106,0.8362411111941835,0.735039702768125,0.7432818592589199,0.785
2021-05-27,0.7509879604230096,0.8386178024843868,0.7783339164562422,0.762754959372304,0.75097237329112,0.7399965495979554,0.718595194308621,0.787
2021-05-28,0.7102195664014156,0.8205957385649096,0.7743468894764951,0.7631934984068316,0.7102026674030897,0.7435485781019169,0.7350808266659388,0.787
2021-05-29,0.7217804566505036,0.8105775030156815,0.7660448456845885,0.7641647925383425,0.721762252741773,0.7461441580922834,0.7779448705088556,0.788
2021-05-30,0.7590052756332002,0.7897492422154864,0.755460065619637,0.7652208117188106,0.758985958949514,0.747106194255966,0.8065367390572833,0.788
2021-05-31,0.7774657040977634,0.7671754163427309,0.7460844001892699,0.7656213713854921,0.7774453376619828,0.7461278521894461,0.8174614699454663,0.79
2021-06-01,0.7561550037477005,0.7796654698309835,0.7401146621048603,0.7653548823029651,0.7561333455690692,0.7426794789247353,0.8139420670279988,0.792
2021-06-02,0.7310509414898316,0.7950983583685998,0.7359368031138797,0.7643828569129383,0.7310277265897634,0.736769748440149,0.7754836553419083,0.79
2021-06-03,0.7523271262142401,0.8038081945967501,0.7310994491756332,0.7631572110724786,0.752302469680129,0.7290334893461576,0.7536347682327309,0.793
2021-06-04,0.7787915991429778,0.8058029761587284,0.7256781061857724,0.7620219384378213,0.778765619459033,0.7183635857484074,0.7411186553798939,0.794
2021-06-05,0.7681529762850832,0.7825452094799505,0.7206019268994924,0.7606668467741575,0.7681254607755098,0.7069761969646291,0.72918484880482215,0.8
2021-06-06,0.7782530772664658,0.7659238462888226,0.7156921191159641,0.7587748645856072,0.7782240913974767,0.6951502727927781,0.7189834056794839,0.803
2021-06-07,0.7756098760449055,0.7536276820042168,0.7104812362998338,0.7555892971092807,0.7755792346621868,0.6819963427414926,0.6957652408257593,0.803
2021-06-08,0.7054314737378073,0.7407333862854117,0.705189110703659,0.7497229781667053,0.7053982171261163,0.6693778068717257,0.6681796666808214,0.808
2021-06-09,0.665959735398051,0.7325965264819865,0.7016200816727827,0.7412049166782749,0.6659233288998863,0.6576644970387748,0.6648511406329365,0.813
2021-06-10,0.6469538205169217,0.6991981672394043,0.7009513906614305,0.7314848364408023,0.6469137221518935,0.6478965829984975,0.6817704543949388,0.817
2021-06-11,0.6447525156602998,0.6833703612276804,0.7027837332007302,0.7217461841723418,0.6447084490818717,0.6389950667014546,0.7072951237583647,0.821
2021-06-12,0.6581141213372246,0.6893932624430346,0.7063162860830196,0.7127105824567308,0.6580660339356255,0.6328852951342043,0.7282200664005979,0.827
2021-06-13,0.6950628604212133,0.6969043887147336,0.7109555324691439,0.7042689987312636,0.6950111504078308,0.6294309008874752,0.7414998118328797,0.835
2021-06-14,0.7131124888720981,0.7283748361730014,0.7165912132369585,0.6969659407222643,0.7130571705098138,0.628767235116878,0.7414734962926655,0.84
2021-06-15,0.6912688949926504,0.7485851896447923,0.7233963031420285,0.6919978570069699,0.6912091947510609,0.6321336306550668,0.7361849114073673,0.849
2021-06-16,0.6800021870922437,0.7596889176928062,0.731113262848752,0.6897869986622163,0.6799375583432541,0.63871652886871,0.7508677021148413,0.857
2021-06-17,0.6925122310081775,0.7700309249367444,0.7394055551137716,0.6904990207919295,0.6924425423683918,0.6488160911620544,0.7847990120309818,0.86
2021-06-18,0.709236066993386,0.7864747338431549,0.7481571256276438,0.6948015117567394,0.7091613311551102,0.6628540406209574,0.8147444009858686,0.863
2021-06-19,0.7243770672699229,0.795078011902847,0.7579371211478313,0.7026427625391806,0.7242973341408824,0.6810217578615483,0.8369504545129107,0.872
2021-06-20,0.765623898889967,0.8085650912813513,0.7684728755070634,0.7135035419941734,0.7655400737049431,0.7019050006274299,0.8706807936345798,0.877
2021-06-21,0.7933051019343655,0.8347937203358891,0.7797551834233074,0.7262813534302388,0.793217539484772,0.7259170573124525,0.9010245708295452,0.883
2021-06-22,0.8033874840368471,0.871115347950429,0.792279190006727,0.7403857364427916,0.8032961441010399,0.753112104602215,0.9203466256032964,0.886
2021-06-23,0.8316356243480855,0.9087598624317216,0.8061030712197015,0.7562230510033526,0.8315411947820778,0.7831725367199621,0.938780077001546,0.89
2021-06-24,0.8424486433728883,0.943658999788985,0.8214123626265357,0.7748366830185611,0.8423509836788147,0.8153593629965362,0.943482960600968,0.894
2021-06-25,0.8567795321278197,0.962606603979882,0.8393491931800354,0.797080471415828,0.8566789570351905,0.8500624246114117,0.9620314306830988,0.892
2021-06-26,0.8898690740840604,0.98249069818341,0.8590035666057968,0.8225241211446066,0.8897665689674428,0.8860261219089482,0.9900370363681594,0.894
2021-06-27,0.9077164331473521,1.0160284951024043,0.8798743934841692,0.8495954632894339,0.9076122182006617,0.9217303877211402,1.0298295602730854,0.897
2021-06-28,0.9345400900912597,1.039803220035778,0.9010466575592112,0.8768325343998141,0.934435050817285,0.959379897836587,1.098621808669041,0.899
2021-06-29,0.9797597648699508,1.0717855520218083,0.9211943001093658,0.9026376126737793,0.9796553867385919,0.9961079109477667,1.1546034755207968,0.899
2021-06-30,1.0029967768550012,1.1022499443083091,0.9398688830791816,0.9254405022157012,1.002893342425532,1.0314599463274954,1.1656624058545924,0.901
2021-07-01,1.0528590916112912,1.1560035056967572,0.9571577597240404,0.944191689633794,1.052758407600769,1.065171401994913,1.1747041673822052,0.9
2021-07-02,NA,1.2165591397849462,NA,NA,NA,1.0981310491335767,NA,0.897
2021-07-03,NA,NA,NA,NA,NA,1.1306872875458551,NA,0.902
2021-07-04,NA,NA,NA,NA,NA,1.1605985725576007,NA,0.9
2021-07-05,NA,NA,NA,NA,NA,1.186283993466666,NA,0.901
2021-07-06,NA,NA,NA,NA,NA,1.2094127413908264,NA,0.9
2021-07-07,NA,NA,NA,NA,NA,1.2295730064081694,NA,0.907
2021-07-08,NA,NA,NA,NA,NA,1.245069964869193,NA,0.907
2021-07-09,NA,NA,NA,NA,NA,1.2630080781280917,NA,0.902
2021-07-10,NA,NA,NA,NA,NA,1.2724402067829437,NA,0.899
2021-07-11,NA,NA,NA,NA,NA,1.279187068677504,NA,0.895
2021-07-12,NA,NA,NA,NA,NA,1.2884488193194468,NA,0.898
2021-07-13,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.893
2021-07-14,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.895
2021-07-15,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.897
2021-07-16,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.897
2021-07-17,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.898
2021-07-18,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.899
2021-07-19,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.902
2021-07-20,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.898
2021-07-21,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.899
2021-07-22,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.901
2021-07-23,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.898
2021-07-24,NA,NA,NA,NA,NA,1.2931377338807968,NA,0.9
2021-07-25,NA,NA,NA,NA,NA,1.2931377338807968,NA,NA
2021-07-26,NA,NA,NA,NA,NA,1.2931377338807968,NA,NA
2021-07-27,NA,NA,NA,NA,NA,1.2931377338807968,NA,NA
