date,RKI,ETH,Ilmenau,SDSC,globalrt,epiforecasts,rtlive,HZI
2020-04-19,0.84,0.7499155065662211,0.332405600071553,0.765097556958631,0.732738599593951,NA,0.733,0.611648
2020-04-20,0.84,0.7497285363929863,0.553608042859978,0.758191851736583,0.723652188206341,NA,0.738,0.5914090000000001
2020-04-21,0.82,0.7526044812397384,0.778662420382165,0.751147395187033,0.708510849754581,NA,0.745,0.595488
2020-04-22,0.83,0.7591799787777344,0.828604516502606,0.744598318237131,0.696493504225906,NA,0.752,0.640789
2020-04-23,0.81,0.7705653575165274,0.922600227646389,0.73942993405226,0.686500531215919,NA,0.758,0.6897265
2020-04-24,0.81,0.7874886160445259,0.629313102691833,0.736760905487672,0.677773743030384,NA,0.766,0.727576
2020-04-25,0.83,0.8072750532985719,0.452679571009037,0.737854827133222,0.679170673453843,NA,0.776,0.7176035000000001
2020-04-26,0.82,0.8256028488065167,0.327088018744495,0.743767238958098,0.678992007281931,NA,0.783,0.6407544999999999
2020-04-27,0.82,0.8386820807372677,0.592773958060407,0.754866592566546,0.674008778571892,NA,0.79,0.5673705
2020-04-28,0.81,0.8462425228894788,0.97101492271635,0.770458118741813,0.666154756408338,NA,0.8,0.534986
2020-04-29,0.81,0.8501762312969929,1.19410607756419,0.788635259764885,0.657630967194579,NA,0.809,0.537703
2020-04-30,0.81,0.8526828978775897,1.27255774428458,0.80646439401969106,0.649674891670621,NA,0.818,0.5747555
2020-05-01,0.82,0.8546268215101794,1.09102391064773,0.820797766075942,0.645503211845743,NA,0.825,0.584735
2020-05-02,0.85,0.8553081734434368,0.756846596546934,0.82923719780192,0.653738743857057,NA,0.834,0.551885
2020-05-03,0.86,0.8532289150527167,0.372765035217627,0.830906189069288,0.663594333600593,NA,0.84,0.476264
2020-05-04,0.89,0.847902416544326,0.727405539781095,0.827048852045144,0.671259114496033,NA,0.849,0.4199524999999999
2020-05-05,0.9,0.841261141154098,0.92011540349323,0.820648988012181,0.680565154480232,NA,0.857,0.4367385
2020-05-06,0.89,0.8362301686019413,1.0283781244127,0.815334727178681,0.689819723689963,NA,0.868,0.5287930000000001
2020-05-07,0.9,0.835357121373149,0.967664766157649,0.814352041876706,0.696618122520323,NA,0.876,0.6681755
2020-05-08,0.89,0.8408507736667623,0.910659856087072,0.819480648376806,0.699412312185034,NA,0.886,0.7912254999999999
2020-05-09,0.87,0.8524201528742308,0.59676697051558,0.830524152622119,0.704352783933011,NA,0.892,0.842666
2020-05-10,0.87,0.8673980717745919,0.416990454965324,0.845604841182918,0.70894352206392,NA,0.9,0.7948205
2020-05-11,0.85,0.8794820861135235,0.734633134404642,0.861574109296913,0.713540850498148,NA,0.909,0.7511445
2020-05-12,0.85,0.8854800172120052,1.03469484308469,0.874806757435217,0.707641282369649,NA,0.917,0.746122
2020-05-13,0.85,0.8852616202898622,1.2507972741616,0.882364844491413,0.708519857569441,NA,0.93,0.78262
2020-05-14,0.89,0.881944019445891,0.663456959949209,0.882796086802463,0.704507026220846,NA,0.936,0.826726
2020-05-15,0.92,0.8767046262171837,0.855373920599576,0.87659061236944,0.718490895290158,NA,0.947,0.8591395
2020-05-16,0.93,0.8695529428550384,0.563429993869703,0.866102992533524,0.738842152798166,NA,0.956,0.8320115
2020-05-17,0.96,0.8600252451850117,0.370069977554369,0.854465978081685,0.757385878759707,NA,0.966,0.7447429999999999
2020-05-18,0.92,0.8481041954301379,0.729131845442926,0.844272240819076,0.768262473054034,NA,0.975,0.6804545
2020-05-19,0.92,0.8348836992552751,1.15849206183631,0.836837540895494,0.78532192095906,NA,0.983,0.6814644999999999
2020-05-20,0.91,0.8230204574626004,1.32116077294248,0.831874109888935,0.775318354036394,NA,0.988,0.7522825
2020-05-21,0.85,0.8176074712829777,1.13692807335944,0.828064239519438,0.759756012631511,NA,0.997,0.7673004999999999
2020-05-22,0.83,0.8224431600236497,0.973694447145775,0.824336800067775,0.753753698493674,NA,1.005,0.776143
2020-05-23,0.82,0.8366712377157668,0.809309706426871,0.820575779803745,0.752595010645857,NA,1.011,0.73815
2020-05-24,0.81,0.8547755565786007,0.377080261217611,0.817912476360318,0.757658841961833,NA,1.017,0.6469165
2020-05-25,0.87,0.8729531604054362,0.281938124528388,0.818500514225088,0.763307955315369,NA,1.019,0.5878165
2020-05-26,0.89,0.8902377957601147,0.645343900367959,0.824302836717554,0.769385251642889,NA,1.024,0.6206855
2020-05-27,0.91,0.907410368151373,1.14022988505747,0.835882423414931,0.77395179917196,NA,1.025,0.722329
2020-05-28,0.94,0.9242268401484268,1.35856824289553,0.851958122102082,0.780694927527786,NA,1.026,0.826925
2020-05-29,0.92,0.9406354579690166,1.240302743614,0.869433149041585,0.780283612115342,NA,1.026,0.8949595
2020-05-30,0.92,0.9580698876537876,0.84068041034381,0.88435127444058,0.773079371879718,NA,1.026,0.9105655
2020-05-31,0.87,0.9772720018156,0.471701128119907,0.893499322837004,0.769219082103277,NA,1.023,0.8342575
2020-06-01,0.89,0.9988079254876276,0.815693262465821,0.895421681668338,0.770277697179441,NA,1.017,0.6993225
2020-06-02,0.89,1.0243382912435273,1.17384116098218,0.891590711808913,0.776049731395765,NA,1.011,0.599919
2020-06-03,0.91,1.05666259395687,1.458072198546,0.887755752872267,0.79513435024995,NA,1.005,0.6130705000000001
2020-06-04,0.95,1.100585716366984,0.802419996815794,0.893053517050821,0.816261300911126,NA,0.999,0.7155285
2020-06-05,0.96,1.15956968151396,0.993446015867541,0.917635261514087,0.846514818851714,NA,0.99,0.83172
2020-06-06,0.96,1.2298170614836967,0.844791862874364,0.968801491139535,0.877479333775468,NA,0.981,0.883301
2020-06-07,1.01,1.293969565100252,0.485738491951426,1.04655246384322,0.884568821611687,NA,0.968,0.8418235000000001
2020-06-08,1.03,1.3246434656278805,0.745294136382457,1.14197166174971,0.887687140317466,NA,0.962,0.8061035000000001
2020-06-09,1.04,1.3094604883650929,1.51607963246554,1.23895156316139,0.881484566484547,NA,0.955,0.834482
2020-06-10,1.06,1.2593547744239948,2.64606453815947,1.3188127004738,0.880846933320916,NA,0.946,0.939619
2020-06-11,1.05,1.1945521354601956,2.35992271598123,1.36662733488816,0.902498674794056,NA,0.935,0.9760495
2020-06-12,1.07,1.125949353677264,2.81998479280193,1.37616429969947,0.953067585449478,NA,0.933,1.001085
2020-06-13,1.11,1.0637368973679937,1.37830312295261,1.35005739738027,0.988252718655717,NA,0.932,0.9946185
2020-06-14,1.19,1.013825122591498,0.461826781491232,1.29724154738475,1.04384282955498,NA,0.931,0.9146215
2020-06-15,1.43,0.9777975926077604,0.774630376986784,1.22926711454481,1.0993722435663,NA,0.93,0.8413085
2020-06-16,1.48,0.9468605411178312,0.865154390507777,1.15653446532342,1.16600301491049,NA,0.933,0.8998275
2020-06-17,1.47,0.9173408786025544,0.807842022004586,1.08672993172483,1.21053803669434,NA,0.932,1.1809150000000002
2020-06-18,1.42,0.8918842282268354,0.928632846087704,1.02465604987982,1.24988786897853,NA,0.938,1.482166
2020-06-19,1.19,0.8754063264807873,0.995479465230355,0.972804134304672,1.21891444751329,NA,0.944,1.8010825
2020-06-20,1.13,0.8680404191173485,0.597231296961777,0.932355490128546,1.20013476598314,NA,0.948,1.895008
2020-06-21,1.04,0.8686187959562458,0.383035771285085,0.903736277236112,1.184356835162,NA,0.955,1.756629
2020-06-22,0.83,0.8715445902255428,0.823721412345897,0.886714445021549,1.15536960602827,NA,0.965,1.5827045
2020-06-23,0.76,0.8741301172430197,0.971382886166436,0.880320499274594,1.12284051972897,NA,0.972,1.4301485
2020-06-24,0.73,0.8746078684174056,1.07920620370141,0.88256446021053,1.08244542550011,NA,0.985,1.2906735
2020-06-25,0.73,0.8763379142979805,1.09547092125579,0.8903041319745,1.0487046500858,NA,0.997,1.1874384999999998
2020-06-26,0.83,0.8821931346775095,1.01584441735997,0.89973815229458,1.03199321159449,NA,1.009,1.1178750000000002
2020-06-27,0.87,0.8922168938214333,0.70476548043659,0.907284523236871,1.01033303702426,NA,1.018,1.004733
2020-06-28,0.89,0.9053333767213152,0.339019020081174,0.910539584570197,0.987538897067453,NA,1.029,0.8437300000000001
2020-06-29,0.93,0.9199963894977876,0.786582921288253,0.908832525317241,0.97211803253561,NA,1.043,0.735097
2020-06-30,0.95,0.9362088996441564,0.980638672366105,0.903128102761997,0.961470633662429,NA,1.051,0.6840385
2020-07-01,0.94,0.9560510763781856,1.19561695484403,0.895673131494359,0.956557925649175,NA,1.061,0.6866095
2020-07-02,0.93,0.9820419495280562,1.19249790053187,0.889952230390877,0.948208069532929,NA,1.072,0.723462
2020-07-03,0.9,1.0155205460988057,1.22805893657912,0.890093082927844,0.947662307547936,NA,1.083,0.76386
2020-07-04,0.92,1.0524348679166742,0.794466022533945,0.900025310136838,0.954975894277335,NA,1.091,0.7618275
2020-07-05,0.92,1.0869410867120488,0.368749418009126,0.922406496402949,0.955429298332427,NA,1.101,0.6833215
2020-07-06,0.93,1.1148842587850056,0.889815040155756,0.957363584363559,0.950525002694824,NA,1.11,0.636579
2020-07-07,0.93,1.1373442432265222,1.2954249984523,1.00225591946065,0.932204066351562,NA,1.116,0.644385
2020-07-08,0.95,1.1585134265740016,1.551026957638,1.05215079795565,0.924517617795996,NA,1.119,0.716799
2020-07-09,1.01,1.181420440091638,1.63143773313265,1.10092030862667,0.923009672775686,NA,1.119,0.8156384999999999
2020-07-10,1.07,1.2056214308204378,1.50592542634165,1.143000033905,0.938367289710311,NA,1.124,0.921057
2020-07-11,1.12,1.2271525313564426,1.19952745887984,1.17507157536796,0.963463220104975,NA,1.124,0.95395
2020-07-12,1.17,1.2403813254421463,0.448209665303397,1.19638879800782,0.98202646099713,NA,1.127,0.8794795
2020-07-13,1.19,1.2416634461495537,1.05633802816901,1.20808908079231,1.00119665688996,NA,1.124,0.8368895000000001
2020-07-14,1.23,1.2317855949513743,1.186453519206,1.2120972296229,1.03047880391014,NA,1.117,0.883327
2020-07-15,1.23,1.2148795142996662,1.57751791776688,1.21044084444301,1.06559746121736,NA,1.114,1.010053
2020-07-16,1.19,1.1960730883678534,1.58330380195413,1.20529059094425,1.09927933992641,NA,1.115,1.1699875
2020-07-17,1.17,1.1784376023074716,1.78141135972461,1.19886970131688,1.12311918647268,NA,1.108,1.304766
2020-07-18,1.14,1.1630195561018069,1.14479139825248,1.19284050698718,1.14009510275302,NA,1.104,1.364772
2020-07-19,1.16,1.1487948869874218,0.404205955599072,1.18781388668196,1.15739774305762,NA,1.102,1.2716595
2020-07-20,1.17,1.1349576953680427,0.936373130505034,1.18347511058513,1.17060177645201,NA,1.091,1.210187
2020-07-21,1.19,1.1231283245708124,1.30189872205085,1.1793409083681,1.17601184583519,NA,1.082,1.195477
2020-07-22,1.2,1.1170849305224344,1.57818420849122,1.17542467328612,1.18556180032255,NA,1.077,1.266845
2020-07-23,1.19,1.11922178098755,1.49970902036857,1.17214814472428,1.19773102784633,NA,1.071,1.3658015
2020-07-24,1.17,1.1278795638133543,1.55271999697988,1.16985508099363,1.21329346408701,NA,1.065,1.4890855
2020-07-25,1.14,1.1389020822535636,0.904887359535459,1.16846371342955,1.2217506604037,NA,1.06,1.5120170000000002
2020-07-26,1.12,1.150264943800236,0.454891952803924,1.16769859938693,1.21907960152514,NA,1.051,1.374457
2020-07-27,1.09,1.1616603998572324,1.12803920336747,1.16753121035431,1.2143862589885,NA,1.046,1.2591815
2020-07-28,1.06,1.174070900787398,1.33084538271759,1.16820021547663,1.22611800744773,NA,1.041,1.229101
2020-07-29,1.06,1.1884608283749978,1.57248543994963,1.16992567501811,1.2353086692502,NA,1.038,1.284818
2020-07-30,1.05,1.2041753758359923,1.64109375,1.17261357447813,1.24007023150252,NA,1.034,1.357013
2020-07-31,1.08,1.2178391730854523,1.36113035881059,1.17571612026661,1.23490618712568,NA,1.027,1.430988
2020-08-01,1.13,1.2250283582300898,0.906151620862758,1.17853381225161,1.23141996690566,NA,1.024,1.40242
2020-08-02,1.17,1.2233444073002586,0.376351838500361,1.18059490264328,1.2313965021444,NA,1.017,1.259474
2020-08-03,1.19,1.2132922776164106,1.23502407345202,1.18171123323142,1.24104615128186,NA,1.015,1.1816615
2020-08-04,1.19,1.198366392983107,1.34377071115057,1.18198056565305,1.24718872317326,NA,1.015,1.1782855
2020-08-05,1.17,1.1830970366267777,1.74753982835426,1.18162239714392,1.2549758583907,NA,1.01,1.24554
2020-08-06,1.17,1.1715451028415635,1.68315213975994,1.18067074215563,1.24636608470615,NA,1.009,1.343557
2020-08-07,1.16,1.1633420018675855,1.47979972994611,1.17884922173868,1.24428768367268,NA,1.009,1.4029355
2020-08-08,1.13,1.154235549875176,0.755016778150626,1.17559715408003,1.24202564301995,NA,1.009,1.371535
2020-08-09,1.14,1.1390990536791237,0.446807866563071,1.17020913926862,1.24105682353949,NA,1.002,1.219677
2020-08-10,1.14,1.1153268753465635,1.3359031153813,1.16206920838688,1.24582396661805,NA,1.004,1.1598645
2020-08-11,1.16,1.0858089713928218,1.32309843507576,1.15081588741615,1.24586284224557,NA,1.005,1.1702659999999998
2020-08-12,1.18,1.0560051413320384,1.52194022084755,1.1364002917567,1.24314471693901,NA,1.009,1.271766
2020-08-13,1.17,1.030270406010721,1.39491577218381,1.1191106506698,1.23848613584439,NA,1.01,1.3881505
2020-08-14,1.15,1.0093009993426083,1.3715829917091,1.09956241148701,1.22932639806656,NA,1.01,1.46751
2020-08-15,1.12,0.9904339955038198,0.719741711945822,1.07860272064699,1.21917675135766,NA,1.015,1.4157035
2020-08-16,1.07,0.9713941686253096,0.415071545763985,1.05716174772374,1.21621631424072,NA,1.02,1.2608755
2020-08-17,1.06,0.9524577406056424,1.01733500912993,1.03611491409597,1.21468757231513,NA,1.023,1.2135455
2020-08-18,1.03,0.9359485103356968,1.06640868605785,1.01620832842716,1.20403158701842,NA,1.024,1.2233195
2020-08-19,0.99,0.926431342323987,1.19763686101315,0.998070633664703,1.1860292434184,NA,1.028,1.286049
2020-08-20,0.97,0.9269593469525385,1.17490881330053,0.982223224093103,1.16699819960887,NA,1.034,1.3440029999999998
2020-08-21,0.95,0.937515837489949,1.07533916396942,0.969143344580154,1.14985804616393,NA,1.038,1.386806
2020-08-22,0.95,0.9545593108376796,0.640585834908848,0.959337556239973,1.13243752915559,NA,1.044,1.322308
2020-08-23,0.97,0.9732154753587342,0.402555431541422,0.953484812809427,1.11867224286881,NA,1.053,1.1639165
2020-08-24,0.98,0.9911655728604029,0.889651904259122,0.952413277873389,1.10502417275813,NA,1.058,1.069151
2020-08-25,0.98,1.007973914239128,1.02250670715401,0.956793926487777,1.08968771026375,NA,1.064,1.026448
2020-08-26,0.98,1.0249096479395652,1.15047925343066,0.966709912595104,1.07097729263481,NA,1.07,1.0329945
2020-08-27,0.98,1.0440363337344922,1.28783662689242,0.981310850844468,1.05657850274079,NA,1.075,1.0578795
2020-08-28,0.98,1.0655464893378424,1.3030467372988,0.998906725962989,1.04578730680048,NA,1.081,1.069452
2020-08-29,0.97,1.0865772910290492,0.956848030018762,1.01747464867887,1.03831680533439,NA,1.088,1.0108985
2020-08-30,0.96,1.1037190222940692,0.483491327985822,1.03515825157469,1.03516451138505,NA,1.092,0.8835135
2020-08-31,0.98,1.1159045793746636,1.124329803409,1.05066638833549,1.03502227969316,NA,1.102,0.8070055
2020-09-01,1.01,1.1242432444769408,1.10473585106761,1.06348355671963,1.03482323590238,NA,1.107,0.787452
2020-09-02,1.03,1.130490966483364,1.40241402057444,1.07381742338932,1.03544101744286,NA,1.114,0.81996
2020-09-03,1.06,1.1350808553306064,1.29048227690868,1.08261732242586,1.03687972908392,NA,1.119,0.8959035
2020-09-04,1.06,1.1372576158235228,1.31525837803388,1.09124864938437,1.04515440011861,NA,1.125,0.9859965
2020-09-05,1.08,1.1358190510497388,0.951638199962083,1.10079986343853,1.05720861695161,NA,1.134,1.0228015
2020-09-06,1.1,1.1285506652069457,0.55763900211968,1.11143334048102,1.07227460182978,NA,1.143,0.9592135
2020-09-07,1.09,1.1153480758287997,1.05340836444283,1.12207380335505,1.08516867136039,NA,1.152,0.9492945
2020-09-08,1.1,1.099279147006747,1.42031405036776,1.13064456645082,1.08646480758116,NA,1.157,0.9688765
2020-09-09,1.11,1.084828379988411,1.57269037956553,1.13492896371407,1.08768040081555,NA,1.165,1.0493645
2020-09-10,1.12,1.076307489841245,1.67114967462039,1.13346517582746,1.09299207724992,NA,1.174,1.132246
2020-09-11,1.15,1.0738642388497674,1.48051238879661,1.12606204305917,1.09983483278392,NA,1.185,1.2088245
2020-09-12,1.14,1.0753948727435811,0.88400789733465,1.11392402753709,1.11071218015504,NA,1.197,1.2165765
2020-09-13,1.15,1.0772046248698768,0.401998990147464,1.09928983565479,1.11995772964068,NA,1.206,1.13008
2020-09-14,1.15,1.0764090784279674,0.909795260987335,1.08484170887758,1.1264939415201,NA,1.215,1.0840635
2020-09-15,1.14,1.073692261311498,0.995598317470589,1.07307105041369,1.13865454841584,NA,1.225,1.1226875
2020-09-16,1.12,1.0721823024034474,1.2459637220909,1.06572543616523,1.14352585997117,NA,1.234,1.219163
2020-09-17,1.07,1.075299391134078,1.40121511420124,1.06347708669719,1.14875055851895,NA,1.249,1.3420985
2020-09-18,1.03,1.0849914094790367,1.38149305692922,1.06603296977623,1.15114314446128,NA,1.257,1.432378
2020-09-19,1.01,1.1006247417854045,1.04788974796928,1.07257103572917,1.15028894324417,NA,1.269,1.411048
2020-09-20,1.01,1.1207789225283529,0.486056121943977,1.08217154687204,1.14123053006576,NA,1.28,1.2627445
2020-09-21,1.02,1.143880162157304,0.968484555129893,1.09413892563661,1.13216318695803,NA,1.29,1.150386
2020-09-22,1.04,1.1696425339108232,1.14037188706691,1.10817306740033,1.13325466803328,NA,1.298,1.0826165
2020-09-23,1.06,1.2006128714683193,1.44265490778634,1.12447897450569,1.1331525803039,NA,1.31,1.082635
2020-09-24,1.09,1.2384821056390365,1.56426903954332,1.1438333894917,1.14502486839806,NA,1.314,1.135344
2020-09-25,1.11,1.2815336383429117,1.53958326012861,1.16714345483052,1.15714559955332,NA,1.319,1.199478
2020-09-26,1.12,1.3230910719191245,1.10954685931269,1.19503251353762,1.16796506751114,NA,1.319,1.20977
2020-09-27,1.12,1.3557936093535814,0.539342311110649,1.22744380374859,1.17969458809061,NA,1.325,1.1122055
2020-09-28,1.13,1.3761199901127148,1.05800749239054,1.26315422761544,1.1896139404149,NA,1.33,1.0422634999999998
2020-09-29,1.15,1.3862383861136998,1.54060287159017,1.30009292684338,1.19987966874015,NA,1.333,1.0237765
2020-09-30,1.19,1.3918571610389314,1.92214876269081,1.3359993564968,1.21412322649914,NA,1.326,1.0811575
2020-10-01,1.23,1.397532660838341,1.96070378494423,1.36861067858923,1.23261282772272,NA,1.327,1.1836755
2020-10-02,1.28,1.4020642679190576,1.98770160673966,1.39561952885996,1.25445637542455,NA,1.329,1.2917055
2020-10-03,1.31,1.4019221363215073,1.28773523583661,1.41481608293684,1.2779705904512,NA,1.324,1.325365
2020-10-04,1.36,1.3969282488140282,0.707879508987711,1.42458057996624,1.30415176749115,NA,1.322,1.2365905
2020-10-05,1.38,1.3911177207904877,1.17476127296171,1.4248503316132901,1.33061737265196,NA,1.317,1.179137
2020-10-06,1.39,1.3893877492577744,1.42448067191205,1.41745804993492,1.35666952989889,NA,1.308,1.2207935
2020-10-07,1.38,1.395888738805998,1.87406271008222,1.40504244704924,1.38689061080782,NA,1.301,1.360913
2020-10-08,1.35,1.4110231521914944,1.98697286571838,1.39015867906323,1.41359026383144,NA,1.291,1.53008
2020-10-09,1.32,1.4319041073322905,1.87785863602785,1.37495423499797,1.42796869349028,NA,1.281,1.6892895
2020-10-10,1.29,1.4526529086247504,1.21969334485492,1.36128002727834,1.44330463671914,NA,1.267,1.7245155
2020-10-11,1.3,1.4674591817123015,0.69656482527501,1.35114317379201,1.46106212918776,NA,1.259,1.6200855
2020-10-12,1.31,1.4735609784926702,1.11218461561962,1.34636758681576,1.47599093742657,NA,1.245,1.53758
2020-10-13,1.34,1.470745350870806,1.54862548465149,1.34744838679709,1.47498803945063,NA,1.237,1.51906
2020-10-14,1.37,1.4600536586980868,1.99261696063093,1.35323364500316,1.47869773387149,NA,1.223,1.599409
2020-10-15,1.38,1.4431485681061798,2.17381884236325,1.36146926956068,1.47864899725933,NA,1.214,1.7217315000000002
2020-10-16,1.37,1.421002709351405,2.03643144605635,1.3695819386515,1.47249792416306,NA,1.2,1.8237955
2020-10-17,1.38,1.392918116346745,1.43309016749883,1.37582810713096,1.46864799639967,NA,1.185,1.8073925
2020-10-18,1.4,1.3568523238536168,0.839058451122639,1.37952802881446,1.46940142116673,NA,1.17,1.6642195
2020-10-19,1.42,1.3129220332842548,1.20022233736033,1.37988621656123,1.47324923242969,NA,1.163,1.547855
2020-10-20,1.44,1.265169060400566,1.48931824849755,1.37600673568756,1.47554405067747,NA,1.148,1.5278915
2020-10-21,1.43,1.2199416520235922,1.72392165295773,1.36719335281813,1.47264545925579,NA,1.136,1.617606
2020-10-22,1.39,1.1816169677817172,1.71201462169805,1.35312482187819,1.461874869802,NA,1.125,1.7610925000000002
2020-10-23,1.34,1.150938519191958,1.5722787638693,1.33435950368482,1.47759648548032,NA,1.114,1.8831165
2020-10-24,1.29,1.1252778802974668,1.04755401259567,1.31190220626839,1.4823716092783,NA,1.102,1.89628
2020-10-25,1.26,1.101307531687717,0.718162747481607,1.28621825880409,1.47789581843254,NA,1.092,1.7784695
2020-10-26,1.21,1.077408329034177,0.97363324807495,1.25737631992088,1.46268623094915,NA,1.086,1.674237
2020-10-27,1.17,1.0542874159434423,1.20237973578746,1.22554192473049,1.44938106244669,NA,1.081,1.6384495
2020-10-28,1.13,1.0343319222366365,1.317115563679,1.1913407058748,1.43450807608941,NA,1.069,1.672184
2020-10-29,1.09,1.0193603679197356,1.38142723718685,1.15628603078877,1.42772310633873,NA,1.064,1.7232555
2020-10-30,1.06,1.0093129806058756,1.31975355792925,1.12234170145909,1.41324534650736,NA,1.058,1.749902
2020-10-31,1.04,1.0021361606192596,0.943091794557419,1.09108158900763,1.39738846954199,NA,1.052,1.6858529999999998
2020-11-01,1.04,0.9952890268776984,0.571884729885385,1.06358961114593,1.37912659392101,NA,1.049,1.5353845000000002
