Country/Region,Date,Province/State,total_cases,new_cases,infected_4,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_4,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Germany,2021-05-24,0.0,174893271,337197.0,1576777.1868130215,2077151.0377846682,2623801.445234265,3213008.0433335733,3839510.717426935,4497491.950782845,5181197.968138962,-0.04598112918357977,-0.04496280123384244,-0.04377811872141346,-0.04235471218806519,-0.04075644022638725,-0.03906557823122081,-0.037349868012806264
Germany,2021-05-25,0.0,175171164,277893.0,1460475.8901097663,1939613.8302277345,2464394.2043618876,3031899.89428592,3637464.8777485685,4275663.622918084,4940971.171325066,-0.07375886566339995,-0.06621435083681748,-0.0607543079000572,-0.05636716329528668,-0.05262280914110029,-0.04932267367952681,-0.046365106736151795
Germany,2021-05-26,0.0,175420875,249711.0,1345067.9175823247,1801402.0641821877,2303372.83696824,2848482.3379593603,3432492.7680299976,4050300.887038297,4696585.05419256,-0.07902079952772634,-0.0712573626211559,-0.06533912760736327,-0.06049591435134061,-0.05635026498054874,-0.05270824736347712,-0.04946115017849151
Germany,2021-05-27,0.0,175659799,238924.0,1247724.9381867435,1680045.6513457503,2158401.3641402,2680480.289679452,3242355.1720262477,3839191.4551451528,4465850.548773304,-0.0723703079399508,-0.06736775495565539,-0.06293877851700946,-0.05897949446309869,-0.05539344402257107,-0.05212191335432215,-0.049128143695233106
Germany,2021-05-28,0.0,175882266,222467.0,1158260.7036400577,1566503.5210766003,2021134.8034501667,2520021.534010959,3059527.775522967,3635081.626795691,4241732.493895974,-0.07170188862033944,-0.06758276489582327,-0.0635964019345927,-0.05986194201326567,-0.05638722064770785,-0.053164795435226564,-0.050184853350923486
Germany,2021-05-29,0.0,176090229,207963.0,1076658.5277300433,1461165.8168612802,1892242.002875139,2367981.457723679,2885049.803582596,3439146.668262836,4025522.244506377,-0.0704523391439974,-0.06724383494709629,-0.06377249075865798,-0.06033284804724948,-0.05702774569861424,-0.053901116577008135,-0.05097215576435632
Germany,2021-05-30,0.0,176295434,205205.0,1012698.8957975325,1374137.6534890241,1782073.3357292826,2234903.3923345823,2729623.5781347714,3262224.260678076,3828175.020055739,-0.0594056799674072,-0.059560771520921985,-0.058221235433132956,-0.056198947400974864,-0.053872978294800866,-0.05144369363988943,-0.04902400544922014
Germany,2021-05-31,0.0,176505112,209678.0,969202.1718481494,1308988.1227912193,1694739.1131077355,2125309.479143928,2598098.630867925,3109432.898380512,3655035.5180501654,-0.04295128999338749,-0.047411211338533654,-0.049007086785127774,-0.04903742755348928,-0.04818428017709353,-0.046836559993519766,-0.045227687109000825
Germany,2021-06-01,0.0,176724331,219219.0,946120.628886112,1266409.4982329756,1631501.5942564462,2040912.839266224,2492555.3020094344,2983159.3541160105,3508750.966245149,-0.023814993024647957,-0.03252789220688357,-0.03731401391647071,-0.0397102825286878,-0.04062329566881473,-0.0406098309213454,-0.040022744261334675
Germany,2021-06-02,0.0,176925119,200788.0,910378.471664584,1213915.5985863805,1560372.6618803719,1950141.8622281922,2381773.8892582553,2852485.203658676,3358663.869620634,-0.03777759001366243,-0.04145096804772863,-0.04359721904439284,-0.04447567543877429,-0.04444491669327055,-0.043803945731909044,-0.042775078102829545
Germany,2021-06-03,0.0,177099062,173943.0,856726.853748438,1145075.4788691043,1474253.5515669766,1845493.1676241648,2257995.1531009735,2709485.403252156,3196740.4826585706,-0.058933311349121276,-0.05670914831100393,-0.05519137345665548,-0.053662093323025184,-0.05196913809304948,-0.05013165369731076,-0.04821065556058535
Germany,2021-06-04,0.0,177253223,154161.0,796706.1403113285,1070221.3830952835,1382705.626305814,1736012.2865349986,2129906.758963352,2562592.469557472,3031227.4343927135,-0.07005816751803773,-0.06537044688770033,-0.06209781564633632,-0.05932337383297326,-0.05672660278376318,-0.05421432922959113,-0.05177556613172685
Germany,2021-06-05,0.0,177398011,144788.0,742317.6052334963,1000965.1064762268,1297042.6885881783,1632798.5313157132,2008456.414092933,2422647.972939975,2872892.6909534424,-0.0682667451973934,-0.06471210322742238,-0.06195312732363867,-0.05945450733260382,-0.05702143737481269,-0.054610515827225425,-0.05223453101630837
Germany,2021-06-06,0.0,177539446,141435.0,698173.2039251223,942207.0851809816,1222303.9071568153,1540976.5982706114,1898834.3623313163,2294899.8648355333,2727038.4218580984,-0.059468347506709596,-0.05870136822460836,-0.0576224530533499,-0.05623592334512417,-0.05458024928617866,-0.05273077621319233,-0.05076913229464852
Germany,2021-06-07,0.0,177675939,136493.0,660122.9029438416,890258.6681447853,1155079.589297346,1457330.0842319527,1797973.0670399019,2176403.9909649184,2590827.5796722886,-0.054499801435177186,-0.05513481893019079,-0.054998038921301284,-0.05428149534037863,-0.05311747948756351,-0.05163444195814926,-0.04994826662288132
Germany,2021-06-08,0.0,177801883,125944.0,621036.1772078812,838150.9345158283,1088510.324414455,1375084.0721988166,1699170.4336599142,2060525.3253021496,2457688.8217050596,-0.059211285597957186,-0.05853100395814692,-0.05763175585449154,-0.05643609016448847,-0.05495223215031342,-0.05324317826277902,-0.0513885057469049
