Country/Region,Date,Province/State,total_cases,new_cases,infected_4,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_4,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Germany,2021-02-04,0.0,2221818,11204.0,42759.93427949987,53903.2812527623,65788.84708814285,78389.85840492176,91658.9447284347,105540.40620134732,119975.55275875429,0.01628905756908483,0.009914540409744044,0.004382024769437498,8.110038966924193e-05,-0.003149192282830504,-0.005540933995662911,-0.007295614117373672
Germany,2021-02-05,0.0,2231523,9705.0,41774.9507096249,52827.62500220985,64529.03924011905,76896.30720421865,89906.57663738036,103518.69440119762,117682.99748287887,-0.023035198404109614,-0.019955301895417277,-0.019149261672513185,-0.019052862590823727,-0.019118353328703597,-0.01915580840472353,-0.01910852022065923
Germany,2021-02-06,0.0,2239727,8204.0,39535.21303221867,50466.10000176788,61978.199366765875,74115.12046075884,86872.25455770781,100220.61724550898,114118.69773459098,-0.053614370319058136,-0.04470246391624044,-0.03953010773740551,-0.036168014363467726,-0.033749723247842756,-0.03185972519037561,-0.03028729573961131
Germany,2021-02-07,0.0,2242738,3011.0,32662.409774164003,43383.880001414305,54659.499472304895,66538.24610922187,79024.22273799434,92095.9931071191,105717.82796113189,-0.17384004614958748,-0.14033618607551368,-0.11808506812454178,-0.10223115478235834,-0.09033991185874146,-0.08106739273504093,-0.07361519137729067
Germany,2021-02-08,0.0,2246846,4108.0,28604.807330623004,38815.10400113145,49657.582893587416,61140.78237933304,73254.19489574505,85971.10498410586,99254.0451650187,-0.12422850829428289,-0.10531045171925413,-0.0915104716839178,-0.08111821464348412,-0.07301593919347837,-0.06650547886365954,-0.061141842589592876
Germany,2021-02-09,0.0,2255722,8876.0,30329.60549796725,39928.08320090516,50257.319077989516,61282.38489657118,72973.42053377692,85294.75998587186,98204.64064851684,0.06029749291468778,0.028673868804815594,0.012077434088712868,0.0023160076094479454,-0.003832877589709738,-0.00786711998594225,-0.01057291433066665
Germany,2021-02-10,0.0,2265754,10032.0,32779.20412347544,41974.46656072413,51913.09923165793,62559.7584827753,73883.7429670548,85849.56443188609,98416.17658366516,0.08076592442563646,0.05125173050562526,0.03294605012851881,0.020844058016997735,0.012474712390061482,0.006504554864872336,0.0021540319658153173
Germany,2021-02-11,0.0,2274892,9138.0,33722.40309260658,42717.573248579305,52398.91602638161,62760.65012809312,73786.27509617295,85448.7239394543,97712.55892529865,0.028774309637848994,0.017703779195862523,0.009358269914800488,0.0032111959858849293,-0.0013192059168593007,-0.004669103391314433,-0.007149410623245922
Germany,2021-02-12,0.0,2283238,8346.0,33637.80231945494,42520.05859886345,52011.763355318006,62140.842966936965,72908.99070915133,84300.42127951492,96287.30303276879,-0.002508740937569587,-0.004623732920559287,-0.007388562596765902,-0.009875728818792395,-0.011889533465108015,-0.013438499804315662,-0.014586209881367163
Germany,2021-02-13,0.0,2288745,5507.0,30735.351739591206,39523.04687909076,48850.136129431674,58770.57968594597,69302.36687050742,80440.70780401326,92165.5727294919,-0.08628538072432446,-0.07048465638409995,-0.06078677249005571,-0.05423587965783139,-0.04946747724202438,-0.045785221674088716,-0.042806581693062506
