Country/Region,Date,Province/State,total_cases,new_cases,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Switzerland,2020-12-30,0.0,447905,5424.0,21254.872247712658,25027.334516122446,28880.2838471181,32804.197171361186,36795.16089840201,40851.5396340167,0.07409734170692683,0.0639063512187652,0.055347435815453094,0.04833695481799416,0.042575688970900805,0.03779110969684152
Switzerland,2020-12-31,0.0,452296,4391.0,21394.89779817013,25247.112096768706,29145.529011815514,33094.67252494104,37097.809687468456,41157.38567061503,0.006587927173852481,0.008781501701856431,0.009184299091433035,0.008854822816192653,0.008225233473013294,0.00748676890365374
Switzerland,2021-01-01,0.0,452296,0.0,17115.918238536102,21039.26008064059,24981.882010127585,28957.838459323408,32975.83083330529,37041.64710355353,-0.20000000000000007,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-01-02,0.0,452296,0.0,13692.734590828883,17532.71673386716,21413.041722966504,25338.108651907984,29311.8496296047,33337.482393198174,-0.19999999999999996,-0.16666666666666652,-0.1428571428571428,-0.12499999999999989,-0.11111111111111116,-0.10000000000000009
Switzerland,2021-01-03,0.0,452296,0.0,10954.187672663107,14610.597278222634,18354.03576254272,22170.845070419484,26054.97744853751,30003.73415387836,-0.19999999999999996,-0.16666666666666663,-0.14285714285714268,-0.1250000000000001,-0.11111111111111127,-0.09999999999999998
Switzerland,2021-01-04,0.0,461961,9665.0,18428.35013813049,21840.497731852196,25397.030653608046,29064.48943661705,32824.97995425556,36668.36073849052,0.6823109744704889,0.49483948643262265,0.38373004074879313,0.31093286450299185,0.25983528556452695,0.22212657099385313
Switzerland,2021-01-05,0.0,465981,4020.0,18762.680110504392,22220.414776543497,25788.883417378325,29451.428257039915,33197.75995933828,37021.52466464147,0.018142154336547645,0.017395072646958498,0.015429077875866115,0.01331311259627288,0.01135659505663722,0.009631298455625714
Switzerland,2021-01-06,0.0,470789,4808.0,19818.144088403515,23325.01231378625,26912.757214895708,30577.999724909925,34317.11996385624,38127.37219817732,0.05625336954437632,0.04971093241737323,0.04357977735321561,0.03825184497124412,0.033717937773180884,0.029870394143762136
Switzerland,2021-01-07,0.0,474764,3975.0,19829.51527072281,23412.510261488544,27043.077612767753,30730.749759296184,34479.10663453888,38289.63497835959,0.0005737763469966239,0.00375124979679331,0.004842328001974927,0.004995422714384468,0.0047202874499157055,0.004255808119659088
Switzerland,2021-01-08,0.0,477983,3219.0,19082.61221657825,22729.42521790712,26398.78081094379,30108.40603938416,33867.094786256785,37679.671480523626,-0.03766622854605639,-0.02917607022708013,-0.02382483277420222,-0.020251498085358643,-0.017750223483720573,-0.01593025105046575
Switzerland,2021-01-09,0.0,477983,0.0,15266.089773262602,18941.18768158927,22627.526409380393,26344.85528446114,30104.084254450474,33911.704332471265,-0.19999999999999996,-0.16666666666666652,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-01-10,0.0,477983,0.0,12212.871818610081,15784.323067991058,19395.022636611768,23051.748373903498,26759.186003955976,30520.533899224138,-0.19999999999999996,-0.16666666666666663,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Switzerland,2021-01-11,0.0,484506,6523.0,16293.297454888065,19676.602556659214,23147.305117095802,26693.27982716556,30308.943114627535,33991.48050930172,0.33410861072497267,0.24659147382514557,0.19346625940002227,0.157972028593917,0.13265564618246528,0.11372496370929541
Switzerland,2021-01-12,0.0,487357,2851.0,15885.637963910453,19248.168797216014,22691.547243224973,26207.619848769864,29792.28276855781,33443.332458371544,-0.02502007295369868,-0.021773767001163735,-0.019689457220409712,-0.018194091604338603,-0.017046465266562838,-0.016126042252857298
Switzerland,2021-01-13,0.0,490358,3001.0,15709.510371128363,19041.14066434668,22450.89763704998,25932.66736767363,29483.02912760694,33099.999212534385,-0.011087221878165798,-0.010755731365950982,-0.010605253295226214,-0.010491318276243167,-0.01038032712542758,-0.010266119450402345
Switzerland,2021-01-14,0.0,492832,2474.0,15041.60829690269,18341.6172202889,21717.62654604284,25165.08394671443,28681.13700231728,32263.999291280947,-0.04251577919660521,-0.03673747578408437,-0.032661103482875764,-0.029599092529757787,-0.027198430724975853,-0.025256795804903254
Switzerland,2021-01-15,0.0,495228,2396.0,14429.286637522153,17680.681016907416,21011.10846803672,24415.448453375124,27890.344002059803,31433.599362152854,-0.04070852313755735,-0.03603478338051769,-0.032532011567113606,-0.029788714193308974,-0.02757188462206306,-0.025737662638509295
Switzerland,2021-01-16,0.0,495228,0.0,11543.429310017724,14733.900847422847,18009.521544031475,21363.51739670323,24791.416890719822,28290.23942593757,-0.19999999999999984,-0.16666666666666663,-0.1428571428571428,-0.1250000000000001,-0.11111111111111116,-0.09999999999999998
